% Model:              Data taken by AP-STD
% Version:            Merged file.  See EMPHATIC DocDB 1643
% Date:               Sep 13 2023, 10:53
% Dimension:          3
% Nodes:              53742
% Expressions:        3
% Description:        Magnetic flux density, x component, Magnetic flux density, y component, Magnetic flux density, z component
% Length unit:        mm
% X                       Y                        Z                        mfnc.Bx (T)              mfnc.By (T)              mfnc.Bz (T)
15                        -10                      -190                     -3.73762e-05             -0.00313453              0.000495099             
-15                       -5                       -190                     5.7049e-06               -0.00314299              0.000310312             
-10                       -5                       -190                     -5.52154e-05             -0.00314466              0.000267931             
-5                        -5                       -190                     1.1028e-05               -0.00314907              0.000277668             
0                         -5                       -190                     -3.01987e-05             -0.00316701              0.00025607              
5                         -5                       -190                     3.44404e-05              -0.00320547              0.000201097             
10                        -5                       -190                     -3.01366e-06             -0.00313457              0.000194365             
15                        -5                       -190                     3.31098e-06              -0.00311593              0.000225196             
-15                       0                        -190                     -1.87233e-05             -0.0030874               5.20654e-06             
-10                       0                        -190                     -5.83176e-05             -0.00315897              2.58244e-05             
-5                        0                        -190                     -5.28199e-05             -0.00316028              -4.40513e-06            
0                         0                        -190                     4.10945e-06              -0.00317561              -3.98387e-05            
5                         0                        -190                     -4.99882e-05             -0.00315385              -3.87413e-05            
10                        0                        -190                     3.04979e-05              -0.00311861              -6.92939e-05            
15                        0                        -190                     -3.51703e-05             -0.00317499              -6.39281e-05            
-15                       5                        -190                     -5.16141e-05             -0.00311329              -0.000283136            
-10                       5                        -190                     -1.58497e-05             -0.00311136              -0.000264517            
-5                        5                        -190                     -5.62713e-05             -0.00315349              -0.000308024            
0                         5                        -190                     2.62992e-05              -0.00315801              -0.000295374            
5                         5                        -190                     9.95316e-06              -0.00315348              -0.00031796             
10                        5                        -190                     1.50176e-05              -0.00315379              -0.000327916            
15                        5                        -190                     1.68839e-05              -0.00312624              -0.000375639            
-15                       10                       -190                     -5.1822e-05              -0.00309184              -0.000581082            
-10                       10                       -190                     -5.43452e-06             -0.003131                -0.000586278            
-5                        10                       -190                     -1.2149e-05              -0.0031254               -0.000620576            
0                         10                       -190                     2.39031e-05              -0.00319474              -0.000592667            
5                         10                       -190                     1.20756e-05              -0.00310566              -0.000601107            
10                        10                       -190                     5.9977e-05               -0.0030876               -0.000610644            
15                        10                       -190                     5.91186e-05              -0.00308669              -0.000648679            
-15                       15                       -190                     0                        0                        0                       
-10                       15                       -190                     -3.23216e-05             -0.00306113              -0.000864239            
-5                        15                       -190                     -3.29141e-05             -0.00310096              -0.000849207            
0                         15                       -190                     2.11019e-06              -0.00307948              -0.000922428            
5                         15                       -190                     2.53766e-05              -0.00306611              -0.000877784            
10                        15                       -190                     5.51673e-05              -0.00305294              -0.000864568            
15                        15                       -190                     0                        0                        0                       
-15                       -15                      -185                     0                        0                        0                       
-10                       -15                      -185                     9.2794e-05               -0.00335728              0.000957379             
-5                        -15                      -185                     7.72779e-07              -0.00334476              0.000889894             
0                         -15                      -185                     -2.93319e-06             -0.00333208              0.000898994             
5                         -15                      -185                     -1.42463e-05             -0.00331304              0.000888798             
10                        -15                      -185                     -2.21152e-05             -0.00330881              0.00090358              
15                        -15                      -185                     0                        0                        0                       
-15                       -10                      -185                     4.78243e-05              -0.00340121              0.000635457             
-10                       -10                      -185                     3.08785e-05              -0.00338893              0.000619723             
-5                        -10                      -185                     3.8226e-05               -0.00341981              0.000629509             
0                         -10                      -185                     7.17853e-06              -0.003457                0.000602942             
5                         -10                      -185                     -3.80412e-05             -0.00341366              0.000552392             
10                        -10                      -185                     -3.07945e-05             -0.00340977              0.000495532             
15                        -10                      -185                     -3.58588e-05             -0.00338166              0.000517146             
-15                       -5                       -185                     -3.31276e-07             -0.0034502               0.000309437             
-10                       -5                       -185                     5.36468e-06              -0.00345586              0.0002936               
-5                        -5                       -185                     1.20199e-05              -0.00347474              0.000289047             
0                         -5                       -185                     -1.58325e-05             -0.00347183              0.000314904             
5                         -5                       -185                     3.51811e-06              -0.00344352              0.000269913             
10                        -5                       -185                     7.71012e-06              -0.00345434              0.000221736             
15                        -5                       -185                     -1.78633e-05             -0.00342623              0.000227221             
-15                       0                        -185                     -2.22652e-06             -0.00345326              -3.38928e-05            
-10                       0                        -185                     -7.57859e-06             -0.00348119              -4.44813e-07            
-5                        0                        -185                     4.66983e-07              -0.00342589              -2.30897e-05            
0                         0                        -185                     4.01968e-05              -0.00351485              -5.10128e-05            
5                         0                        -185                     4.01288e-05              -0.00348018              -4.64657e-05            
10                        0                        -185                     2.68506e-05              -0.00346823              -3.66642e-05            
15                        0                        -185                     -8.26385e-06             -0.00349441              -3.33631e-05            
-15                       5                        -185                     -4.39368e-06             -0.00343665              -0.000300569            
-10                       5                        -185                     -1.32176e-05             -0.00346023              -0.000327149            
-5                        5                        -185                     4.20821e-06              -0.00348059              -0.000380059            
0                         5                        -185                     3.14554e-05              -0.00347429              -0.0003325              
5                         5                        -185                     9.70425e-06              -0.00345206              -0.000390688            
10                        5                        -185                     4.8065e-05               -0.00343782              -0.000343728            
15                        5                        -185                     6.46754e-05              -0.00344271              -0.000434406            
-15                       10                       -185                     -6.68328e-05             -0.00337869              -0.000608459            
-10                       10                       -185                     -1.0061e-05              -0.00340961              -0.000627791            
-5                        10                       -185                     3.09548e-05              -0.00337592              -0.000667918            
0                         10                       -185                     3.30552e-05              -0.00344321              -0.000666671            
5                         10                       -185                     3.46672e-05              -0.00339957              -0.000684944            
10                        10                       -185                     5.28945e-05              -0.00337079              -0.000693991            
15                        10                       -185                     8.69331e-05              -0.00337949              -0.000723945            
-15                       15                       -185                     0                        0                        0                       
-10                       15                       -185                     -1.45258e-05             -0.0033789               -0.000954363            
-5                        15                       -185                     -1.16973e-05             -0.00336099              -0.000960847            
0                         15                       -185                     3.18081e-05              -0.00335981              -0.000993205            
5                         15                       -185                     3.28522e-05              -0.00333573              -0.00101001             
10                        15                       -185                     5.91962e-05              -0.00329708              -0.000992655            
15                        15                       -185                     0                        0                        0                       
-15                       -15                      -180                     0                        0                        0                       
-10                       -15                      -180                     6.28828e-05              -0.00365566              0.00101749              
-5                        -15                      -180                     -2.88088e-06             -0.00369353              0.000985386             
0                         -15                      -180                     1.3289e-06               -0.00369639              0.0010422               
5                         -15                      -180                     1.11466e-05              -0.00369555              0.00102227              
10                        -15                      -180                     -4.9296e-05              -0.00365838              0.000994825             
15                        -15                      -180                     0                        0                        0                       
-15                       -10                      -180                     6.2724e-05               -0.00365132              0.000689641             
-10                       -10                      -180                     1.38111e-05              -0.00373049              0.00075149              
-5                        -10                      -180                     7.30383e-05              -0.00372386              0.000683482             
0                         -10                      -180                     5.7053e-06               -0.00372175              0.000704564             
5                         -10                      -180                     -3.41503e-05             -0.00373176              0.000656975             
10                        -10                      -180                     3.5682e-06               -0.00372289              0.000619821             
15                        -10                      -180                     -6.59541e-05             -0.00370407              0.000624958             
-15                       -5                       -180                     6.04944e-05              -0.00378704              0.00034657              
-10                       -5                       -180                     3.00943e-05              -0.00379449              0.000330986             
-5                        -5                       -180                     2.73045e-05              -0.00382471              0.000349008             
0                         -5                       -180                     -2.62356e-06             -0.00380174              0.000318909             
5                         -5                       -180                     6.11631e-06              -0.00377343              0.000282986             
10                        -5                       -180                     -5.38067e-06             -0.00380319              0.000253262             
15                        -5                       -180                     1.12984e-05              -0.00379325              0.00027692              
-15                       0                        -180                     3.66593e-05              -0.00381435              6.06509e-07             
-10                       0                        -180                     5.01726e-06              -0.00379467              -4.27453e-05            
-5                        0                        -180                     3.50456e-05              -0.00378869              -5.94249e-05            
0                         0                        -180                     6.05941e-06              -0.00382883              -8.19262e-05            
5                         0                        -180                     1.11853e-05              -0.00382048              -4.3931e-05             
10                        0                        -180                     5.24971e-06              -0.00377524              -9.15024e-05            
15                        0                        -180                     2.95529e-05              -0.00376754              -8.38691e-05            
-15                       5                        -180                     -4.40301e-05             -0.00375559              -0.000333667            
-10                       5                        -180                     2.55186e-05              -0.00378376              -0.000390943            
-5                        5                        -180                     6.04839e-05              -0.00378148              -0.000358701            
0                         5                        -180                     8.79384e-06              -0.00381084              -0.000361796            
5                         5                        -180                     4.84211e-05              -0.00378188              -0.000443872            
10                        5                        -180                     2.95573e-05              -0.00374429              -0.000442541            
15                        5                        -180                     7.21298e-05              -0.00375672              -0.000459463            
-15                       10                       -180                     -6.2031e-05              -0.0036841               -0.000691898            
-10                       10                       -180                     -2.04041e-05             -0.00377053              -0.000721327            
-5                        10                       -180                     2.03841e-05              -0.00373521              -0.000784335            
0                         10                       -180                     2.53717e-05              -0.0037648               -0.000752319            
5                         10                       -180                     8.19363e-05              -0.00372852              -0.000807765            
10                        10                       -180                     0.000103815              -0.00371631              -0.00078621             
15                        10                       -180                     0.000110918              -0.00367927              -0.00080268             
-15                       15                       -180                     0                        0                        0                       
-10                       15                       -180                     -2.68115e-05             -0.0036733               -0.00108205             
-5                        15                       -180                     -1.96628e-05             -0.00366573              -0.00112431             
0                         15                       -180                     1.0123e-05               -0.00365504              -0.00113085             
5                         15                       -180                     6.08229e-05              -0.0036465               -0.00116205             
10                        15                       -180                     9.86333e-05              -0.0036266               -0.00112152             
15                        15                       -180                     0                        0                        0                       
-15                       -15                      -175                     0                        0                        0                       
-10                       -15                      -175                     3.1108e-05               -0.0040154               0.0012083               
-5                        -15                      -175                     6.18398e-05              -0.00409764              0.00114378              
0                         -15                      -175                     2.59565e-05              -0.00401186              0.00118354              
5                         -15                      -175                     2.0987e-05               -0.00402893              0.00113888              
10                        -15                      -175                     -6.55682e-05             -0.00406276              0.00111983              
15                        -15                      -175                     0                        0                        0                       
-15                       -10                      -175                     0.00012203               -0.00408161              0.000779138             
-10                       -10                      -175                     3.72491e-05              -0.00410814              0.000838387             
-5                        -10                      -175                     1.3053e-05               -0.00410989              0.000771717             
0                         -10                      -175                     -6.65098e-06             -0.00414262              0.00074239              
5                         -10                      -175                     -5.82084e-05             -0.00416622              0.00077409              
10                        -10                      -175                     -2.33726e-05             -0.00408199              0.000715501             
15                        -10                      -175                     -3.96796e-05             -0.00402992              0.000654365             
-15                       -5                       -175                     6.66477e-05              -0.00411588              0.00043063              
-10                       -5                       -175                     6.52085e-05              -0.00415599              0.00043155              
-5                        -5                       -175                     7.17377e-05              -0.00420152              0.000422448             
0                         -5                       -175                     5.41618e-05              -0.00420245              0.000394786             
5                         -5                       -175                     3.30612e-05              -0.00417536              0.000383346             
10                        -5                       -175                     3.7427e-05               -0.00414602              0.000333878             
15                        -5                       -175                     -5.78209e-05             -0.00411568              0.00032674              
-15                       0                        -175                     1.57735e-05              -0.00413087              7.58887e-05             
-10                       0                        -175                     4.26486e-05              -0.00417057              6.11666e-06             
-5                        0                        -175                     2.17074e-05              -0.00422462              4.38535e-06             
0                         0                        -175                     6.756e-06                -0.00419911              -4.99608e-05            
5                         0                        -175                     2.7941e-05               -0.0042037               -5.75419e-05            
10                        0                        -175                     1.34417e-05              -0.00415152              -7.63709e-05            
15                        0                        -175                     2.72029e-05              -0.00408761              -7.22582e-05            
-15                       5                        -175                     -2.54078e-06             -0.00408548              -0.000382619            
-10                       5                        -175                     -3.62072e-06             -0.0040992               -0.000422727            
-5                        5                        -175                     3.27117e-05              -0.00417164              -0.000391268            
0                         5                        -175                     1.62039e-05              -0.00415419              -0.000467299            
5                         5                        -175                     5.80938e-05              -0.00415607              -0.000441844            
10                        5                        -175                     1.38699e-05              -0.0041316               -0.000474597            
15                        5                        -175                     4.74664e-05              -0.00410624              -0.000489081            
-15                       10                       -175                     -7.46078e-05             -0.00407101              -0.000779291            
-10                       10                       -175                     -4.0206e-05              -0.00411304              -0.000795473            
-5                        10                       -175                     -2.08266e-05             -0.00408205              -0.000825329            
0                         10                       -175                     3.58906e-05              -0.0041169               -0.00084219             
5                         10                       -175                     9.59809e-05              -0.00409464              -0.00084507             
10                        10                       -175                     9.39595e-05              -0.00405301              -0.000876805            
15                        10                       -175                     0.000123938              -0.00400293              -0.000887489            
-15                       15                       -175                     0                        0                        0                       
-10                       15                       -175                     -3.89736e-05             -0.00402514              -0.00120224             
-5                        15                       -175                     -1.22754e-05             -0.00404951              -0.00120272             
0                         15                       -175                     2.0259e-05               -0.00403875              -0.00123139             
5                         15                       -175                     7.81997e-05              -0.00399873              -0.00122893             
10                        15                       -175                     0.000137115              -0.00400858              -0.00125147             
15                        15                       -175                     0                        0                        0                       
-15                       -15                      -170                     0                        0                        0                       
-10                       -15                      -170                     0.000104645              -0.00446316              0.00139759              
-5                        -15                      -170                     8.25382e-05              -0.00445622              0.00137276              
0                         -15                      -170                     -6.98031e-06             -0.00442465              0.00130836              
5                         -15                      -170                     -2.93361e-05             -0.00442007              0.00129182              
10                        -15                      -170                     -5.23134e-05             -0.0044323               0.0012778               
15                        -15                      -170                     0                        0                        0                       
-15                       -10                      -170                     9.36072e-05              -0.00451888              0.000945755             
-10                       -10                      -170                     7.32637e-05              -0.00452958              0.000881693             
-5                        -10                      -170                     2.04147e-05              -0.00450758              0.000934615             
0                         -10                      -170                     3.22905e-05              -0.00454246              0.000832532             
5                         -10                      -170                     -1.77807e-05             -0.00455776              0.000875119             
10                        -10                      -170                     -2.66649e-05             -0.00449929              0.000847769             
15                        -10                      -170                     -5.10328e-05             -0.00444801              0.000789663             
-15                       -5                       -170                     9.57314e-05              -0.00450857              0.000515666             
-10                       -5                       -170                     6.96768e-05              -0.0045624               0.00050889              
-5                        -5                       -170                     0.000101749              -0.00461284              0.000494613             
0                         -5                       -170                     1.94273e-05              -0.0046173               0.000473839             
5                         -5                       -170                     2.82028e-05              -0.0046339               0.000423309             
10                        -5                       -170                     2.89954e-05              -0.00456272              0.000398256             
15                        -5                       -170                     -4.80994e-05             -0.00455462              0.000357654             
-15                       0                        -170                     -1.10777e-05             -0.00459576              6.37896e-05             
-10                       0                        -170                     1.30535e-05              -0.00459816              7.62113e-05             
-5                        0                        -170                     9.33448e-06              -0.00463731              1.74806e-05             
0                         0                        -170                     6.00292e-05              -0.00464928              -1.1532e-05             
5                         0                        -170                     5.19573e-06              -0.00466042              -5.44177e-05            
10                        0                        -170                     4.90697e-05              -0.00460009              -7.27032e-06            
15                        0                        -170                     4.28941e-05              -0.00454076              -4.04203e-05            
-15                       5                        -170                     -2.90386e-05             -0.00455876              -0.000425442            
-10                       5                        -170                     -1.55132e-05             -0.00459008              -0.000448627            
-5                        5                        -170                     2.22208e-05              -0.00459999              -0.000454797            
0                         5                        -170                     1.33235e-05              -0.0045982               -0.00049012             
5                         5                        -170                     8.13116e-05              -0.00462529              -0.000481538            
10                        5                        -170                     6.08221e-05              -0.00455534              -0.000509889            
15                        5                        -170                     0.00010719               -0.00453559              -0.000562306            
-15                       10                       -170                     -6.26948e-05             -0.0044679               -0.000873086            
-10                       10                       -170                     -3.80205e-05             -0.00451904              -0.000885838            
-5                        10                       -170                     1.54871e-06              -0.00456828              -0.000900512            
0                         10                       -170                     6.34252e-05              -0.00453394              -0.000923955            
5                         10                       -170                     4.26283e-05              -0.00455383              -0.000910458            
10                        10                       -170                     0.000121468              -0.00445988              -0.000983535            
15                        10                       -170                     0.000103106              -0.00448122              -0.000983671            
-15                       15                       -170                     0                        0                        0                       
-10                       15                       -170                     -4.60459e-05             -0.00442141              -0.00129246             
-5                        15                       -170                     -2.14316e-05             -0.00447553              -0.00131544             
0                         15                       -170                     4.23154e-06              -0.00442374              -0.00136215             
5                         15                       -170                     6.86228e-05              -0.00442561              -0.00137654             
10                        15                       -170                     0.000115408              -0.0043985               -0.00142503             
15                        15                       -170                     0                        0                        0                       
-15                       -15                      -165                     0                        0                        0                       
-10                       -15                      -165                     3.80125e-05              -0.00482645              0.00152596              
-5                        -15                      -165                     8.51261e-05              -0.00490852              0.00153645              
0                         -15                      -165                     -1.4426e-05              -0.00491898              0.00151342              
5                         -15                      -165                     -1.2844e-05              -0.00490719              0.00152995              
10                        -15                      -165                     -6.0317e-05              -0.00488656              0.00144255              
15                        -15                      -165                     0                        0                        0                       
-15                       -10                      -165                     0.000104127              -0.00498992              0.0010644               
-10                       -10                      -165                     9.54807e-05              -0.00500291              0.00106189              
-5                        -10                      -165                     6.27703e-05              -0.00502361              0.00102735              
0                         -10                      -165                     9.01048e-05              -0.00499261              0.000985292             
5                         -10                      -165                     -4.34094e-05             -0.00498275              0.000979636             
10                        -10                      -165                     -7.73272e-05             -0.00501378              0.000980545             
15                        -10                      -165                     -8.75648e-05             -0.00492558              0.000930321             
-15                       -5                       -165                     8.70918e-05              -0.00498915              0.000549041             
-10                       -5                       -165                     6.6855e-05               -0.00502306              0.000536186             
-5                        -5                       -165                     5.05435e-05              -0.00503033              0.000535302             
0                         -5                       -165                     1.83446e-05              -0.00509068              0.000498925             
5                         -5                       -165                     1.10848e-05              -0.00507427              0.000480521             
10                        -5                       -165                     -1.12071e-05             -0.00509634              0.000423792             
15                        -5                       -165                     -5.61864e-05             -0.00508508              0.000404428             
-15                       0                        -165                     4.27367e-05              -0.00501839              4.15197e-05             
-10                       0                        -165                     6.60762e-06              -0.0050341               5.45961e-05             
-5                        0                        -165                     4.33843e-05              -0.00508492              -5.04972e-06            
0                         0                        -165                     4.18817e-05              -0.00506439              -4.69257e-05            
5                         0                        -165                     3.40637e-05              -0.00506617              -4.18263e-05            
10                        0                        -165                     1.59538e-05              -0.00500594              -2.88591e-05            
15                        0                        -165                     4.63681e-05              -0.00503378              -7.67275e-05            
-15                       5                        -165                     -5.66281e-05             -0.00503465              -0.00048554             
-10                       5                        -165                     -2.81738e-05             -0.00506243              -0.000507195            
-5                        5                        -165                     3.42395e-05              -0.00507153              -0.000540149            
0                         5                        -165                     3.83684e-05              -0.00504197              -0.000527819            
5                         5                        -165                     4.03343e-05              -0.00504892              -0.000546399            
10                        5                        -165                     5.33895e-05              -0.00500573              -0.000584294            
15                        5                        -165                     8.34074e-05              -0.00495011              -0.00056923             
-15                       10                       -165                     -0.000119568             -0.0049276               -0.000988841            
-10                       10                       -165                     -5.03847e-05             -0.00497204              -0.00099125             
-5                        10                       -165                     -5.89489e-06             -0.00502291              -0.00101468             
0                         10                       -165                     6.04085e-05              -0.00497656              -0.00104212             
5                         10                       -165                     2.50435e-05              -0.0049621               -0.00108441             
10                        10                       -165                     9.06154e-05              -0.00490137              -0.00109405             
15                        10                       -165                     0.00010364               -0.00493115              -0.0011085              
-15                       15                       -165                     0                        0                        0                       
-10                       15                       -165                     -7.44192e-05             -0.00487528              -0.00147118             
-5                        15                       -165                     -4.06375e-05             -0.00488457              -0.00149456             
0                         15                       -165                     -7.4141e-07              -0.00486824              -0.00153239             
5                         15                       -165                     2.73227e-05              -0.00487457              -0.00158353             
10                        15                       -165                     8.7756e-05               -0.00480575              -0.00154907             
15                        15                       -165                     0                        0                        0                       
-15                       -15                      -160                     0                        0                        0                       
-10                       -15                      -160                     0.000101847              -0.00536797              0.0017566               
-5                        -15                      -160                     6.90292e-05              -0.00540847              0.00171626              
0                         -15                      -160                     2.80452e-05              -0.00540199              0.00172825              
5                         -15                      -160                     -6.86515e-06             -0.00542333              0.00171529              
10                        -15                      -160                     -0.000112945             -0.00538878              0.0016226               
15                        -15                      -160                     0                        0                        0                       
-15                       -10                      -160                     0.000140342              -0.00550073              0.00119565              
-10                       -10                      -160                     7.71069e-05              -0.00555545              0.00119691              
-5                        -10                      -160                     3.04382e-05              -0.00553649              0.00120156              
0                         -10                      -160                     -1.96911e-05             -0.00555501              0.00114032              
5                         -10                      -160                     -6.46326e-05             -0.00554417              0.00110546              
10                        -10                      -160                     -9.36622e-05             -0.00553051              0.00108872              
15                        -10                      -160                     -0.000113293             -0.00545954              0.0010216               
-15                       -5                       -160                     4.36211e-05              -0.00549999              0.000628598             
-10                       -5                       -160                     5.41134e-05              -0.00554549              0.000643825             
-5                        -5                       -160                     1.02317e-05              -0.00560167              0.000595782             
0                         -5                       -160                     -2.94013e-05             -0.00561338              0.000580789             
