% Model:              Data taken by AP-STD
% Version:            Merged file.  See EMPHATIC DocDB 1643
% Date:               Sep 13 2023, 10:53
% Dimension:          3
% Nodes:              53742
% Expressions:        3
% Description:        Magnetic flux density, x component, Magnetic flux density, y component, Magnetic flux density, z component
% Length unit:        mm
% X                       Y                        Z                        mfnc.Bx (T)              mfnc.By (T)              mfnc.Bz (T)
-5                        0                        330                      -2.10506e-05             -0.00484416              -0.000115248            
0                         0                        330                      1.49958e-05              -0.00478377              -9.60738e-05            
5                         0                        330                      2.35275e-05              -0.00482139              -9.51438e-05            
10                        0                        330                      -2.64172e-06             -0.00474261              -3.24118e-05            
15                        0                        330                      -3.03547e-05             -0.00474481              2.02732e-05             
-15                       5                        330                      1.08889e-05              -0.00475372              0.000338983             
-10                       5                        330                      3.53114e-05              -0.00477675              0.000257789             
-5                        5                        330                      4.08258e-05              -0.00476326              0.000425823             
0                         5                        330                      2.12962e-05              -0.00478908              0.000348893             
5                         5                        330                      3.62767e-05              -0.00479529              0.000437725             
10                        5                        330                      4.5514e-05               -0.00475937              0.000412543             
15                        5                        330                      6.71051e-05              -0.00466517              0.00048099              
-15                       10                       330                      3.76842e-06              -0.00474051              0.000807796             
-10                       10                       330                      2.19259e-05              -0.00475057              0.000790951             
-5                        10                       330                      8.61993e-06              -0.00473843              0.000869146             
0                         10                       330                      9.34713e-05              -0.00474456              0.000851369             
5                         10                       330                      0.000132721              -0.00469664              0.000893004             
10                        10                       330                      0.000102567              -0.00472101              0.000883321             
15                        10                       330                      0.000204449              -0.00469091              0.000943943             
-15                       15                       330                      0                        0                        0                       
-10                       15                       330                      1.25328e-05              -0.00461942              0.00120345              
-5                        15                       330                      3.13534e-05              -0.00469445              0.00125791              
0                         15                       330                      6.70345e-05              -0.00461651              0.0013166               
5                         15                       330                      7.26535e-05              -0.00464193              0.001333                
10                        15                       330                      0.00016823               -0.00454714              0.00125187              
15                        15                       330                      0                        0                        0                       
-15                       -15                      335                      0                        0                        0                       
-10                       -15                      335                      4.06811e-05              -0.00414046              -0.00135499             
-5                        -15                      335                      5.05393e-05              -0.00414822              -0.00128773             
0                         -15                      335                      9.93737e-06              -0.00417114              -0.0013078              
5                         -15                      335                      -1.20213e-05             -0.0041443               -0.00129591             
10                        -15                      335                      -3.90963e-05             -0.00418143              -0.00123517             
15                        -15                      335                      0                        0                        0                       
-15                       -10                      335                      6.70866e-05              -0.00419641              -0.000942757            
-10                       -10                      335                      3.49799e-05              -0.00425345              -0.000939758            
-5                        -10                      335                      -1.62676e-05             -0.00425352              -0.000917074            
0                         -10                      335                      -3.6638e-05              -0.00428351              -0.000908838            
5                         -10                      335                      3.94318e-06              -0.0042914               -0.000902347            
10                        -10                      335                      -5.56197e-05             -0.00423619              -0.000860339            
15                        -10                      335                      -5.29642e-05             -0.00424472              -0.000836383            
-15                       -5                       335                      8.92029e-05              -0.00427121              -0.000520904            
-10                       -5                       335                      5.38844e-05              -0.00430898              -0.000541351            
-5                        -5                       335                      1.90279e-05              -0.00432171              -0.000545291            
0                         -5                       335                      1.05625e-06              -0.00438888              -0.000508082            
5                         -5                       335                      -2.85344e-05             -0.00429565              -0.000547426            
10                        -5                       335                      8.02265e-07              -0.00426872              -0.00044243             
15                        -5                       335                      -6.80581e-06             -0.00428089              -0.000436693            
-15                       0                        335                      5.67001e-05              -0.00433981              -0.000172927            
-10                       0                        335                      3.46584e-05              -0.00433846              -0.000159898            
-5                        0                        335                      4.83903e-05              -0.00438922              -0.00015705             
0                         0                        335                      -3.19143e-06             -0.00434788              -7.93986e-05            
5                         0                        335                      1.68278e-05              -0.00437661              -0.000107628            
10                        0                        335                      -1.09519e-05             -0.00433748              -0.000111372            
15                        0                        335                      3.19776e-05              -0.00426483              -7.2697e-05             
-15                       5                        335                      3.63909e-05              -0.00432765              0.000262821             
-10                       5                        335                      8.43513e-05              -0.00432552              0.000258208             
-5                        5                        335                      3.00229e-05              -0.00435002              0.000272499             
0                         5                        335                      -1.90861e-05             -0.00434769              0.000323817             
5                         5                        335                      1.12494e-05              -0.00429814              0.000328858             
10                        5                        335                      6.73166e-05              -0.00425837              0.000306336             
15                        5                        335                      9.13508e-05              -0.0042673               0.000399644             
-15                       10                       335                      -2.51724e-05             -0.00430076              0.000704191             
-10                       10                       335                      -2.26398e-05             -0.00434388              0.00064127              
-5                        10                       335                      1.66416e-05              -0.0043322               0.000728335             
0                         10                       335                      5.87823e-05              -0.0043031               0.000789069             
5                         10                       335                      1.80843e-05              -0.00428944              0.000789135             
10                        10                       335                      9.85275e-05              -0.0042255               0.000744968             
15                        10                       335                      0.00010437               -0.00421127              0.000807895             
-15                       15                       335                      0                        0                        0                       
-10                       15                       335                      -6.26404e-05             -0.00423936              0.0010841               
-5                        15                       335                      1.61212e-05              -0.00426235              0.00110406              
0                         15                       335                      -9.67692e-06             -0.00425595              0.00113525              
5                         15                       335                      6.15636e-05              -0.00417514              0.00112155              
10                        15                       335                      0.000111792              -0.00414929              0.00114003              
15                        15                       335                      0                        0                        0                       
-15                       -15                      340                      0                        0                        0                       
-10                       -15                      340                      8.51571e-05              -0.00377523              -0.00123401             
-5                        -15                      340                      7.3284e-05               -0.0038171               -0.00124082             
0                         -15                      340                      5.37588e-06              -0.00381842              -0.00120388             
5                         -15                      340                      -6.08368e-05             -0.00380447              -0.00115728             
10                        -15                      340                      -1.51315e-05             -0.00375678              -0.00114582             
15                        -15                      340                      0                        0                        0                       
-15                       -10                      340                      8.31213e-05              -0.00386266              -0.000875246            
-10                       -10                      340                      2.24937e-05              -0.00388891              -0.000837646            
-5                        -10                      340                      1.47586e-05              -0.003854                -0.000795747            
0                         -10                      340                      2.73209e-05              -0.00387549              -0.000825396            
5                         -10                      340                      -1.19354e-05             -0.00391794              -0.000807751            
10                        -10                      340                      -2.30235e-05             -0.00387529              -0.000778568            
15                        -10                      340                      -6.51365e-05             -0.00383431              -0.000794385            
-15                       -5                       340                      4.18517e-05              -0.00383676              -0.000481187            
-10                       -5                       340                      2.93021e-05              -0.00391977              -0.000468598            
-5                        -5                       340                      5.90845e-05              -0.0039425               -0.000472268            
0                         -5                       340                      2.13248e-06              -0.00390823              -0.000461508            
5                         -5                       340                      -1.73743e-05             -0.00385807              -0.000482318            
10                        -5                       340                      -2.38031e-05             -0.0038958               -0.000456846            
15                        -5                       340                      -8.53353e-06             -0.00387913              -0.000395704            
-15                       0                        340                      4.82778e-05              -0.00386723              -0.000155904            
-10                       0                        340                      1.21453e-05              -0.00393825              -0.000130871            
-5                        0                        340                      1.32582e-05              -0.00391516              -8.35119e-05            
0                         0                        340                      1.05879e-05              -0.00395622              -5.39367e-05            
5                         0                        340                      2.02302e-05              -0.00395071              -2.34668e-05            
10                        0                        340                      5.2239e-05               -0.0038879               -2.19218e-05            
15                        0                        340                      8.70242e-05              -0.003907                -1.54369e-05            
-15                       5                        340                      -2.34258e-05             -0.00392883              0.0001674               
-10                       5                        340                      2.34977e-05              -0.00391196              0.000199171             
-5                        5                        340                      -4.26281e-06             -0.00393325              0.00025043              
0                         5                        340                      -2.69639e-06             -0.00390883              0.000286557             
5                         5                        340                      4.0898e-05               -0.00395636              0.000296895             
10                        5                        340                      7.74537e-05              -0.00387169              0.000246778             
15                        5                        340                      7.83577e-05              -0.00390079              0.000322699             
-15                       10                       340                      1.88731e-05              -0.00389279              0.000632653             
-10                       10                       340                      4.04624e-06              -0.0038903               0.000620852             
-5                        10                       340                      1.86262e-05              -0.00390565              0.000627269             
0                         10                       340                      2.68898e-05              -0.00385384              0.000637826             
5                         10                       340                      5.22424e-05              -0.00386617              0.00071604              
10                        10                       340                      2.3643e-05               -0.00389522              0.000638369             
15                        10                       340                      7.40564e-05              -0.00385045              0.000682903             
-15                       15                       340                      0                        0                        0                       
-10                       15                       340                      -2.04047e-05             -0.00383371              0.000992593             
-5                        15                       340                      1.35519e-05              -0.0038508               0.00101933              
0                         15                       340                      1.0604e-05               -0.00388435              0.00100348              
5                         15                       340                      7.24256e-05              -0.00380019              0.0010271               
10                        15                       340                      0.000101884              -0.00379347              0.00108181              
15                        15                       340                      0                        0                        0                       
-15                       -15                      345                      0                        0                        0                       
-10                       -15                      345                      8.49587e-05              -0.00345323              -0.00108789             
-5                        -15                      345                      9.26202e-05              -0.0034879               -0.00109535             
0                         -15                      345                      -3.77276e-06             -0.00348568              -0.00107807             
5                         -15                      345                      2.6766e-05               -0.00344692              -0.00103029             
10                        -15                      345                      -3.42237e-05             -0.00343209              -0.00102812             
15                        -15                      345                      0                        0                        0                       
-15                       -10                      345                      8.53877e-05              -0.00344682              -0.000803247            
-10                       -10                      345                      0.00011032               -0.00352143              -0.000798375            
-5                        -10                      345                      7.55291e-05              -0.00351054              -0.000811269            
0                         -10                      345                      4.94753e-05              -0.00351999              -0.000786663            
5                         -10                      345                      2.34738e-05              -0.0034443               -0.000747749            
10                        -10                      345                      8.76005e-08              -0.00352071              -0.000739662            
15                        -10                      345                      4.81631e-07              -0.00342975              -0.00070357             
-15                       -5                       345                      9.06366e-05              -0.00347184              -0.000475499            
-10                       -5                       345                      5.28683e-05              -0.00357107              -0.000481858            
-5                        -5                       345                      2.77407e-05              -0.00357837              -0.000473116            
0                         -5                       345                      4.6734e-06               -0.00358126              -0.000496596            
5                         -5                       345                      2.24202e-05              -0.00355058              -0.000464105            
10                        -5                       345                      1.35652e-05              -0.00353146              -0.000327376            
15                        -5                       345                      -5.63256e-06             -0.00354565              -0.000365363            
-15                       0                        345                      2.29252e-05              -0.00356589              -0.000187652            
-10                       0                        345                      4.82894e-05              -0.0035831               -0.000142336            
-5                        0                        345                      9.42063e-05              -0.00357921              -0.000160249            
0                         0                        345                      7.34204e-05              -0.00357173              -0.000137837            
5                         0                        345                      5.99527e-05              -0.00354105              -7.3468e-05             
10                        0                        345                      5.41005e-05              -0.00353608              -9.11072e-05            
15                        0                        345                      -1.03155e-05             -0.00355234              -5.47926e-05            
-15                       5                        345                      1.63327e-05              -0.00351492              0.000192622             
-10                       5                        345                      6.73097e-06              -0.00354327              0.000198871             
-5                        5                        345                      -3.48317e-06             -0.00359889              0.000231482             
0                         5                        345                      3.20084e-05              -0.0035472               0.000263139             
5                         5                        345                      7.55538e-05              -0.00361395              0.000223333             
10                        5                        345                      3.70443e-06              -0.00346996              0.000279853             
15                        5                        345                      1.92053e-05              -0.00351266              0.000264407             
-15                       10                       345                      5.15121e-05              -0.00349799              0.000523129             
-10                       10                       345                      5.00158e-05              -0.00353057              0.000512809             
-5                        10                       345                      0.000111502              -0.00351879              0.000515352             
0                         10                       345                      7.91978e-05              -0.00358007              0.00062298              
5                         10                       345                      5.34386e-05              -0.00349385              0.000634961             
10                        10                       345                      5.58812e-05              -0.00345533              0.000637336             
15                        10                       345                      8.09855e-05              -0.00347817              0.000671393             
-15                       15                       345                      0                        0                        0                       
-10                       15                       345                      2.88172e-05              -0.00346827              0.000889945             
-5                        15                       345                      2.04348e-05              -0.00349662              0.000860768             
0                         15                       345                      1.42821e-05              -0.0034975               0.000876843             
5                         15                       345                      5.84988e-05              -0.00345241              0.00085025              
10                        15                       345                      6.37995e-05              -0.00345675              0.000871787             
15                        15                       345                      0                        0                        0                       
-15                       -15                      350                      0                        0                        0                       
-10                       -15                      350                      9.87953e-05              -0.00313807              -0.000945284            
-5                        -15                      350                      7.29759e-05              -0.00315943              -0.000916704            
0                         -15                      350                      4.77302e-05              -0.00313759              -0.000955887            
5                         -15                      350                      1.13288e-05              -0.00314177              -0.000926117            
10                        -15                      350                      -5.30639e-05             -0.00309777              -0.000937336            
15                        -15                      350                      0                        0                        0                       
-15                       -10                      350                      0.000100242              -0.00320706              -0.000748436            
-10                       -10                      350                      8.18921e-05              -0.00319548              -0.000722491            
-5                        -10                      350                      7.2877e-05               -0.00322826              -0.00070638             
0                         -10                      350                      3.76854e-05              -0.0032458               -0.0006858              
5                         -10                      350                      5.05447e-06              -0.00321362              -0.000686099            
10                        -10                      350                      -1.20519e-05             -0.00321282              -0.000648877            
15                        -10                      350                      4.7448e-05               -0.00317662              -0.000625051            
-15                       -5                       350                      8.41715e-05              -0.0032603               -0.000434702            
-10                       -5                       350                      6.49043e-05              -0.00325126              -0.00040003             
-5                        -5                       350                      4.17258e-05              -0.00325721              -0.000424254            
0                         -5                       350                      1.75695e-05              -0.00328383              -0.000419364            
5                         -5                       350                      -4.97969e-05             -0.00326244              -0.000395132            
10                        -5                       350                      -1.53638e-06             -0.00325108              -0.000344669            
15                        -5                       350                      4.9508e-06               -0.00318242              -0.000375309            
-15                       0                        350                      5.81161e-05              -0.00326014              -0.000138621            
-10                       0                        350                      3.75025e-05              -0.00334229              -0.000127529            
-5                        0                        350                      -1.08772e-05             -0.00326141              -0.00014306             
0                         0                        350                      3.91103e-05              -0.00322691              -7.22222e-05            
5                         0                        350                      3.22376e-05              -0.00324682              -1.9942e-05             
10                        0                        350                      2.23481e-05              -0.00326904              -3.39175e-05            
15                        0                        350                      1.85239e-05              -0.00324937              -4.27417e-05            
-15                       5                        350                      1.84471e-05              -0.00323641              0.000152772             
-10                       5                        350                      2.73244e-05              -0.0032608               0.000185187             
-5                        5                        350                      3.19998e-06              -0.00325336              0.00021961              
0                         5                        350                      2.5666e-05               -0.00320306              0.000179775             
5                         5                        350                      -1.59574e-05             -0.00328969              0.000247418             
10                        5                        350                      2.12275e-05              -0.00325457              0.000234223             
15                        5                        350                      4.22158e-05              -0.00324684              0.000254983             
-15                       10                       350                      3.62475e-05              -0.00321272              0.000502823             
-10                       10                       350                      1.16621e-05              -0.00319946              0.00046016              
-5                        10                       350                      5.64606e-05              -0.00323343              0.000540111             
0                         10                       350                      6.64498e-05              -0.00321239              0.000465606             
5                         10                       350                      3.77508e-05              -0.00322181              0.000517895             
10                        10                       350                      0.000107844              -0.00319636              0.000535262             
15                        10                       350                      8.68103e-05              -0.00311698              0.000562035             
-15                       15                       350                      0                        0                        0                       
-10                       15                       350                      -1.00127e-05             -0.0031436               0.000793033             
-5                        15                       350                      3.61408e-05              -0.00317052              0.000801868             
0                         15                       350                      5.92293e-05              -0.00316286              0.000753652             
5                         15                       350                      6.87969e-05              -0.00320718              0.000798622             
10                        15                       350                      0.000110918              -0.00315947              0.000789814             
15                        15                       350                      0                        0                        0                       
-15                       -15                      355                      0                        0                        0                       
-10                       -15                      355                      8.47707e-05              -0.00287753              -0.000816031            
-5                        -15                      355                      9.18194e-05              -0.00286918              -0.000831042            
0                         -15                      355                      -5.00278e-06             -0.0028933               -0.000817296            
5                         -15                      355                      6.01323e-05              -0.00285746              -0.000846444            
10                        -15                      355                      -5.20644e-05             -0.00286127              -0.000771534            
15                        -15                      355                      0                        0                        0                       
-15                       -10                      355                      0.000106166              -0.0028907               -0.000676352            
-10                       -10                      355                      9.858e-05                -0.00292756              -0.00062981             
-5                        -10                      355                      0.000126375              -0.00295177              -0.000624535            
0                         -10                      355                      5.95504e-05              -0.0029573               -0.00058345             
5                         -10                      355                      1.28393e-05              -0.00293815              -0.000548232            
10                        -10                      355                      3.45415e-05              -0.00293427              -0.000596264            
15                        -10                      355                      2.5999e-05               -0.00291075              -0.000486997            
-15                       -5                       355                      5.02043e-05              -0.00303459              -0.000367339            
-10                       -5                       355                      6.22048e-05              -0.00299207              -0.000334586            
-5                        -5                       355                      9.05176e-05              -0.00298973              -0.000352463            
0                         -5                       355                      3.9859e-05               -0.00299344              -0.000308847            
5                         -5                       355                      2.72333e-05              -0.00300209              -0.000333598            
10                        -5                       355                      5.97347e-05              -0.00298862              -0.000348897            
15                        -5                       355                      6.24331e-05              -0.00296481              -0.000318884            
-15                       0                        355                      5.12924e-05              -0.00302304              -0.000150571            
-10                       0                        355                      6.55687e-05              -0.00299335              -0.000134298            
-5                        0                        355                      4.76673e-05              -0.0029912               -8.50092e-05            
0                         0                        355                      7.43518e-06              -0.00298978              -6.94203e-05            
5                         0                        355                      6.43458e-05              -0.00300042              -2.18595e-05            
10                        0                        355                      6.38478e-05              -0.0030128               -3.12286e-05            
15                        0                        355                      6.21919e-05              -0.00297819              -4.44378e-05            
-15                       5                        355                      6.05147e-05              -0.00295306              0.000128196             
-10                       5                        355                      2.92765e-05              -0.00305457              0.000156422             
-5                        5                        355                      -4.04413e-06             -0.00296397              0.000207481             
0                         5                        355                      2.97852e-05              -0.0029594               0.000175766             
5                         5                        355                      6.09143e-05              -0.0029788               0.000180523             
10                        5                        355                      9.23834e-05              -0.00297725              0.000201278             
15                        5                        355                      7.55538e-05              -0.00296522              0.000213685             
-15                       10                       355                      3.49018e-05              -0.00295011              0.000387989             
-10                       10                       355                      2.79681e-05              -0.00296738              0.000377968             
-5                        10                       355                      6.75767e-05              -0.00297439              0.000446579             
0                         10                       355                      8.72179e-05              -0.00296444              0.000464024             
5                         10                       355                      8.23186e-05              -0.00295509              0.000460899             
10                        10                       355                      5.45409e-05              -0.00296323              0.000423607             
15                        10                       355                      0.000106218              -0.00298005              0.000489313             
-15                       15                       355                      0                        0                        0                       
-10                       15                       355                      2.62104e-05              -0.00284962              0.00068198              
-5                        15                       355                      1.71421e-05              -0.00288178              0.000666021             
0                         15                       355                      3.07925e-05              -0.00293206              0.000647484             
5                         15                       355                      9.75899e-05              -0.00289983              0.000650155             
10                        15                       355                      9.33412e-05              -0.00288255              0.000723233             
15                        15                       355                      0                        0                        0                       
-15                       -15                      360                      0                        0                        0                       
-10                       -15                      360                      7.04906e-05              -0.00262931              -0.000780677            
-5                        -15                      360                      4.73053e-05              -0.00265473              -0.000808763            
0                         -15                      360                      9.59044e-06              -0.00268681              -0.000798121            
5                         -15                      360                      5.22413e-05              -0.00258792              -0.000779742            
10                        -15                      360                      -2.45505e-05             -0.00263322              -0.000798686            
15                        -15                      360                      0                        0                        0                       
-15                       -10                      360                      7.65798e-05              -0.00262227              -0.000592259            
-10                       -10                      360                      7.99355e-05              -0.00267848              -0.000556181            
-5                        -10                      360                      7.3787e-05               -0.00265745              -0.000589589            
0                         -10                      360                      3.37298e-05              -0.0027232               -0.000548986            
5                         -10                      360                      5.43931e-05              -0.00267982              -0.000555779            
10                        -10                      360                      -4.37751e-05             -0.00266857              -0.000500038            
15                        -10                      360                      -3.342e-06               -0.00268949              -0.000542612            
-15                       -5                       360                      9.08337e-05              -0.00264439              -0.000319965            
-10                       -5                       360                      5.11405e-05              -0.00268546              -0.000309339            
-5                        -5                       360                      6.43263e-05              -0.00271095              -0.000307561            
0                         -5                       360                      7.36468e-05              -0.00273448              -0.000326853            
5                         -5                       360                      3.91171e-05              -0.00267308              -0.000289693            
10                        -5                       360                      -2.34168e-05             -0.00267083              -0.000300206            
15                        -5                       360                      5.51536e-05              -0.00270627              -0.000295611            
-15                       0                        360                      0.000106243              -0.00272351              -0.000120576            
-10                       0                        360                      6.21621e-05              -0.002756                -8.01264e-05            
-5                        0                        360                      4.94698e-05              -0.00274939              -0.000101147            
0                         0                        360                      9.41994e-05              -0.00271634              -0.000107523            
5                         0                        360                      5.27154e-05              -0.00266712              -7.32915e-05            
10                        0                        360                      0.000136907              -0.00271979              -8.42747e-05            
15                        0                        360                      -2.41087e-06             -0.00268106              -3.09063e-05            
