% Model:              Derived from data taken by AP-STD
% Version:            Stitched-together map of CMSM magnet for use in Prachi's thesis
% Date:               10 May 2024, 15:46 Chicago time
% Dimension:          3
% Nodes:              4460
% Expressions:        3
% Description:        Magnetic flux density, x component, Magnetic flux density, y component, Magnetic flux density, z component
% Length unit:        mm
% X                       Y                        Z                        mfnc.Bx (kG)             mfnc.By (kG)             mfnc.Bz (kG)
-5                        -10                      110                      -0.114874                11.7371                  0.906454                
0                         -10                      110                      -0.0922864               11.7444                  0.881614                
5                         -10                      110                      -0.0656471               11.7399                  0.854419                
10                        -10                      110                      -0.0244156               11.7212                  0.82935                 
15                        -10                      110                      0.0356502                11.6725                  0.793011                
-15                       -5                       110                      -0.136191                11.6452                  0.413072                
-10                       -5                       110                      -0.115676                11.6817                  0.393619                
-5                        -5                       110                      -0.102529                11.6997                  0.371043                
0                         -5                       110                      -0.0921629               11.7066                  0.345621                
5                         -5                       110                      -0.0790606               11.6987                  0.320297                
10                        -5                       110                      -0.0600367               11.6704                  0.295302                
15                        -5                       110                      -0.0341583               11.6147                  0.264153                
-15                       0                        110                      -0.0812586               11.6275                  -0.0914448              
-10                       0                        110                      -0.0858229               11.6725                  -0.117335               
-5                        0                        110                      -0.0906846               11.6927                  -0.14162                
0                         0                        110                      -0.096002                11.6961                  -0.16616                
5                         0                        110                      -0.0987296               11.6858                  -0.189285               
10                        0                        110                      -0.101789                11.6556                  -0.207728               
15                        0                        110                      -0.107396                11.6012                  -0.225489               
-15                       5                        110                      -0.0228726               11.6595                  -0.594725               
-10                       5                        110                      -0.0558131               11.702                   -0.628563               
-5                        5                        110                      -0.0808045               11.7245                  -0.657825               
0                         5                        110                      -0.101312                11.7247                  -0.681917               
5                         5                        110                      -0.12027                 11.7146                  -0.703958               
10                        5                        110                      -0.144266                11.6881                  -0.719906               
15                        5                        110                      -0.177517                11.6381                  -0.729287               
-15                       10                       110                      0.0343203                11.7274                  -1.15058                
-10                       10                       110                      -0.031524                11.767                   -1.1854                 
-5                        10                       110                      -0.0770713               11.778                   -1.20611                
0                         10                       110                      -0.109484                11.7759                  -1.22841                
5                         10                       110                      -0.140169                11.7661                  -1.25388                
10                        10                       110                      -0.180252                11.7423                  -1.28019                
15                        10                       110                      -0.241434                11.701                   -1.30145                
-15                       15                       110                      0                        0                        0                       
-10                       15                       110                      -0.0171727               11.8315                  -1.82415                
-5                        15                       110                      -0.078967                11.8348                  -1.83072                
0                         15                       110                      -0.120418                11.8273                  -1.84708                
5                         15                       110                      -0.160631                11.8125                  -1.88286                
10                        15                       110                      -0.215197                11.7849                  -1.93511                
15                        15                       110                      0                        0                        0                       
-15                       -15                      115                      0                        0                        0                       
-10                       -15                      115                      -0.168543                11.1408                  1.4755                  
-5                        -15                      115                      -0.126586                11.1768                  1.45776                 
0                         -15                      115                      -0.089166                11.1927                  1.43417                 
5                         -15                      115                      -0.0467411               11.1907                  1.40689                 
10                        -15                      115                      0.00782433               11.1649                  1.36856                 
15                        -15                      115                      0                        0                        0                       
-15                       -10                      115                      -0.1673                  11.1251                  0.935543                
-10                       -10                      115                      -0.133917                11.1648                  0.928027                
-5                        -10                      115                      -0.109446                11.1885                  0.91236                 
0                         -10                      115                      -0.087655                11.1977                  0.886288                
5                         -10                      115                      -0.0614579               11.1936                  0.858527                
10                        -10                      115                      -0.0286987               11.1716                  0.823365                
15                        -10                      115                      0.0126764                11.13                    0.77235                 
-15                       -5                       115                      -0.121883                11.1291                  0.413309                
-10                       -5                       115                      -0.10732                 11.1619                  0.400049                
-5                        -5                       115                      -0.0971979               11.1825                  0.380203                
0                         -5                       115                      -0.0874302               11.1885                  0.357219                
5                         -5                       115                      -0.0760914               11.1796                  0.33066                 
10                        -5                       115                      -0.0604114               11.1599                  0.302797                
15                        -5                       115                      -0.0409267               11.1169                  0.268697                
-15                       0                        115                      -0.0802351               11.1286                  -0.0900428              
-10                       0                        115                      -0.0827421               11.1639                  -0.115109               
-5                        0                        115                      -0.0868077               11.1814                  -0.13948                
0                         0                        115                      -0.0904038               11.1856                  -0.165082               
5                         0                        115                      -0.0920451               11.1746                  -0.186679               
10                        0                        115                      -0.0927156               11.1508                  -0.206224               
15                        0                        115                      -0.0937193               11.1116                  -0.222535               
-15                       5                        115                      -0.0352581               11.1444                  -0.594133               
-10                       5                        115                      -0.0581321               11.1785                  -0.633468               
-5                        5                        115                      -0.0784423               11.1936                  -0.663335               
0                         5                        115                      -0.0947603               11.1963                  -0.687056               
5                         5                        115                      -0.109591                11.189                   -0.707474               
10                        5                        115                      -0.125813                11.1614                  -0.720812               
15                        5                        115                      -0.14667                 11.1219                  -0.72033                
-15                       10                       115                      0.0143468                11.1638                  -1.11851                
-10                       10                       115                      -0.0348828               11.2029                  -1.16481                
-5                        10                       115                      -0.0719264               11.216                   -1.19881                
0                         10                       115                      -0.101544                11.2156                  -1.22605                
5                         10                       115                      -0.129269                11.2035                  -1.2448                 
10                        10                       115                      -0.16171                 11.1733                  -1.25361                
15                        10                       115                      -0.203584                11.1229                  -1.24451                
-15                       15                       115                      0                        0                        0                       
-10                       15                       115                      -0.00571988              11.1959                  -1.72838                
-5                        15                       115                      -0.0634311               11.2124                  -1.76492                
0                         15                       115                      -0.109708                11.2106                  -1.78852                
5                         15                       115                      -0.153852                11.1884                  -1.80606                
10                        15                       115                      -0.207281                11.1434                  -1.81224                
15                        15                       115                      0                        0                        0                       
-15                       -15                      120                      0                        0                        0                       
-10                       -15                      120                      -0.136842                10.6372                  1.39329                 
-5                        -15                      120                      -0.111741                10.6614                  1.39836                 
0                         -15                      120                      -0.0851875               10.6747                  1.38155                 
5                         -15                      120                      -0.0562125               10.6728                  1.34576                 
10                        -15                      120                      -0.024959                10.6573                  1.29212                 
15                        -15                      120                      0                        0                        0                       
-15                       -10                      120                      -0.126932                10.6237                  0.89462                 
-10                       -10                      120                      -0.112853                10.6489                  0.905281                
-5                        -10                      120                      -0.0981392               10.6665                  0.897292                
0                         -10                      120                      -0.0834992               10.6719                  0.878096                
5                         -10                      120                      -0.0658908               10.6739                  0.847191                
10                        -10                      120                      -0.0460673               10.6588                  0.804231                
15                        -10                      120                      -0.02456                 10.6383                  0.747184                
-15                       -5                       120                      -0.100732                10.6303                  0.404303                
-10                       -5                       120                      -0.0946086               10.65                    0.398761                
-5                        -5                       120                      -0.0887377               10.6612                  0.380809                
0                         -5                       120                      -0.0823179               10.6651                  0.360351                
5                         -5                       120                      -0.0745917               10.6631                  0.333512                
10                        -5                       120                      -0.0641806               10.6515                  0.303558                
15                        -5                       120                      -0.0518195               10.6306                  0.2671                  
-15                       0                        120                      -0.0763985               10.6311                  -0.0917223              
-10                       0                        120                      -0.0793403               10.6502                  -0.114176               
-5                        0                        120                      -0.0823309               10.6616                  -0.138087               
0                         0                        120                      -0.0835891               10.6633                  -0.160694               
5                         0                        120                      -0.0841692               10.6583                  -0.184284               
10                        0                        120                      -0.0825536               10.6449                  -0.204054               
15                        0                        120                      -0.0787306               10.6244                  -0.219424               
-15                       5                        120                      -0.0527212               10.6447                  -0.585312               
-10                       5                        120                      -0.0655531               10.6626                  -0.626977               
-5                        5                        120                      -0.0773827               10.673                   -0.658038               
0                         5                        120                      -0.0878402               10.6736                  -0.682808               
5                         5                        120                      -0.0958763               10.6671                  -0.70283                
10                        5                        120                      -0.102806                10.6524                  -0.712313               
15                        5                        120                      -0.108414                10.6272                  -0.7073                 
-15                       10                       120                      -0.0262344               10.6569                  -1.08088                
-10                       10                       120                      -0.0512226               10.6796                  -1.13989                
-5                        10                       120                      -0.073476                10.6882                  -1.17665                
0                         10                       120                      -0.0924765               10.6888                  -1.20586                
5                         10                       120                      -0.110101                10.6778                  -1.21966                
10                        10                       120                      -0.125997                10.6581                  -1.21728                
15                        10                       120                      -0.139759                10.6275                  -1.19207                
-15                       15                       120                      0                        0                        0                       
-10                       15                       120                      -0.0336105               10.6763                  -1.6351                 
-5                        15                       120                      -0.0687407               10.6865                  -1.6857                 
0                         15                       120                      -0.0992086               10.6862                  -1.71198                
5                         15                       120                      -0.128052                10.6689                  -1.72106                
10                        15                       120                      -0.156871                10.6408                  -1.70344                
15                        15                       120                      0                        0                        0                       
-15                       -15                      125                      0                        0                        0                       
-10                       -15                      125                      -0.095182                10.183                   1.38841                 
-5                        -15                      125                      -0.0923743               10.1945                  1.39429                 
0                         -15                      125                      -0.084236                10.2011                  1.37786                 
5                         -15                      125                      -0.0745922               10.203                   1.3418                  
10                        -15                      125                      -0.0672869               10.2033                  1.28576                 
15                        -15                      125                      0                        0                        0                       
-15                       -10                      125                      -0.0794748               10.1518                  0.897804                
-10                       -10                      125                      -0.0839346               10.1572                  0.910073                
-5                        -10                      125                      -0.0840446               10.1645                  0.904692                
0                         -10                      125                      -0.0802436               10.1699                  0.885399                
5                         -10                      125                      -0.0738869               10.1704                  0.853945                
10                        -10                      125                      -0.06755                 10.1723                  0.811941                
15                        -10                      125                      -0.0631296               10.1712                  0.755012                
-15                       -5                       125                      -0.0754736               10.1416                  0.410045                
-10                       -5                       125                      -0.0786973               10.1433                  0.405414                
-5                        -5                       125                      -0.0794154               10.1444                  0.390989                
0                         -5                       125                      -0.0778615               10.1465                  0.368566                
5                         -5                       125                      -0.0744518               10.1486                  0.342211                
10                        -5                       125                      -0.0691894               10.1468                  0.310427                
15                        -5                       125                      -0.0626218               10.1462                  0.274098                
-15                       0                        125                      -0.0723172               10.1384                  -0.0895051              
-10                       0                        125                      -0.0759757               10.1391                  -0.111003               
-5                        0                        125                      -0.0779442               10.1417                  -0.13753                
0                         0                        125                      -0.0785356               10.1431                  -0.158757               
5                         0                        125                      -0.0767183               10.142                   -0.182887               
10                        0                        125                      -0.072148                10.1402                  -0.203279               
15                        0                        125                      -0.0653913               10.1396                  -0.22                   
-15                       5                        125                      -0.0715847               10.1521                  -0.591907               
-10                       5                        125                      -0.0744864               10.1544                  -0.631068               
-5                        5                        125                      -0.0779576               10.1558                  -0.662646               
0                         5                        125                      -0.0799396               10.1574                  -0.689441               
5                         5                        125                      -0.0805399               10.1526                  -0.708213               
10                        5                        125                      -0.0773491               10.1477                  -0.715122               
15                        5                        125                      -0.0697641               10.1457                  -0.714387               
-15                       10                       125                      -0.0708104               10.1798                  -1.08296                
-10                       10                       125                      -0.0739328               10.1802                  -1.14108                
-5                        10                       125                      -0.0803352               10.1816                  -1.17898                
0                         10                       125                      -0.0848385               10.1801                  -1.2073                 
5                         10                       125                      -0.0872968               10.1778                  -1.22102                
10                        10                       125                      -0.0856062               10.1721                  -1.21745                
15                        10                       125                      -0.0753441               10.1641                  -1.19427                
-15                       15                       125                      0                        0                        0                       
-10                       15                       125                      -0.0734878               10.2148                  -1.61733                
-5                        15                       125                      -0.0819942               10.2136                  -1.67                   
0                         15                       125                      -0.0905737               10.2139                  -1.69715                
5                         15                       125                      -0.0975467               10.2065                  -1.70458                
10                        15                       125                      -0.09834                 10.1988                  -1.68587                
15                        15                       125                      0                        0                        0                       
-15                       -15                      130                      0                        0                        0                       
-10                       -15                      130                      -0.0552552               9.72478                  1.46087                 
-5                        -15                      130                      -0.0727676               9.72201                  1.46258                 
0                         -15                      130                      -0.0830946               9.72532                  1.44462                 
5                         -15                      130                      -0.0921095               9.73151                  1.40793                 
10                        -15                      130                      -0.104036                9.73984                  1.35659                 
15                        -15                      130                      0                        0                        0                       
-15                       -10                      130                      -0.0375996               9.67058                  0.954674                
-10                       -10                      130                      -0.0566831               9.65893                  0.9604                  
-5                        -10                      130                      -0.0691831               9.65482                  0.952412                
0                         -10                      130                      -0.0764983               9.65568                  0.932535                
5                         -10                      130                      -0.0819154               9.65987                  0.900313                
10                        -10                      130                      -0.0869829               9.66702                  0.858043                
15                        -10                      130                      -0.0955094               9.6874                   0.805654                
-15                       -5                       130                      -0.0508735               9.63647                  0.440938                
-10                       -5                       130                      -0.0621201               9.62278                  0.432253                
-5                        -5                       130                      -0.06914                 9.61722                  0.416173                
0                         -5                       130                      -0.0731948               9.61754                  0.393084                
5                         -5                       130                      -0.074127                9.62097                  0.36546                 
10                        -5                       130                      -0.0734131               9.63157                  0.3331                  
15                        -5                       130                      -0.0715988               9.64847                  0.296317                
-15                       0                        130                      -0.0677367               9.62853                  -0.0867903              
-10                       0                        130                      -0.0709551               9.6138                   -0.108378               
-5                        0                        130                      -0.0722009               9.60505                  -0.132699               
0                         0                        130                      -0.071953                9.60651                  -0.157964               
5                         0                        130                      -0.0692497               9.60805                  -0.182781               
10                        0                        130                      -0.0626448               9.61923                  -0.204913               
15                        0                        130                      -0.0520114               9.63533                  -0.225171               
-15                       5                        130                      -0.0860053               9.64479                  -0.61525                
-10                       5                        130                      -0.0820308               9.63132                  -0.64952                
-5                        5                        130                      -0.0778989               9.62535                  -0.68239                
0                         5                        130                      -0.0730842               9.62489                  -0.710401               
5                         5                        130                      -0.0662772               9.62788                  -0.730832               
10                        5                        130                      -0.0537306               9.63382                  -0.743952               
15                        5                        130                      -0.0354766               9.64994                  -0.747116               
-15                       10                       130                      -0.108576                9.6938                   -1.13143                
-10                       10                       130                      -0.0949658               9.67663                  -1.1796                 
-5                        10                       130                      -0.085524                9.67286                  -1.22206                
0                         10                       130                      -0.076919                9.66838                  -1.24908                
5                         10                       130                      -0.0653448               9.67091                  -1.26683                
10                        10                       130                      -0.0479337               9.67794                  -1.26715                
15                        10                       130                      -0.0193629               9.69461                  -1.25466                
-15                       15                       130                      0                        0                        0                       
-10                       15                       130                      -0.11045                 9.75283                  -1.68332                
-5                        15                       130                      -0.0947842               9.74548                  -1.73173                
0                         15                       130                      -0.0822723               9.74341                  -1.75862                
5                         15                       130                      -0.0675842               9.74933                  -1.7709                 
10                        15                       130                      -0.0448465               9.75466                  -1.75943                
15                        15                       130                      0                        0                        0                       
-15                       -15                      135                      0                        0                        0                       
-10                       -15                      135                      -0.0221573               9.22004                  1.60556                 
-5                        -15                      135                      -0.0555545               9.20866                  1.59779                 
0                         -15                      135                      -0.0811764               9.20725                  1.57593                 
5                         -15                      135                      -0.104747                9.21517                  1.54138                 
10                        -15                      135                      -0.133031                9.23381                  1.49542                 
15                        -15                      135                      0                        0                        0                       
-15                       -10                      135                      -0.00100876              9.14616                  1.05545                 
-10                       -10                      135                      -0.0337308               9.12035                  1.05188                 
-5                        -10                      135                      -0.0563713               9.10825                  1.03744                 
0                         -10                      135                      -0.0723278               9.10474                  1.01305                 
5                         -10                      135                      -0.0862575               9.11189                  0.981786                
10                        -10                      135                      -0.100766                9.12998                  0.942948                
15                        -10                      135                      -0.119607                9.16167                  0.896669                
-15                       -5                       135                      -0.0302236               9.09078                  0.491189                
-10                       -5                       135                      -0.0480414               9.06636                  0.479865                
-5                        -5                       135                      -0.0595429               9.05394                  0.457278                
0                         -5                       135                      -0.0676439               9.05325                  0.430057                
5                         -5                       135                      -0.0721807               9.05822                  0.403577                
10                        -5                       135                      -0.0760487               9.07514                  0.37187                 
15                        -5                       135                      -0.0775141               9.10476                  0.335081                
-15                       0                        135                      -0.0620609               9.07789                  -0.0786851              
-10                       0                        135                      -0.0657759               9.05107                  -0.106202               
-5                        0                        135                      -0.0668604               9.03852                  -0.132398               
0                         0                        135                      -0.0657833               9.03755                  -0.156873               
5                         0                        135                      -0.0615009               9.0426                   -0.185672               
10                        0                        135                      -0.053635                9.05631                  -0.211718               
15                        0                        135                      -0.0415423               9.08726                  -0.235983               
-15                       5                        135                      -0.0967832               9.09902                  -0.655811               
-10                       5                        135                      -0.0859617               9.07316                  -0.689879               
-5                        5                        135                      -0.0761968               9.06069                  -0.721535               
0                         5                        135                      -0.0663926               9.05816                  -0.748278               
5                         5                        135                      -0.0534564               9.06495                  -0.772361               
10                        5                        135                      -0.0350266               9.08089                  -0.794091               
15                        5                        135                      -0.00823226              9.11125                  -0.805051               
-15                       10                       135                      -0.136552                9.16402                  -1.22194                
-10                       10                       135                      -0.109803                9.13778                  -1.26385                
-5                        10                       135                      -0.0889139               9.12258                  -1.3031                 
0                         10                       135                      -0.0695399               9.12009                  -1.3332                 
5                         10                       135                      -0.0476515               9.12782                  -1.35122                
10                        10                       135                      -0.0178374               9.14518                  -1.36403                
15                        10                       135                      0.0248276                9.17625                  -1.36618                
-15                       15                       135                      0                        0                        0                       
-10                       15                       135                      -0.137912                9.24592                  -1.82191                
-5                        15                       135                      -0.104124                9.23372                  -1.8643                 
0                         15                       135                      -0.0746813               9.23                     -1.89176                
5                         15                       135                      -0.0434026               9.23929                  -1.91078                
10                        15                       135                      -0.00216977              9.25875                  -1.91128                
15                        15                       135                      0                        0                        0                       
-15                       -15                      140                      0                        0                        0                       
-10                       -15                      140                      -0.000337966             8.64366                  1.80455                 
-5                        -15                      140                      -0.0427351               8.62603                  1.78091                 
0                         -15                      140                      -0.0770695               8.62152                  1.75468                 
5                         -15                      140                      -0.108897                8.63283                  1.721                   
10                        -15                      140                      -0.14577                 8.65725                  1.68401                 
15                        -15                      140                      0                        0                        0                       
-15                       -10                      140                      0.022667                 8.56098                  1.19414                 
-10                       -10                      140                      -0.0185121               8.52388                  1.173                   
-5                        -10                      140                      -0.0465                  8.50824                  1.14811                 
0                         -10                      140                      -0.0669382               8.50369                  1.11864                 
5                         -10                      140                      -0.0857468               8.51354                  1.08891                 
10                        -10                      140                      -0.105891                8.53494                  1.05351                 
15                        -10                      140                      -0.130697                8.57666                  1.01509                 
