% Model:              Derived from data taken by AP-STD
% Version:            Stitched-together map of CMSM magnet for use in Prachi's thesis
% Date:               10 May 2024, 15:46 Chicago time
% Dimension:          3
% Nodes:              4460
% Expressions:        3
% Description:        Magnetic flux density, x component, Magnetic flux density, y component, Magnetic flux density, z component
% Length unit:        mm
% X                       Y                        Z                        mfnc.Bx (kG)             mfnc.By (kG)             mfnc.Bz (kG)
5                         10                       -50                      -0.0287008               1.01695                  0.387324                
10                        10                       -50                      -0.0493632               1.00023                  0.389297                
15                        10                       -50                      -0.0700444               0.974652                 0.386875                
-15                       15                       -50                      0                        0                        0                       
-10                       15                       -50                      0.0482583                0.945118                 0.521869                
-5                        15                       -50                      0.0214446                0.954394                 0.539537                
0                         15                       -50                      -0.00688604              0.954855                 0.550823                
5                         15                       -50                      -0.0358552               0.946831                 0.555956                
10                        15                       -50                      -0.0652438               0.930232                 0.554213                
15                        15                       -50                      0                        0                        0                       
-15                       -15                      -45                      0                        0                        0                       
-10                       -15                      -45                      -0.0701669               1.12136                  -0.661036               
-5                        -15                      -45                      -0.0353065               1.13921                  -0.662894               
0                         -15                      -45                      -0.00104154              1.14775                  -0.654968               
5                         -15                      -45                      0.0322081                1.14494                  -0.639141               
10                        -15                      -45                      0.0630694                1.13029                  -0.616514               
15                        -15                      -45                      0                        0                        0                       
-15                       -10                      -45                      -0.075639                1.17474                  -0.454913               
-10                       -10                      -45                      -0.052025                1.20442                  -0.458086               
-5                        -10                      -45                      -0.0281972               1.22316                  -0.455586               
0                         -10                      -45                      -0.00516926              1.23017                  -0.446397               
5                         -10                      -45                      0.0172255                1.22511                  -0.431605               
10                        -10                      -45                      0.0368951                1.20844                  -0.411938               
15                        -10                      -45                      0.054737                 1.18134                  -0.38783                
-15                       -5                       -45                      -0.0443727               1.22623                  -0.242187               
-10                       -5                       -45                      -0.0320233               1.25636                  -0.239409               
-5                        -5                       -45                      -0.0194548               1.27422                  -0.231891               
0                         -5                       -45                      -0.00809228              1.27987                  -0.221781               
5                         -5                       -45                      0.00192802               1.27415                  -0.20863                
10                        -5                       -45                      0.0109582                1.25544                  -0.193262               
15                        -5                       -45                      0.0176766                1.22526                  -0.175214               
-15                       0                        -45                      -0.011411                1.24432                  -0.0217748              
-10                       0                        -45                      -0.00939473              1.27273                  -0.012094               
-5                        0                        -45                      -0.00936616              1.29063                  -0.000516088            
0                         0                        -45                      -0.00972171              1.29513                  0.0100242               
5                         0                        -45                      -0.0120485               1.28733                  0.0226527               
10                        0                        -45                      -0.0148842               1.26767                  0.0335633               
15                        0                        -45                      -0.0189805               1.23619                  0.0440608               
-15                       5                        -45                      0.0232644                1.22796                  0.19817                 
-10                       5                        -45                      0.0137933                1.25482                  0.214954                
-5                        5                        -45                      0.00229681               1.27069                  0.229766                
0                         5                        -45                      -0.0105758               1.27465                  0.24341                 
5                         5                        -45                      -0.0247692               1.26593                  0.25352                 
10                        5                        -45                      -0.0394264               1.24476                  0.259406                
15                        5                        -45                      -0.0543927               1.21292                  0.262285                
-15                       10                       -45                      0.0579046                1.17745                  0.412341                
-10                       10                       -45                      0.0373746                1.20295                  0.434236                
-5                        10                       -45                      0.0147467                1.21689                  0.452828                
0                         10                       -45                      -0.00957219              1.21869                  0.466838                
5                         10                       -45                      -0.0358415               1.20918                  0.474813                
10                        10                       -45                      -0.0615166               1.18834                  0.476114                
15                        10                       -45                      -0.0870437               1.15625                  0.472205                
-15                       15                       -45                      0                        0                        0                       
-10                       15                       -45                      0.0611755                1.11891                  0.63755                 
-5                        15                       -45                      0.0276817                1.13                     0.659523                
0                         15                       -45                      -0.00797502              1.13054                  0.673538                
5                         15                       -45                      -0.0449438               1.12068                  0.679475                
10                        15                       -45                      -0.0809642               1.10022                  0.677336                
15                        15                       -45                      0                        0                        0                       
-15                       -15                      -40                      0                        0                        0                       
-10                       -15                      -40                      -0.0866748               1.33409                  -0.810974               
-5                        -15                      -40                      -0.0435392               1.35692                  -0.813748               
0                         -15                      -40                      0.000254438              1.36625                  -0.804298               
5                         -15                      -40                      0.041418                 1.36247                  -0.784327               
10                        -15                      -40                      0.0806887                1.34427                  -0.755392               
15                        -15                      -40                      0                        0                        0                       
-15                       -10                      -40                      -0.0940307               1.40084                  -0.558256               
-10                       -10                      -40                      -0.0644356               1.43768                  -0.562999               
-5                        -10                      -40                      -0.0343874               1.461                    -0.559421               
0                         -10                      -40                      -0.00508701              1.47018                  -0.54908                
5                         -10                      -40                      0.0226094                1.46437                  -0.530696               
10                        -10                      -40                      0.0478739                1.44309                  -0.505139               
15                        -10                      -40                      0.0700696                1.40916                  -0.475191               
-15                       -5                       -40                      -0.0548006               1.46506                  -0.296403               
-10                       -5                       -40                      -0.0389212               1.50324                  -0.293439               
-5                        -5                       -40                      -0.0233614               1.52574                  -0.285398               
0                         -5                       -40                      -0.00901577              1.53291                  -0.273001               
5                         -5                       -40                      0.00368941               1.52552                  -0.255948               
10                        -5                       -40                      0.0145384                1.50227                  -0.236995               
15                        -5                       -40                      0.0233238                1.46451                  -0.2153                 
-15                       0                        -40                      -0.0128067               1.48772                  -0.0265292              
-10                       0                        -40                      -0.0111858               1.5243                   -0.0155163              
-5                        0                        -40                      -0.010289                1.54628                  -0.000210698            
0                         0                        -40                      -0.0114601               1.55219                  0.0134977               
5                         0                        -40                      -0.0139219               1.54284                  0.0277947               
10                        0                        -40                      -0.0176094               1.51763                  0.0421322               
15                        0                        -40                      -0.0228898               1.47779                  0.0542917               
-15                       5                        -40                      0.0304994                1.46704                  0.243103                
-10                       5                        -40                      0.0187212                1.50162                  0.26478                 
-5                        5                        -40                      0.00401396               1.52104                  0.283796                
0                         5                        -40                      -0.012161                1.52582                  0.2996                  
5                         5                        -40                      -0.0297618               1.51476                  0.311701                
10                        5                        -40                      -0.0484352               1.48945                  0.318542                
15                        5                        -40                      -0.067583                1.44828                  0.322058                
-15                       10                       -40                      0.0743055                1.40397                  0.506046                
-10                       10                       -40                      0.0486039                1.43573                  0.534009                
-5                        10                       -40                      0.0201943                1.4536                   0.557415                
0                         10                       -40                      -0.0108885               1.45564                  0.574251                
5                         10                       -40                      -0.0440808               1.44362                  0.583624                
10                        10                       -40                      -0.0762527               1.41732                  0.584987                
15                        10                       -40                      -0.108852                1.37688                  0.579229                
-15                       15                       -40                      0                        0                        0                       
-10                       15                       -40                      0.0783532                1.32961                  0.782057                
-5                        15                       -40                      0.0358254                1.34421                  0.809684                
0                         15                       -40                      -0.0089795               1.3449                   0.827402                
5                         15                       -40                      -0.055351                1.33213                  0.833634                
10                        15                       -40                      -0.101179                1.30634                  0.830002                
15                        15                       -40                      0                        0                        0                       
-15                       -15                      -35                      0                        0                        0                       
-10                       -15                      -35                      -0.110059                1.59231                  -1.00006                
-5                        -15                      -35                      -0.0543255               1.62276                  -1.00471                
0                         -15                      -35                      0.000746601              1.63411                  -0.992642               
5                         -15                      -35                      0.0543441                1.62973                  -0.96648                
10                        -15                      -35                      0.102876                 1.60839                  -0.929564               
15                        -15                      -35                      0                        0                        0                       
-15                       -10                      -35                      -0.118635                1.67875                  -0.687944               
-10                       -10                      -35                      -0.0811588               1.72605                  -0.694886               
-5                        -10                      -35                      -0.0429811               1.75527                  -0.691291               
0                         -10                      -35                      -0.00557916              1.7668                   -0.677831               
5                         -10                      -35                      0.029615                 1.75923                  -0.653464               
10                        -10                      -35                      0.0621703                1.73231                  -0.622539               
15                        -10                      -35                      0.0901976                1.68954                  -0.585352               
-15                       -5                       -35                      -0.0686044               1.76039                  -0.366233               
-10                       -5                       -35                      -0.0479206               1.80827                  -0.361821               
-5                        -5                       -35                      -0.0281653               1.83741                  -0.351725               
0                         -5                       -35                      -0.0100794               1.84598                  -0.336078               
5                         -5                       -35                      0.00606573               1.83692                  -0.315056               
10                        -5                       -35                      0.0195351                1.8074                   -0.291403               
15                        -5                       -35                      0.0308302                1.75953                  -0.264082               
-15                       0                        -35                      -0.0152453               1.78917                  -0.0325625              
-10                       0                        -35                      -0.0126897               1.83572                  -0.0161841              
-5                        0                        -35                      -0.0120862               1.86328                  0.000649279             
0                         0                        -35                      -0.0134277               1.87101                  0.0184598               
5                         0                        -35                      -0.0169167               1.85932                  0.0355076               
10                        0                        -35                      -0.0220524               1.82683                  0.053979                
15                        0                        -35                      -0.0286512               1.77655                  0.0689213               
-15                       5                        -35                      0.0399685                1.76224                  0.300794                
-10                       5                        -35                      0.0248279                1.80693                  0.328417                
-5                        5                        -35                      0.00643122               1.83148                  0.35312                 
0                         5                        -35                      -0.0138789               1.83676                  0.372077                
5                         5                        -35                      -0.0368424               1.82302                  0.386686                
10                        5                        -35                      -0.0611482               1.7901                   0.395403                
15                        5                        -35                      -0.0849979               1.73934                  0.399064                
-15                       10                       -35                      0.0951876                1.68314                  0.621613                
-10                       10                       -35                      0.0630858                1.72349                  0.659851                
-5                        10                       -35                      0.0268275                1.74385                  0.690238                
0                         10                       -35                      -0.0131953               1.74775                  0.711864                
5                         10                       -35                      -0.0543681               1.73228                  0.724041                
10                        10                       -35                      -0.0962346               1.69897                  0.72381                 
15                        10                       -35                      -0.137406                1.64832                  0.714167                
-15                       15                       -35                      0                        0                        0                       
-10                       15                       -35                      0.100751                 1.58878                  0.964708                
-5                        15                       -35                      0.0474768                1.60616                  1.0007                  
0                         15                       -35                      -0.0102595               1.60748                  1.02277                 
5                         15                       -35                      -0.0693849               1.59104                  1.03111                 
10                        15                       -35                      -0.12772                 1.55847                  1.02449                 
15                        15                       -35                      0                        0                        0                       
-15                       -15                      -30                      0                        0                        0                       
-10                       -15                      -30                      -0.138599                1.91189                  -1.24169                
-5                        -15                      -30                      -0.0676476               1.94725                  -1.24179                
0                         -15                      -30                      0.00325043               1.96129                  -1.22998                
5                         -15                      -30                      0.0702144                1.95556                  -1.1979                 
10                        -15                      -30                      0.132858                 1.92696                  -1.14923                
15                        -15                      -30                      0                        0                        0                       
-15                       -10                      -30                      -0.150155                2.0166                   -0.850531               
-10                       -10                      -30                      -0.102222                2.07676                  -0.861499               
-5                        -10                      -30                      -0.0533219               2.11531                  -0.857056               
0                         -10                      -30                      -0.00629                 2.1299                   -0.839365               
5                         -10                      -30                      0.0389461                2.11903                  -0.81254                
10                        -10                      -30                      0.0796265                2.08671                  -0.772119               
15                        -10                      -30                      0.11537                  2.03206                  -0.722849               
-15                       -5                       -30                      -0.0864703               2.1202                   -0.456191               
-10                       -5                       -30                      -0.0599494               2.18229                  -0.449001               
-5                        -5                       -30                      -0.0354921               2.21947                  -0.436321               
0                         -5                       -30                      -0.0114133               2.23097                  -0.416522               
5                         -5                       -30                      0.0093234                2.21912                  -0.390087               
10                        -5                       -30                      0.0263911                2.18083                  -0.360262               
15                        -5                       -30                      0.0395868                2.1193                   -0.326672               
-15                       0                        -30                      -0.0184527               2.15759                  -0.0423958              
-10                       0                        -30                      -0.0149022               2.21625                  -0.0216314              
-5                        0                        -30                      -0.0139578               2.25186                  0.000194788             
0                         0                        -30                      -0.0149242               2.26167                  0.0222514               
5                         0                        -30                      -0.0198266               2.24668                  0.0448096               
10                        0                        -30                      -0.0262522               2.2064                   0.0660872               
15                        0                        -30                      -0.0352203               2.14096                  0.0848083               
-15                       5                        -30                      0.0529497                2.1241                   0.371919                
-10                       5                        -30                      0.0342463                2.18016                  0.407681                
-5                        5                        -30                      0.0103181                2.21198                  0.437866                
0                         5                        -30                      -0.0168061               2.21951                  0.463855                
5                         5                        -30                      -0.0456324               2.20149                  0.482109                
10                        5                        -30                      -0.0762639               2.15986                  0.491658                
15                        5                        -30                      -0.107866                2.09418                  0.494311                
-15                       10                       -30                      0.123683                 2.02227                  0.77086                 
-10                       10                       -30                      0.0827326                2.07366                  0.819917                
-5                        10                       -30                      0.0358054                2.10051                  0.857052                
0                         10                       -30                      -0.014879                2.10532                  0.884252                
5                         10                       -30                      -0.0678061               2.08589                  0.898985                
10                        10                       -30                      -0.121307                2.04303                  0.899558                
15                        10                       -30                      -0.173844                1.97871                  0.886227                
-15                       15                       -30                      0                        0                        0                       
-10                       15                       -30                      0.130145                 1.90209                  1.19578                 
-5                        15                       -30                      0.0621488                1.92444                  1.24058                 
0                         15                       -30                      -0.0109141               1.92697                  1.26952                 
5                         15                       -30                      -0.0862972               1.90554                  1.28029                 
10                        15                       -30                      -0.161346                1.86383                  1.26865                 
15                        15                       -30                      0                        0                        0                       
-15                       -15                      -25                      0                        0                        0                       
-10                       -15                      -25                      -0.17587                 2.30182                  -1.54753                
-5                        -15                      -25                      -0.085137                2.35369                  -1.55731                
0                         -15                      -25                      0.00610333               2.3753                   -1.53809                
5                         -15                      -25                      0.0919586                2.35907                  -1.49515                
10                        -15                      -25                      0.173302                 2.32463                  -1.43306                
15                        -15                      -25                      0                        0                        0                       
-15                       -10                      -25                      -0.190919                2.43976                  -1.05878                
-10                       -10                      -25                      -0.12882                 2.51689                  -1.07682                
-5                        -10                      -25                      -0.0660089               2.56611                  -1.07175                
0                         -10                      -25                      -0.00530243              2.5842                   -1.05123                
5                         -10                      -25                      0.0524455                2.57011                  -1.01223                
10                        -10                      -25                      0.104613                 2.52728                  -0.963014               
15                        -10                      -25                      0.149481                 2.45558                  -0.898105               
-15                       -5                       -25                      -0.108502                2.5766                   -0.569469               
-10                       -5                       -25                      -0.0746935               2.65684                  -0.561425               
-5                        -5                       -25                      -0.0421919               2.70534                  -0.545427               
0                         -5                       -25                      -0.0129329               2.71205                  -0.520267               
5                         -5                       -25                      0.0129286                2.70041                  -0.486276               
10                        -5                       -25                      0.0352919                2.65375                  -0.450385               
15                        -5                       -25                      0.0524169                2.57275                  -0.404897               
-15                       0                        -25                      -0.0205935               2.61952                  -0.0501486              
-10                       0                        -25                      -0.0158416               2.69409                  -0.0224271              
-5                        0                        -25                      -0.01474                 2.74564                  0.00512573              
0                         0                        -25                      -0.0177444               2.75702                  0.0331194               
5                         0                        -25                      -0.0233828               2.73322                  0.0603633               
10                        0                        -25                      -0.032401                2.68152                  0.0855416               
15                        0                        -25                      -0.0441628               2.60193                  0.10973                 
-15                       5                        -25                      0.0707667                2.57457                  0.465331                
-10                       5                        -25                      0.0456361                2.64578                  0.50915                 
-5                        5                        -25                      0.0156189                2.68808                  0.549094                
0                         5                        -25                      -0.0187315               2.69766                  0.582266                
5                         5                        -25                      -0.0565966               2.67515                  0.606059                
10                        5                        -25                      -0.0966662               2.61928                  0.616867                
15                        5                        -25                      -0.136403                2.53601                  0.618464                
-15                       10                       -25                      0.161971                 2.44506                  0.958366                
-10                       10                       -25                      0.108408                 2.51085                  1.02267                 
-5                        10                       -25                      0.0480646                2.54712                  1.07359                 
0                         10                       -25                      -0.0168148               2.55227                  1.10714                 
5                         10                       -25                      -0.0859616               2.52525                  1.12683                 
10                        10                       -25                      -0.154482                2.47049                  1.12465                 
15                        10                       -25                      -0.222357                2.3879                   1.10534                 
-15                       15                       -25                      0                        0                        0                       
-10                       15                       -25                      0.169205                 2.29063                  1.49002                 
-5                        15                       -25                      0.0818661                2.31838                  1.55074                 
0                         15                       -25                      -0.0123344               2.32169                  1.58558                 
5                         15                       -25                      -0.109373                2.29514                  1.59841                 
10                        15                       -25                      -0.206313                2.23999                  1.58249                 
15                        15                       -25                      0                        0                        0                       
-15                       -15                      -20                      0                        0                        0                       
-10                       -15                      -20                      -0.223835                2.77761                  -1.93448                
-5                        -15                      -20                      -0.106096                2.8424                   -1.94788                
0                         -15                      -20                      0.00976747               2.86702                  -1.92461                
5                         -15                      -20                      0.121854                 2.85641                  -1.87236                
10                        -15                      -20                      0.224959                 2.80876                  -1.79012                
15                        -15                      -20                      0                        0                        0                       
-15                       -10                      -20                      -0.243161                2.9618                   -1.33046                
-10                       -10                      -20                      -0.163037                3.06379                  -1.34784                
-5                        -10                      -20                      -0.0825841               3.12703                  -1.34744                
0                         -10                      -20                      -0.00385013              3.14983                  -1.31855                
5                         -10                      -20                      0.0687612                3.13282                  -1.26964                
10                        -10                      -20                      0.136879                 3.07327                  -1.20366                
15                        -10                      -20                      0.195689                 2.98177                  -1.12402                
-15                       -5                       -20                      -0.136224                3.1361                   -0.709145               
-10                       -5                       -20                      -0.0932875               3.23681                  -0.701796               
-5                        -5                       -20                      -0.0517647               3.29685                  -0.68504                
0                         -5                       -20                      -0.014337                3.31665                  -0.652406               
5                         -5                       -20                      0.0187631                3.29472                  -0.609308               
10                        -5                       -20                      0.0475538                3.23184                  -0.562316               
15                        -5                       -20                      0.0699232                3.12896                  -0.505411               
-15                       0                        -20                      -0.0239276               3.19514                  -0.0584285              
-10                       0                        -20                      -0.0180985               3.2933                   -0.0316701              
-5                        0                        -20                      -0.0166327               3.35065                  0.00526253              
0                         0                        -20                      -0.0200266               3.36313                  0.0398183               
5                         0                        -20                      -0.0279569               3.33939                  0.0789122               
10                        0                        -20                      -0.039305                3.27234                  0.109224                
15                        0                        -20                      -0.055808                3.16685                  0.138411                
-15                       5                        -20                      0.0938515                3.13938                  0.587964                
-10                       5                        -20                      0.0616331                3.23134                  0.642618                
-5                        5                        -20                      0.0228278                3.28287                  0.692627                
0                         5                        -20                      -0.0218737               3.29152                  0.731651                
5                         5                        -20                      -0.0701992               3.26866                  0.759868                
10                        5                        -20                      -0.122957                3.1979                   0.77691                 
15                        5                        -20                      -0.175482                3.08852                  0.779231                
-15                       10                       -20                      0.212164                 2.97121                  1.20349                 
-10                       10                       -20                      0.14288                  3.05897                  1.28892                 
-5                        10                       -20                      0.0639544                3.10362                  1.35238                 
0                         10                       -20                      -0.0195611               3.1096                   1.39317                 
5                         10                       -20                      -0.107808                3.07875                  1.41695                 
10                        10                       -20                      -0.197444                3.00844                  1.41622                 
15                        10                       -20                      -0.286152                2.89977                  1.38981                 
-15                       15                       -20                      0                        0                        0                       
-10                       15                       -20                      0.222989                 2.77443                  1.86635                 
