% Model:              Derived from data taken by AP-STD
% Version:            Stitched-together map.  See EMPHATIC DocDB 1643
% Date:               14 May 2024, 10:50 Chicago time
% Dimension:          3
% Nodes:              7791
% Expressions:        3
% Description:        Magnetic flux density, x component, Magnetic flux density, y component, Magnetic flux density, z component
% Length unit:        mm
% X                       Y                        Z                        mfnc.Bx (kG)             mfnc.By (kG)             mfnc.Bz (kG)
10                        15                       -275                     0.000113977              0.00879789               0.00197119              
15                        15                       -275                     0                        0                        0                       
-15                       -15                      -270                     0                        0                        0                       
-10                       -15                      -270                     -0.000145679             0.00923096               -0.00173508             
-5                        -15                      -270                     0.000378387              0.00900734               -0.00173365             
0                         -15                      -270                     -0.000114253             0.00908687               -0.00199284             
5                         -15                      -270                     7.70119e-05              0.00999165               -0.00154291             
10                        -15                      -270                     -0.000269058             0.00969449               -0.00158517             
15                        -15                      -270                     0                        0                        0                       
-15                       -10                      -270                     0.000276791              0.00905546               -0.00113549             
-10                       -10                      -270                     7.32041e-07              0.00973201               -0.0010882              
-5                        -10                      -270                     0.00020888               0.00963242               -0.000967708            
0                         -10                      -270                     -7.76039e-05             0.00930791               -0.0012776              
5                         -10                      -270                     -0.000169548             0.00967305               -0.00115704             
10                        -10                      -270                     0.000339539              0.00953479               -0.0015714              
15                        -10                      -270                     0.000182293              0.00924275               -0.00122209             
-15                       -5                       -270                     4.09652e-05              0.00969346               -0.00043749             
-10                       -5                       -270                     0.000133163              0.00986199               -0.000920504            
-5                        -5                       -270                     0.000290586              0.00973916               -0.000584925            
0                         -5                       -270                     0.000403175              0.0100854                -0.000519988            
5                         -5                       -270                     0.000284161              0.0102756                -0.000196053            
10                        -5                       -270                     0.000185295              0.00961604               -0.000554628            
15                        -5                       -270                     6.44621e-05              0.00936186               -0.000267818            
-15                       0                        -270                     1.53836e-05              0.00931305               0.000312363             
-10                       0                        -270                     0.00032693               0.00964511               0.000288736             
-5                        0                        -270                     3.81835e-05              0.00968489               0.000165372             
0                         0                        -270                     -2.94643e-05             0.00972435               0.00011599              
5                         0                        -270                     0.000163958              0.00928402               5.5421e-05              
10                        0                        -270                     0.000620544              0.00920424               0.000231301             
15                        0                        -270                     -4.67102e-05             0.00945676               0.000389595             
-15                       5                        -270                     9.86027e-05              0.00948175               0.000829342             
-10                       5                        -270                     2.37412e-05              0.00977908               0.00083455              
-5                        5                        -270                     1.62607e-05              0.0092015                0.000982803             
0                         5                        -270                     -0.000114779             0.00931832               0.000894751             
5                         5                        -270                     0.000273095              0.00970862               0.00136542              
10                        5                        -270                     0.000457319              0.0093916                0.000793667             
15                        5                        -270                     6.25016e-05              0.0093142                0.00115245              
-15                       10                       -270                     -1.7718e-05              0.00932781               0.00128891              
-10                       10                       -270                     3.38579e-06              0.00948064               0.00133713              
-5                        10                       -270                     0.000268975              0.009375                 0.00140644              
0                         10                       -270                     -5.20596e-05             0.00956687               0.00107723              
5                         10                       -270                     0.000318846              0.009102                 0.00115282              
10                        10                       -270                     -6.33026e-05             0.00935378               0.00129274              
15                        10                       -270                     -0.000215927             0.00943151               0.00123072              
-15                       15                       -270                     0                        0                        0                       
-10                       15                       -270                     -0.000119849             0.00874935               0.00177199              
-5                        15                       -270                     0.000204711              0.00909039               0.00192622              
0                         15                       -270                     -0.00012784              0.00854106               0.00206722              
5                         15                       -270                     5.91008e-05              0.00900079               0.00187733              
10                        15                       -270                     -0.000373296             0.00906863               0.00182428              
15                        15                       -270                     0                        0                        0                       
-15                       -15                      -265                     0                        0                        0                       
-10                       -15                      -265                     -0.000163162             0.0102099                -0.00141239             
-5                        -15                      -265                     8.82268e-05              0.0104694                -0.00176376             
0                         -15                      -265                     -0.00039181              0.01042                  -0.00190503             
5                         -15                      -265                     8.51222e-05              0.0104307                -0.0016501              
10                        -15                      -265                     -8.25714e-05             0.0103511                -0.00129716             
15                        -15                      -265                     0                        0                        0                       
-15                       -10                      -265                     0.000103852              0.010189                 -0.00108862             
-10                       -10                      -265                     -7.89655e-06             0.0101915                -0.000938689            
-5                        -10                      -265                     -2.49304e-05             0.0103321                -0.000909664            
0                         -10                      -265                     0.000100123              0.0103101                -0.000962933            
5                         -10                      -265                     5.48144e-05              0.0103918                -0.00110895             
10                        -10                      -265                     -2.17643e-05             0.0103671                -0.000933453            
15                        -10                      -265                     -3.78762e-05             0.0103814                -0.00110526             
-15                       -5                       -265                     -0.000324524             0.0101265                -0.000732301            
-10                       -5                       -265                     0.000251943              0.0102557                -0.000763102            
-5                        -5                       -265                     -0.000109558             0.0102781                -0.000530853            
0                         -5                       -265                     0.000140541              0.0102909                -0.000695618            
5                         -5                       -265                     0.000228709              0.0101861                -0.000205143            
10                        -5                       -265                     2.97011e-05              0.0101482                -0.000166993            
15                        -5                       -265                     -0.000293078             0.0102945                -0.000633331            
-15                       0                        -265                     -0.000319307             0.0104072                0.000220766             
-10                       0                        -265                     -8.46472e-05             0.0101324                0.000505243             
-5                        0                        -265                     -7.93373e-05             0.0106725                0.000201692             
0                         0                        -265                     -0.000235388             0.00982017               0.000473042             
5                         0                        -265                     -5.91581e-05             0.0104203                0.000101162             
10                        0                        -265                     0.000154112              0.00974309               0.000721547             
15                        0                        -265                     -0.000124193             0.00992196               0.000339396             
-15                       5                        -265                     8.53112e-05              0.0103562                0.000917585             
-10                       5                        -265                     -9.93006e-05             0.0105478                0.000890828             
-5                        5                        -265                     -4.74001e-05             0.0103307                0.000750235             
0                         5                        -265                     -0.000325459             0.0102293                0.00106093              
5                         5                        -265                     -8.36145e-05             0.0105865                0.00128065              
10                        5                        -265                     -0.000191475             0.0100282                0.00126766              
15                        5                        -265                     -0.000126335             0.0102148                0.0008476               
-15                       10                       -265                     3.81942e-06              0.00985939               0.00159078              
-10                       10                       -265                     0.00013429               0.0106118                0.00100724              
-5                        10                       -265                     4.23907e-05              0.0105106                0.00160427              
0                         10                       -265                     -0.000473376             0.00998731               0.00130813              
5                         10                       -265                     -0.00025458              0.0103488                0.00116462              
10                        10                       -265                     0.000140632              0.0102576                0.00162745              
15                        10                       -265                     -0.000300338             0.0104558                0.00164562              
-15                       15                       -265                     0                        0                        0                       
-10                       15                       -265                     -7.57147e-05             0.0101907                0.00140209              
-5                        15                       -265                     2.92036e-05              0.0102608                0.00182473              
0                         15                       -265                     1.10985e-05              0.0098334                0.00195647              
5                         15                       -265                     8.00397e-05              0.0104277                0.00209186              
10                        15                       -265                     -9.68069e-05             0.00964476               0.00190285              
15                        15                       -265                     0                        0                        0                       
-15                       -15                      -260                     0                        0                        0                       
-10                       -15                      -260                     0.000399756              0.0100549                -0.0016191              
-5                        -15                      -260                     0.000176541              0.0110714                -0.00176191             
0                         -15                      -260                     5.99033e-05              0.0112392                -0.00203477             
5                         -15                      -260                     0.000247527              0.0108421                -0.00169435             
10                        -15                      -260                     0.000281291              0.0108653                -0.00136762             
15                        -15                      -260                     0                        0                        0                       
-15                       -10                      -260                     -0.000101593             0.0111688                -0.00118593             
-10                       -10                      -260                     0.000133667              0.0108797                -0.000307421            
-5                        -10                      -260                     7.20799e-05              0.011331                 -0.000830104            
0                         -10                      -260                     0.000707174              0.0108396                -0.000537348            
5                         -10                      -260                     0.000270488              0.0108651                -0.00091496             
10                        -10                      -260                     0.000566933              0.0106756                -0.000689735            
15                        -10                      -260                     0.000381945              0.0107636                -0.000816816            
-15                       -5                       -260                     -0.00062571              0.0109939                -0.00025585             
-10                       -5                       -260                     0.000154259              0.0106348                -0.00041255             
-5                        -5                       -260                     6.60342e-05              0.0105672                -0.000169313            
0                         -5                       -260                     -0.000122135             0.01124                  -0.00041938             
5                         -5                       -260                     0.000187174              0.0108764                6.02987e-05             
10                        -5                       -260                     -1.94947e-05             0.0111454                3.92113e-05             
15                        -5                       -260                     8.5617e-05               0.0110855                0.000104706             
-15                       0                        -260                     0.000316176              0.011066                 0.000404977             
-10                       0                        -260                     -0.00019984              0.0107726                0.000851834             
-5                        0                        -260                     -4.70127e-05             0.0105868                0.000607872             
0                         0                        -260                     0.000267359              0.0108504                0.000742304             
5                         0                        -260                     -0.000210634             0.0106276                0.000643663             
10                        0                        -260                     -0.000274051             0.0109704                0.0004928               
15                        0                        -260                     -0.000377053             0.0105986                0.000647426             
-15                       5                        -260                     -4.33825e-05             0.0107776                0.00131165              
-10                       5                        -260                     -7.06829e-05             0.0110318                0.0012538               
-5                        5                        -260                     8.42312e-05              0.0108161                0.000967396             
0                         5                        -260                     2.3757e-05               0.010742                 0.00142211              
5                         5                        -260                     5.60604e-05              0.0110053                0.00159613              
10                        5                        -260                     -0.000249023             0.0109146                0.001392                
15                        5                        -260                     -0.000343673             0.010811                 0.00118141              
-15                       10                       -260                     0.000276006              0.0106036                0.00192907              
-10                       10                       -260                     0.000171761              0.0111426                0.00210927              
-5                        10                       -260                     5.89054e-05              0.0109474                0.00222926              
0                         10                       -260                     -0.000269975             0.0108035                0.00195288              
5                         10                       -260                     -0.000420537             0.0109632                0.00204866              
10                        10                       -260                     0.000187887              0.0105029                0.00218052              
15                        10                       -260                     -2.89443e-05             0.0108424                0.00233928              
-15                       15                       -260                     0                        0                        0                       
-10                       15                       -260                     1.83281e-05              0.0109968                0.00262158              
-5                        15                       -260                     3.96025e-05              0.0107437                0.0025914               
0                         15                       -260                     -2.90925e-05             0.0104454                0.00279705              
5                         15                       -260                     0.000128614              0.0107332                0.00261283              
10                        15                       -260                     0.000115355              0.0106431                0.00256996              
15                        15                       -260                     0                        0                        0                       
-15                       -15                      -255                     0                        0                        0                       
-10                       -15                      -255                     0.000104083              0.010934                 -0.00225445             
-5                        -15                      -255                     0.00014884               0.011413                 -0.00201569             
0                         -15                      -255                     0.000368071              0.0110935                -0.00163668             
5                         -15                      -255                     0.000491366              0.0115782                -0.00204912             
10                        -15                      -255                     0.000369501              0.0117108                -0.00173128             
15                        -15                      -255                     0                        0                        0                       
-15                       -10                      -255                     0.000835274              0.011405                 -0.000859731            
-10                       -10                      -255                     -0.000311531             0.0115357                -0.00095307             
-5                        -10                      -255                     0.000341081              0.0116105                -0.00118669             
0                         -10                      -255                     0.000322994              0.0116002                -0.000783552            
5                         -10                      -255                     0.000233671              0.0115966                -0.00111107             
10                        -10                      -255                     0.000678051              0.0112327                -0.00077063             
15                        -10                      -255                     0.000845135              0.0113287                -0.000763438            
-15                       -5                       -255                     -3.37626e-05             0.0116443                -0.000574097            
-10                       -5                       -255                     3.65173e-05              0.0116325                -0.00052162             
-5                        -5                       -255                     0.000101418              0.0113105                -0.000459689            
0                         -5                       -255                     1.10321e-05              0.0118945                -0.000113748            
5                         -5                       -255                     0.000150592              0.0119028                -0.00032802             
10                        -5                       -255                     0.000126963              0.0115018                -0.000188367            
15                        -5                       -255                     2.74811e-05              0.0116327                -0.000215457            
-15                       0                        -255                     -8.04499e-05             0.0117812                0.000224121             
-10                       0                        -255                     0.000195052              0.0117806                0.000422367             
-5                        0                        -255                     -0.000397121             0.0112667                0.000271574             
0                         0                        -255                     0.000192808              0.0118069                0.000500878             
5                         0                        -255                     2.3738e-05               0.0114907                0.00069323              
10                        0                        -255                     -0.000152975             0.0116299                0.000464281             
15                        0                        -255                     0.000111954              0.0112592                0.000602843             
-15                       5                        -255                     -4.4355e-05              0.01131                  0.00164759              
-10                       5                        -255                     0.000230792              0.011665                 0.0013825               
-5                        5                        -255                     0.000117131              0.011609                 0.00122281              
0                         5                        -255                     -0.00014695              0.0114995                0.00139231              
5                         5                        -255                     -0.000163044             0.0113425                0.00156006              
10                        5                        -255                     -0.000272696             0.0113281                0.00139658              
15                        5                        -255                     -3.33482e-06             0.0115675                0.00130614              
-15                       10                       -255                     0.000233412              0.0112301                0.00244413              
-10                       10                       -255                     -0.000112722             0.0115614                0.00210471              
-5                        10                       -255                     -0.000368982             0.0113918                0.00220554              
0                         10                       -255                     -0.000466517             0.0117236                0.0024384               
5                         10                       -255                     1.48652e-05              0.0113499                0.00224251              
10                        10                       -255                     -0.000227228             0.0113485                0.00226644              
15                        10                       -255                     -3.02405e-05             0.0114679                0.00199638              
-15                       15                       -255                     0                        0                        0                       
-10                       15                       -255                     8.43449e-05              0.0109434                0.00308126              
-5                        15                       -255                     -3.47623e-05             0.011169                 0.00285992              
0                         15                       -255                     0.000277623              0.0112363                0.00315302              
5                         15                       -255                     6.01183e-06              0.010987                 0.00344172              
10                        15                       -255                     -0.000261874             0.0113579                0.00336318              
15                        15                       -255                     0                        0                        0                       
-15                       -15                      -250                     0                        0                        0                       
-10                       -15                      -250                     -3.9793e-05              0.011942                 -0.00227301             
-5                        -15                      -250                     -6.57274e-05             0.0118422                -0.00214197             
0                         -15                      -250                     -0.000318729             0.0116335                -0.00183213             
5                         -15                      -250                     0.000116292              0.0119359                -0.00197848             
10                        -15                      -250                     0.00010463               0.011736                 -0.00223704             
15                        -15                      -250                     0                        0                        0                       
-15                       -10                      -250                     0.000111433              0.0121426                -0.00130654             
-10                       -10                      -250                     -1.67018e-05             0.0122881                -0.00190178             
-5                        -10                      -250                     0.000163786              0.0120968                -0.00121933             
0                         -10                      -250                     -0.000229017             0.0119998                -0.001256               
5                         -10                      -250                     9.89788e-05              0.0120144                -0.00137943             
10                        -10                      -250                     0.000234016              0.0122023                -0.00119946             
15                        -10                      -250                     0.000585366              0.0122414                -0.000751818            
-15                       -5                       -250                     -0.000236371             0.0118976                -0.000731953            
-10                       -5                       -250                     -0.000389459             0.0119338                -0.00038979             
-5                        -5                       -250                     -0.000279258             0.0121977                -0.000579241            
0                         -5                       -250                     -0.000292498             0.0121536                -3.63002e-05            
5                         -5                       -250                     9.54744e-05              0.0120936                -0.000361707            
10                        -5                       -250                     -0.00016639              0.0116325                -0.000221491            
15                        -5                       -250                     -0.000254028             0.0116792                -0.000204642            
-15                       0                        -250                     -4.25956e-05             0.0120165                6.96398e-05             
-10                       0                        -250                     -0.000291702             0.0121937                1.85489e-05             
-5                        0                        -250                     -6.51512e-05             0.0120448                -3.23233e-05            
0                         0                        -250                     5.43781e-05              0.0122678                0.000457469             
5                         0                        -250                     -7.16009e-05             0.0121502                0.000256457             
10                        0                        -250                     -0.000345449             0.0119203                0.000759543             
15                        0                        -250                     -0.000203045             0.0121156                0.000660973             
-15                       5                        -250                     0.000120096              0.0118625                0.000895155             
-10                       5                        -250                     0.000143541              0.0121434                0.00157797              
-5                        5                        -250                     0.000341832              0.0125246                0.00123742              
0                         5                        -250                     9.78749e-06              0.0123151                0.00109783              
5                         5                        -250                     0.000143326              0.0119099                0.00116341              
10                        5                        -250                     -6.86316e-05             0.0122185                0.00123856              
15                        5                        -250                     -6.19943e-05             0.0125063                0.00128258              
-15                       10                       -250                     3.10674e-05              0.0120356                0.00201448              
-10                       10                       -250                     5.65997e-05              0.0117389                0.0021042               
-5                        10                       -250                     -0.00027901              0.0116492                0.00220826              
0                         10                       -250                     -0.000138015             0.0124316                0.00249703              
5                         10                       -250                     -0.000128883             0.0118944                0.00233048              
10                        10                       -250                     -1.96486e-06             0.0120897                0.00201097              
15                        10                       -250                     -6.17418e-05             0.0121915                0.00192197              
-15                       15                       -250                     0                        0                        0                       
-10                       15                       -250                     0.000298449              0.0114972                0.00279947              
-5                        15                       -250                     7.62662e-05              0.0119463                0.00306614              
0                         15                       -250                     0.000190488              0.0120049                0.0029867               
5                         15                       -250                     -0.000200863             0.0121376                0.0032498               
10                        15                       -250                     -0.000208951             0.0119718                0.00320508              
15                        15                       -250                     0                        0                        0                       
-15                       -15                      -245                     0                        0                        0                       
-10                       -15                      -245                     -0.000868087             0.0125319                -0.00240665             
-5                        -15                      -245                     -0.000469644             0.0127164                -0.00229669             
0                         -15                      -245                     -0.000234391             0.0126873                -0.0022889              
5                         -15                      -245                     -0.000183506             0.0126336                -0.0020676              
10                        -15                      -245                     -0.000436411             0.0120689                -0.00222249             
15                        -15                      -245                     0                        0                        0                       
-15                       -10                      -245                     -0.000434196             0.0131754                -0.00147096             
-10                       -10                      -245                     -0.000278081             0.0134554                -0.00139616             
-5                        -10                      -245                     -0.000309791             0.0130808                -0.00149695             
0                         -10                      -245                     -3.08215e-05             0.0131514                -0.00149254             
5                         -10                      -245                     -0.000175584             0.012757                 -0.00153881             
10                        -10                      -245                     0.000164336              0.0128635                -0.00122611             
15                        -10                      -245                     0.000170713              0.0127415                -0.00101807             
-15                       -5                       -245                     -0.000278993             0.0126244                -0.000431914            
-10                       -5                       -245                     -0.000483034             0.0128508                -0.000417359            
-5                        -5                       -245                     -0.000767606             0.013349                 -0.000828703            
0                         -5                       -245                     -0.000696818             0.0130247                -0.000518156            
5                         -5                       -245                     -0.000197485             0.0130316                -0.000413432            
10                        -5                       -245                     -0.000568923             0.0130744                -0.000121188            
15                        -5                       -245                     -0.000757491             0.012839                 -0.000678769            
-15                       0                        -245                     -0.000438083             0.0129337                -0.00013047             
-10                       0                        -245                     -0.000244203             0.0130804                0.000167854             
-5                        0                        -245                     -0.000148354             0.0133797                5.33044e-05             
0                         0                        -245                     -0.00054742              0.013051                 0.000511776             
5                         0                        -245                     -0.000352764             0.0129149                0.000583716             
10                        0                        -245                     -0.000180257             0.0134032                0.00065273              
15                        0                        -245                     -1.8311e-05              0.0126362                0.000795639             
-15                       5                        -245                     8.5777e-05               0.012977                 0.000685418             
-10                       5                        -245                     0.000241548              0.0133182                0.000852049             
-5                        5                        -245                     -1.74002e-05             0.0132059                0.000966195             
0                         5                        -245                     -4.14223e-05             0.013121                 0.00115159              
5                         5                        -245                     -0.000203748             0.0128225                0.000998223             
10                        5                        -245                     -0.000505631             0.0128141                0.00120939              
15                        5                        -245                     -0.000495643             0.0133087                0.00173915              
-15                       10                       -245                     2.3702e-05               0.0128096                0.00191858              
-10                       10                       -245                     0.000304027              0.0128742                0.00226702              
-5                        10                       -245                     0.000186045              0.0132808                0.00173386              
0                         10                       -245                     -2.09476e-05             0.0127608                0.00203096              
5                         10                       -245                     2.38835e-05              0.0125547                0.00215499              
10                        10                       -245                     -8.70001e-05             0.0128855                0.00221333              
15                        10                       -245                     -0.000204021             0.0128021                0.00227761              
-15                       15                       -245                     0                        0                        0                       
-10                       15                       -245                     0.000163851              0.0123205                0.0031843               
-5                        15                       -245                     -0.00017358              0.0129111                0.00344213              
0                         15                       -245                     3.51362e-05              0.0125384                0.00305138              
5                         15                       -245                     -0.000347357             0.0126229                0.00318402              
10                        15                       -245                     -0.000215965             0.0123573                0.00302226              
15                        15                       -245                     0                        0                        0                       
-15                       -15                      -240                     0                        0                        0                       
-10                       -15                      -240                     -0.000691496             0.0137334                -0.00302408             
-5                        -15                      -240                     -0.000692034             0.0145793                -0.00269891             
