% Model:              Derived from data taken by AP-STD
% Version:            Stitched-together map.  See EMPHATIC DocDB 1643
% Date:               14 May 2024, 10:50 Chicago time
% Dimension:          3
% Nodes:              7791
% Expressions:        3
% Description:        Magnetic flux density, x component, Magnetic flux density, y component, Magnetic flux density, z component
% Length unit:        mm
% X                       Y                        Z                        mfnc.Bx (kG)             mfnc.By (kG)             mfnc.Bz (kG)
-5                        0                        150                      -0.0487272               7.0525                   -0.118054               
0                         0                        150                      -0.0486432               7.04935                  -0.151038               
5                         0                        150                      -0.0462259               7.05699                  -0.187909               
10                        0                        150                      -0.0405941               7.0677                   -0.230051               
15                        0                        150                      -0.0324045               7.08859                  -0.272593               
-15                       5                        150                      -0.0716217               7.10039                  -0.804451               
-10                       5                        150                      -0.0633007               7.07715                  -0.828795               
-5                        5                        150                      -0.0564197               7.06672                  -0.855927               
0                         5                        150                      -0.0488531               7.06458                  -0.887159               
5                         5                        150                      -0.039993                7.0694                   -0.929027               
10                        5                        150                      -0.0265022               7.08208                  -0.975473               
15                        5                        150                      -0.00536105              7.1071                   -1.03887                
-15                       10                       150                      -0.107114                7.14762                  -1.58194                
-10                       10                       150                      -0.083093                7.12136                  -1.59039                
-5                        10                       150                      -0.0656937               7.11179                  -1.61035                
0                         10                       150                      -0.0514525               7.11063                  -1.6413                 
5                         10                       150                      -0.0354333               7.11528                  -1.68851                
10                        10                       150                      -0.0123822               7.13413                  -1.74707                
15                        10                       150                      0.0234758                7.16321                  -1.82941                
-15                       15                       150                      0                        0                        0                       
-10                       15                       150                      -0.108063                7.2091                   -2.39747                
-5                        15                       150                      -0.0778501               7.19632                  -2.40748                
0                         15                       150                      -0.0537033               7.19514                  -2.43857                
5                         15                       150                      -0.0290108               7.20807                  -2.48873                
10                        15                       150                      0.00498576               7.23112                  -2.56362                
15                        15                       150                      0                        0                        0                       
-15                       -15                      155                      0                        0                        0                       
-10                       -15                      155                      -0.0379265               6.35403                  2.31095                 
-5                        -15                      155                      -0.0423683               6.35325                  2.24073                 
0                         -15                      155                      -0.0433513               6.35388                  2.19724                 
5                         -15                      155                      -0.0425676               6.35501                  2.17441                 
10                        -15                      155                      -0.0430511               6.35727                  2.18092                 
15                        -15                      155                      0                        0                        0                       
-15                       -10                      155                      -0.0309128               6.33557                  1.54821                 
-10                       -10                      155                      -0.0389162               6.33237                  1.47534                 
-5                        -10                      155                      -0.0415895               6.33035                  1.41937                 
0                         -10                      155                      -0.0416612               6.32924                  1.37822                 
5                         -10                      155                      -0.0410448               6.33037                  1.35072                 
10                        -10                      155                      -0.0402555               6.33308                  1.33556                 
15                        -10                      155                      -0.0428377               6.33753                  1.33833                 
-15                       -5                       155                      -0.0349238               6.32416                  0.740128                
-10                       -5                       155                      -0.0398441               6.32034                  0.686213                
-5                        -5                       155                      -0.0422696               6.31844                  0.646058                
0                         -5                       155                      -0.0420009               6.31845                  0.606151                
5                         -5                       155                      -0.0415392               6.3178                   0.571941                
10                        -5                       155                      -0.0403307               6.31947                  0.545718                
15                        -5                       155                      -0.038668                6.32172                  0.519811                
-15                       0                        155                      -0.0394152               6.32137                  -0.0442133              
-10                       0                        155                      -0.0420004               6.3171                   -0.0737318              
-5                        0                        155                      -0.0430179               6.31561                  -0.10939                
0                         0                        155                      -0.0432744               6.31469                  -0.146615               
5                         0                        155                      -0.0423118               6.31328                  -0.185631               
10                        0                        155                      -0.0406979               6.31346                  -0.22759                
15                        0                        155                      -0.0369161               6.31556                  -0.273738               
-15                       5                        155                      -0.0457598               6.32547                  -0.82421                
-10                       5                        155                      -0.045304                6.31951                  -0.839661               
-5                        5                        155                      -0.044547                6.31683                  -0.867555               
0                         5                        155                      -0.0451456               6.31499                  -0.903049               
5                         5                        155                      -0.0441133               6.31655                  -0.948221               
10                        5                        155                      -0.0415277               6.31535                  -0.998779               
15                        5                        155                      -0.0360309               6.31752                  -1.07266                
-15                       10                       155                      -0.0536929               6.33596                  -1.63315                
-10                       10                       155                      -0.049364                6.32925                  -1.63304                
-5                        10                       155                      -0.0472096               6.32777                  -1.65261                
0                         10                       155                      -0.0472689               6.32701                  -1.68355                
5                         10                       155                      -0.0463938               6.32591                  -1.73336                
10                        10                       155                      -0.0433588               6.32767                  -1.8041                 
15                        10                       155                      -0.0344742               6.3304                   -1.90504                
-15                       15                       155                      0                        0                        0                       
-10                       15                       155                      -0.0542596               6.35085                  -2.4822                 
-5                        15                       155                      -0.050007                6.3517                   -2.4873                 
0                         15                       155                      -0.04922                 6.35221                  -2.51868                
5                         15                       155                      -0.0485127               6.35306                  -2.57906                
10                        15                       155                      -0.04477                 6.35364                  -2.666                  
15                        15                       155                      0                        0                        0                       
-15                       -15                      160                      0                        0                        0                       
-10                       -15                      160                      -0.0745792               5.48105                  2.2939                  
-5                        -15                      160                      -0.0504368               5.49531                  2.22613                 
0                         -15                      160                      -0.0276484               5.50171                  2.18322                 
5                         -15                      160                      -0.00351337              5.49708                  2.16132                 
10                        -15                      160                      0.0226699                5.48027                  2.16412                 
15                        -15                      160                      0                        0                        0                       
-15                       -10                      160                      -0.0746729               5.50697                  1.54379                 
-10                       -10                      160                      -0.0595064               5.52627                  1.46932                 
-5                        -10                      160                      -0.0457895               5.53826                  1.41446                 
0                         -10                      160                      -0.0315325               5.5415                   1.37217                 
5                         -10                      160                      -0.0171146               5.53623                  1.34451                 
10                        -10                      160                      -0.0015635               5.52257                  1.33158                 
15                        -10                      160                      0.0158059                5.50188                  1.33164                 
-15                       -5                       160                      -0.0541058               5.53604                  0.741513                
-10                       -5                       160                      -0.0475091               5.55061                  0.695068                
-5                        -5                       160                      -0.0407325               5.55956                  0.64689                 
0                         -5                       160                      -0.0349744               5.56209                  0.606292                
5                         -5                       160                      -0.0282392               5.55667                  0.574588                
10                        -5                       160                      -0.0214307               5.54274                  0.547536                
15                        -5                       160                      -0.0145677               5.52353                  0.522288                
-15                       0                        160                      -0.0355984               5.54475                  -0.0285837              
-10                       0                        160                      -0.0364201               5.55693                  -0.0671014              
-5                        0                        160                      -0.0374731               5.56517                  -0.0998998              
0                         0                        160                      -0.0384588               5.56579                  -0.135601               
5                         0                        160                      -0.038955                5.56031                  -0.175314               
10                        0                        160                      -0.0400757               5.54684                  -0.213554               
15                        0                        160                      -0.0420791               5.52465                  -0.259697               
-15                       5                        160                      -0.0166513               5.53488                  -0.80526                
-10                       5                        160                      -0.0253576               5.54706                  -0.820769               
-5                        5                        160                      -0.032805                5.55527                  -0.846786               
0                         5                        160                      -0.0411718               5.55485                  -0.882593               
5                         5                        160                      -0.0492992               5.54821                  -0.927092               
10                        5                        160                      -0.0579864               5.53256                  -0.980666               
15                        5                        160                      -0.0701892               5.50875                  -1.04944                
-15                       10                       160                      0.00440764               5.50457                  -1.61044                
-10                       10                       160                      -0.0128658               5.52045                  -1.60604                
-5                        10                       160                      -0.0282873               5.52779                  -1.62085                
0                         10                       160                      -0.0437317               5.52889                  -1.65382                
5                         10                       160                      -0.0599847               5.52015                  -1.70498                
10                        10                       160                      -0.0782499               5.50248                  -1.77382                
15                        10                       160                      -0.100319                5.47339                  -1.87065                
-15                       15                       160                      0                        0                        0                       
-10                       15                       160                      0.00552913               5.4681                   -2.44595                
-5                        15                       160                      -0.0195632               5.48141                  -2.44902                
0                         15                       160                      -0.0448244               5.48278                  -2.47844                
5                         15                       160                      -0.0720266               5.4716                   -2.53748                
10                        15                       160                      -0.102149                5.44732                  -2.62574                
15                        15                       160                      0                        0                        0                       
-15                       -15                      165                      0                        0                        0                       
-10                       -15                      165                      -0.103116                4.65243                  2.16784                 
-5                        -15                      165                      -0.0570249               4.67775                  2.10821                 
0                         -15                      165                      -0.0136607               4.68824                  2.06864                 
5                         -15                      165                      0.0301265                4.67827                  2.0464                  
10                        -15                      165                      0.0779402                4.64868                  2.03813                 
15                        -15                      165                      0                        0                        0                       
-15                       -10                      165                      -0.109504                4.71568                  1.45498                 
-10                       -10                      165                      -0.0768213               4.75425                  1.39574                 
-5                        -10                      165                      -0.0482517               4.77466                  1.35075                 
0                         -10                      165                      -0.0217728               4.78176                  1.31372                 
5                         -10                      165                      0.00424069               4.77263                  1.2841                  
10                        -10                      165                      0.0324575                4.74615                  1.26657                 
15                        -10                      165                      0.0640633                4.70273                  1.25477                 
-15                       -5                       165                      -0.0696778               4.77755                  0.711234                
-10                       -5                       165                      -0.0538125               4.80878                  0.667675                
-5                        -5                       165                      -0.0403906               4.82702                  0.62571                 
0                         -5                       165                      -0.0282623               4.82997                  0.58739                 
5                         -5                       165                      -0.0166659               4.82147                  0.553603                
10                        -5                       165                      -0.00561907              4.79727                  0.524895                
15                        -5                       165                      0.00673176               4.75624                  0.50035                 
-15                       0                        165                      -0.0319853               4.7961                   -0.020165               
-10                       0                        165                      -0.0313714               4.82458                  -0.0535796              
-5                        0                        165                      -0.0319571               4.84116                  -0.0880047              
0                         0                        165                      -0.0333563               4.84305                  -0.120826               
5                         0                        165                      -0.0356805               4.83294                  -0.156995               
10                        0                        165                      -0.039005                4.80828                  -0.194574               
15                        0                        165                      -0.0447108               4.76714                  -0.235202               
-15                       5                        165                      0.00697742               4.77399                  -0.748268               
-10                       5                        165                      -0.00784384              4.8041                   -0.773635               
-5                        5                        165                      -0.0228316               4.81962                  -0.801099               
0                         5                        165                      -0.0368974               4.82086                  -0.831494               
5                         5                        165                      -0.0531306               4.80876                  -0.873085               
10                        5                        165                      -0.0719152               4.77979                  -0.918313               
15                        5                        165                      -0.0957122               4.73559                  -0.978786               
-15                       10                       165                      0.0511658                4.71103                  -1.50715                
-10                       10                       165                      0.019064                 4.74258                  -1.51381                
-5                        10                       165                      -0.0108944               4.75948                  -1.52799                
0                         10                       165                      -0.0397564               4.76103                  -1.56446                
5                         10                       165                      -0.0715839               4.74611                  -1.60852                
10                        10                       165                      -0.107334                4.71289                  -1.66592                
15                        10                       165                      -0.150925                4.6599                   -1.73971                
-15                       15                       165                      0                        0                        0                       
-10                       15                       165                      0.0534881                4.63185                  -2.2886                 
-5                        15                       165                      0.00613152               4.65255                  -2.29924                
0                         15                       165                      -0.0412672               4.65379                  -2.33222                
5                         15                       165                      -0.0905635               4.63412                  -2.38279                
10                        15                       165                      -0.146839                4.5917                   -2.45046                
15                        15                       165                      0                        0                        0                       
-15                       -15                      170                      0                        0                        0                       
-10                       -15                      170                      -0.118219                3.90939                  1.96156                 
-5                        -15                      170                      -0.0591936               3.94277                  1.9149                  
0                         -15                      170                      -0.00382211              3.95332                  1.88252                 
5                         -15                      170                      0.0513753                3.9414                   1.85488                 
10                        -15                      170                      0.110581                 3.90369                  1.83644                 
15                        -15                      170                      0                        0                        0                       
-15                       -10                      170                      -0.130211                3.99711                  1.32443                 
-10                       -10                      170                      -0.0862009               4.0457                   1.2772                  
-5                        -10                      170                      -0.0487792               4.07293                  1.23672                 
0                         -10                      170                      -0.0143268               4.08035                  1.20318                 
5                         -10                      170                      0.018648                 4.06789                  1.17508                 
10                        -10                      170                      0.053739                 4.03574                  1.15002                 
15                        -10                      170                      0.0928855                3.9816                   1.13029                 
-15                       -5                       170                      -0.0788618               4.07668                  0.652873                
-10                       -5                       170                      -0.0568628               4.11906                  0.612069                
-5                        -5                       170                      -0.0384293               4.1409                   0.578489                
0                         -5                       170                      -0.0230191               4.14679                  0.545031                
5                         -5                       170                      -0.00802778              4.13458                  0.513761                
10                        -5                       170                      0.00600786               4.10354                  0.484509                
15                        -5                       170                      0.0205412                4.05207                  0.456799                
-15                       0                        170                      -0.0284821               4.10212                  -0.00968176             
-10                       0                        170                      -0.0271456               4.13922                  -0.0426182              
-5                        0                        170                      -0.0278369               4.16127                  -0.0750637              
0                         0                        170                      -0.0291527               4.1644                   -0.108464               
5                         0                        170                      -0.0323733               4.1503                   -0.141469               
10                        0                        170                      -0.0369009               4.11831                  -0.171681               
15                        0                        170                      -0.044739                4.06671                  -0.207378               
-15                       5                        170                      0.0229384                4.07486                  -0.679248               
-10                       5                        170                      0.00395443               4.1149                   -0.699135               
-5                        5                        170                      -0.0147189               4.13378                  -0.72641                
0                         5                        170                      -0.0337005               4.13555                  -0.758019               
5                         5                        170                      -0.0541759               4.11987                  -0.796899               
10                        5                        170                      -0.0777089               4.08466                  -0.832868               
15                        5                        170                      -0.1089                  4.02629                  -0.877709               
-15                       10                       170                      0.0800582                3.99142                  -1.34988                
-10                       10                       170                      0.0389902                4.0334                   -1.36574                
-5                        10                       170                      0.00121648               4.05278                  -1.3923                 
0                         10                       170                      -0.0364574               4.05397                  -1.42212                
5                         10                       170                      -0.0758617               4.0349                   -1.46091                
10                        10                       170                      -0.122127                3.99394                  -1.50611                
15                        10                       170                      -0.176496                3.92842                  -1.55407                
-15                       15                       170                      0                        0                        0                       
-10                       15                       170                      0.0824643                3.8867                   -2.05521                
-5                        15                       170                      0.0223323                3.91038                  -2.07845                
0                         15                       170                      -0.0371041               3.91086                  -2.10705                
5                         15                       170                      -0.0992649               3.88816                  -2.14637                
10                        15                       170                      -0.169342                3.83691                  -2.19348                
15                        15                       170                      0                        0                        0                       
-15                       -15                      175                      0                        0                        0                       
-10                       -15                      175                      -0.121107                3.26727                  1.71964                 
-5                        -15                      175                      -0.0574038               3.29979                  1.69053                 
0                         -15                      175                      0.00255877               3.31239                  1.66084                 
5                         -15                      175                      0.0620052                3.29991                  1.63469                 
10                        -15                      175                      0.123261                 3.26266                  1.60556                 
15                        -15                      175                      0                        0                        0                       
-15                       -10                      175                      -0.133914                3.3639                   1.16234                 
-10                       -10                      175                      -0.0880306               3.41479                  1.13206                 
-5                        -10                      175                      -0.0470677               3.4439                   1.10096                 
0                         -10                      175                      -0.00911976              3.452                    1.07274                 
5                         -10                      175                      0.0279228                3.43939                  1.04455                 
10                        -10                      175                      0.0654636                3.40444                  1.01813                 
15                        -10                      175                      0.103673                 3.34651                  0.989239                
-15                       -5                       175                      -0.0798701               3.45227                  0.57669                 
-10                       -5                       175                      -0.0564934               3.49677                  0.548899                
-5                        -5                       175                      -0.0354176               3.52149                  0.516649                
0                         -5                       175                      -0.0176246               3.52819                  0.488957                
5                         -5                       175                      -0.00153229              3.51381                  0.460847                
10                        -5                       175                      0.0138674                3.48065                  0.434175                
15                        -5                       175                      0.0285345                3.42448                  0.403477                
-15                       0                        175                      -0.0250943               3.47959                  -0.00655927             
-10                       0                        175                      -0.0235679               3.5212                   -0.0323847              
-5                        0                        175                      -0.0234772               3.54422                  -0.0634936              
0                         0                        175                      -0.0249307               3.54896                  -0.0914248              
5                         0                        175                      -0.0278672               3.53492                  -0.121001               
10                        0                        175                      -0.033716                3.49937                  -0.150356               
15                        0                        175                      -0.041569                3.44105                  -0.178294               
-15                       5                        175                      0.0310041                3.45098                  -0.594276               
-10                       5                        175                      0.0111766                3.49257                  -0.618889               
-5                        5                        175                      -0.00861424              3.51373                  -0.645051               
0                         5                        175                      -0.0291844               3.51635                  -0.674233               
5                         5                        175                      -0.0522711               3.4982                   -0.702131               
10                        5                        175                      -0.078521                3.45922                  -0.734482               
15                        5                        175                      -0.109706                3.39828                  -0.764319               
-15                       10                       175                      0.0921106                3.35882                  -1.18101                
-10                       10                       175                      0.0494451                3.40337                  -1.20239                
-5                        10                       175                      0.00905104               3.42499                  -1.22841                
0                         10                       175                      -0.0320804               3.42535                  -1.25744                
5                         10                       175                      -0.0757113               3.40355                  -1.28636                
10                        10                       175                      -0.12393                 3.36026                  -1.31771                
15                        10                       175                      -0.179797                3.29338                  -1.34684                
-15                       15                       175                      0                        0                        0                       
-10                       15                       175                      0.094474                 3.24733                  -1.78916                
-5                        15                       175                      0.0304859                3.27062                  -1.82043                
0                         15                       175                      -0.0330445               3.26995                  -1.84687                
5                         15                       175                      -0.0995552               3.24494                  -1.87748                
10                        15                       175                      -0.172456                3.19457                  -1.90454                
15                        15                       175                      0                        0                        0                       
-15                       -15                      180                      0                        0                        0                       
-10                       -15                      180                      -0.1144                  2.73034                  1.48075                 
-5                        -15                      180                      -0.0528248               2.76228                  1.45938                 
0                         -15                      180                      0.00589856               2.77232                  1.43418                 
5                         -15                      180                      0.0633107                2.761                    1.40632                 
10                        -15                      180                      0.120522                 2.72761                  1.37421                 
15                        -15                      180                      0                        0                        0                       
-15                       -10                      180                      -0.126773                2.82581                  0.99962                 
-10                       -10                      180                      -0.0835493               2.87396                  0.982079                
-5                        -10                      180                      -0.0430919               2.90227                  0.959857                
0                         -10                      180                      -0.00590603              2.90991                  0.935733                
5                         -10                      180                      0.0311864                2.89652                  0.909477                
10                        -10                      180                      0.0665911                2.86443                  0.879651                
15                        -10                      180                      0.102793                 2.80975                  0.848881                
-15                       -5                       180                      -0.0750451               2.91195                  0.499457                
-10                       -5                       180                      -0.0526292               2.95716                  0.478371                
-5                        -5                       180                      -0.0320804               2.98125                  0.455123                
0                         -5                       180                      -0.0144094               2.98678                  0.430104                
5                         -5                       180                      0.00180628               2.97317                  0.405153                
10                        -5                       180                      0.0165288                2.93944                  0.378831                
15                        -5                       180                      0.0304015                2.8857                   0.351931                
-15                       0                        180                      -0.0220295               2.94014                  -0.00503631             
-10                       0                        180                      -0.0202328               2.98152                  -0.0269902              
-5                        0                        180                      -0.019998                3.00428                  -0.0492575              
0                         0                        180                      -0.0211266               3.00823                  -0.074089               
5                         0                        180                      -0.0244186               2.99289                  -0.10291                
10                        0                        180                      -0.0292364               2.95758                  -0.124025               
15                        0                        180                      -0.0370467               2.90162                  -0.150105               
