% X,Y,Z(stage),Zmagnet,Field X (T),Field Y (T),Field Z (T),
-0.39370078,0.5905512,0.39340001,8.19340001,0.00370739,0.09653397,0.05132216,
-0.39370078,0.5905512,0.59039998,8.39039998,0.00304971,0.0821343,0.04270846,
-0.39370078,0.5905512,0.78719997,8.58719997,0.00246053,0.07009231,0.0355941,
-0.39370078,0.5905512,0.98400003,8.78400003,0.00200814,0.0600536,0.02973498,
-0.39370078,0.5905512,1.18079996,8.98079996,0.00160992,0.05163202,0.02493182,
-0.39370078,0.5905512,1.37759995,9.17759995,0.00126,0.04447851,0.02087577,
-0.39370078,0.5905512,1.57459998,9.37459998,0.00112164,0.03848782,0.01760167,
-0.39370078,0.5905512,1.77139997,9.57139997,0.00086895,0.0334208,0.01488315,
-0.39370078,0.5905512,1.96819997,9.76819997,0.0006676,0.02910771,0.0125696,
-0.39370078,0.5905512,2.16499996,9.96499996,0.00054559,0.02542962,0.01064769,
-0.39370078,0.5905512,2.36199999,10.16199999,0.00051272,0.02223634,0.00908527,
-0.39370078,0.5905512,2.55879998,10.35879998,0.00042758,0.01954749,0.00777304,
-0.39370078,0.5905512,2.75559998,10.55559998,0.00027199,0.0172003,0.00658677,
-0.39370078,0.5905512,2.95239997,10.75239997,0.0002536,0.01518548,0.00570611,
-0.39370078,0.5905512,3.1494,10.9494,0.00019397,0.01349961,0.00495874,
-0.39370078,0.5905512,3.34619999,11.14619999,0.00019224,0.01198955,0.00421251,
-0.39370078,0.5905512,3.54320002,11.34320002,0.00012257,0.01063303,0.00363636,
-0.39370078,0.5905512,3.73979998,11.53979998,0.00012019,0.00951591,0.00313544,
-0.39370078,0.5905512,3.9368,11.7368,0.0000783,0.00849442,0.00280849,
-0.39370078,0.5905512,4.13360023,11.93360023,0.00008028,0.00766637,0.00247036,
-0.39370078,0.5905512,4.33039999,12.13039999,0.00001505,0.00688138,0.00211386,
-0.39370078,0.5905512,4.52720022,12.32720022,0.00006275,0.00624232,0.00186403,
-0.39370078,0.5905512,4.72440004,12.52440004,0.00003558,0.00561241,0.00159712,
-0.39370078,0.5905512,4.921,12.721,0.00001883,0.00512467,0.00136838,
-0.39370078,0.5905512,5.11780024,12.91780024,-0.00001192,0.00460689,0.00118127,
-0.39370078,0.5905512,5.31459999,13.11459999,0.00007246,0.00423614,0.00106468,
-0.39370078,0.5905512,5.51160002,13.31160002,0.00002358,0.00383115,0.00097327,
-0.39370078,0.5905512,5.70839977,13.50839977,-0.00002981,0.00346384,0.0008786,
-0.39370078,0.5905512,5.9053998,13.7053998,0.000014,0.00313814,0.00077567,
-0.39370078,0.5905512,6.10200024,#REF!,-0.00002761,0.00284839,0.00067051,
-0.39370078,0.5905512,6.29920006,14.09920006,-0.00002645,0.00267839,0.00061037,
-0.39370078,0.5905512,6.49580002,14.29580002,-0.00001434,0.00242255,0.00049702,
-0.39370078,0.5905512,6.69259977,14.49259977,0.00001687,0.00226521,0.00044933,
-0.39370078,0.5905512,6.8895998,14.6895998,-0.00006436,0.00210085,0.00040905,
-0.39370078,0.5905512,7.08640003,14.88640003,0.00000765,0.00195514,0.00036586,
-0.39370078,0.5905512,7.28340006,15.08340006,-0.00002935,0.00178002,0.00033086,
-0.39370078,0.5905512,7.48000002,15.28000002,0.00001457,0.00164406,0.0002313,
-0.39370078,0.5905512,7.67679977,15.47679977,-0.00001909,0.00151388,0.00026734,
-0.39370078,0.5905512,7.8737998,15.6737998,-0.00004257,0.00140141,0.00017407,
-0.39370078,0.5905512,8.07059956,15.87059956,0.0000224,0.00129466,0.00021177,
-0.39370078,0.5905512,8.26739979,16.06739979,0.00003508,0.00121907,0.00017356,
-0.39370078,0.5905512,8.46440029,16.26440029,0.00002627,0.00116647,0.00022909,
-0.39370078,0.5905512,8.66139984,16.46139984,0.00000515,0.00107338,0.00015991,
-0.39370078,0.5905512,8.8579998,16.6579998,-0.00002243,0.0010334,0.00010219,
-0.39370078,0.5905512,9.05480003,16.85480003,-0.00000621,0.00097857,0.00012745,
-0.39370078,0.5905512,9.25160027,17.05160027,-0.00002209,0.00092824,0.00008161,
-0.39370078,0.5905512,9.44859982,17.24859982,0.00002565,0.00082371,0.0001038,
-0.39370078,0.5905512,9.64540005,17.44540005,0.00001472,0.0007437,0.00006319,
-0.39370078,0.5905512,9.8423996,17.6423996,-0.00002654,0.00071296,0.00001757,
-0.39370078,0.5905512,10.03899956,17.83899956,-0.000016,0.000624,0.00005447,
-0.39370078,0.5905512,10.23600006,18.03600006,-0.00003205,0.00067072,0.00007352,
-0.39370078,0.5905512,10.43280029,18.23280029,-0.00005269,0.00061889,0.00001563,
-0.39370078,0.5905512,10.62959957,18.42959957,0.00002499,0.00056446,0.00000989,
-0.39370078,0.5905512,10.8263998,18.6263998,0.00001149,0.00053471,0.00004481,
-0.39370078,0.5905512,11.02340031,18.82340031,-0.00006217,0.00050264,0.00005147,
-0.19685039,-0.5905512,0.0002,7.8002,-0.00314941,0.13591865,-0.07313397,
-0.19685039,-0.5905512,0.19660001,7.99660001,-0.00266437,0.11528548,-0.06137183,
-0.19685039,-0.5905512,0.39340001,8.19340001,-0.00218928,0.09761894,-0.05117086,
-0.19685039,-0.5905512,0.59039998,8.39039998,-0.00181505,0.08299836,-0.04262614,
-0.19685039,-0.5905512,0.78719997,8.58719997,-0.00148522,0.07078115,-0.0357416,
-0.19685039,-0.5905512,0.98400003,8.78400003,-0.00128447,0.06057468,-0.03002287,
-0.19685039,-0.5905512,1.18079996,8.98079996,-0.00108025,0.0519494,-0.02525152,
-0.19685039,-0.5905512,1.37759995,9.17759995,-0.00091477,0.04478168,-0.02128193,
-0.19685039,-0.5905512,1.57459998,9.37459998,-0.0007282,0.03868869,-0.01798877,
-0.19685039,-0.5905512,1.77139997,9.57139997,-0.00069592,0.03362547,-0.01525321,
-0.19685039,-0.5905512,1.96819997,9.76819997,-0.00054727,0.02913284,-0.01297173,
-0.19685039,-0.5905512,2.16499996,9.96499996,-0.00043846,0.02545715,-0.01104469,
-0.19685039,-0.5905512,2.36199999,10.16199999,-0.0003651,0.02226398,-0.0094708,
-0.19685039,-0.5905512,2.55879998,10.35879998,-0.00033605,0.01955394,-0.0081327,
-0.19685039,-0.5905512,2.75559998,10.55559998,-0.00032562,0.01724477,-0.00697638,
-0.19685039,-0.5905512,2.95239997,10.75239997,-0.00024461,0.01519432,-0.00605302,
-0.19685039,-0.5905512,3.1494,10.9494,-0.00022729,0.01346781,-0.00527261,
-0.19685039,-0.5905512,3.34619999,11.14619999,-0.00020357,0.01199304,-0.00458746,
-0.19685039,-0.5905512,3.54320002,11.34320002,-0.00015506,0.01062464,-0.00401553,
-0.19685039,-0.5905512,3.73979998,11.53979998,-0.00015209,0.00941594,-0.00347568,
-0.19685039,-0.5905512,3.9368,11.7368,-0.00012933,0.00847575,-0.00303437,
-0.19685039,-0.5905512,4.13360023,11.93360023,-0.00008398,0.00761282,-0.00271098,
-0.19685039,-0.5905512,4.33039999,12.13039999,-0.00008165,0.00690125,-0.00238638,
-0.19685039,-0.5905512,4.52720022,12.32720022,-0.00003664,0.00615329,-0.00207554,
-0.19685039,-0.5905512,4.72440004,12.52440004,-0.00009963,0.00554357,-0.0018859,
-0.19685039,-0.5905512,4.921,12.721,-0.00003734,0.00500915,-0.00168051,
-0.19685039,-0.5905512,5.11780024,12.91780024,-0.00003887,0.00460959,-0.00142407,
-0.19685039,-0.5905512,5.31459999,13.11459999,-0.00005322,0.00414225,-0.00128146,
-0.19685039,-0.5905512,5.51160002,13.31160002,-0.00007767,0.00381255,-0.00123613,
-0.19685039,-0.5905512,5.70839977,13.50839977,-0.00009552,0.00348399,-0.00108719,
-0.19685039,-0.5905512,5.9053998,13.7053998,-0.00007427,0.0031555,-0.00090855,
-0.19685039,-0.5905512,6.10200024,13.90200024,-0.00009372,0.00286518,-0.00082486,
-0.19685039,-0.5905512,6.29920006,14.09920006,-0.00004849,0.00265081,-0.00080257,
-0.19685039,-0.5905512,6.49580002,14.29580002,-0.00003216,0.00244468,-0.00079195,
-0.19685039,-0.5905512,6.69259977,14.49259977,-0.00009725,0.00222943,-0.00061831,
-0.19685039,-0.5905512,6.8895998,14.6895998,-0.00003329,0.00199872,-0.00058911,
-0.19685039,-0.5905512,7.08640003,14.88640003,-0.00007049,0.00190999,-0.00056607,
-0.19685039,-0.5905512,7.28340006,15.08340006,-0.00004681,0.00174919,-0.00046201,
-0.19685039,-0.5905512,7.48000002,15.28000002,-0.00004136,0.00161255,-0.00045752,
-0.19685039,-0.5905512,7.67679977,15.47679977,-0.00004031,0.00153117,-0.00046894,
-0.19685039,-0.5905512,7.8737998,15.6737998,-0.00003777,0.00141636,-0.00042812,
-0.19685039,-0.5905512,8.07059956,15.87059956,0.00005958,0.00129207,-0.00038615,
-0.19685039,-0.5905512,8.26739979,16.06739979,0.00001074,0.0011717,-0.00030423,
-0.19685039,-0.5905512,8.46440029,16.26440029,-0.0000047,0.001173,-0.00029711,
-0.19685039,-0.5905512,8.66139984,16.46139984,-0.00000961,0.0010759,-0.00030612,
-0.19685039,-0.5905512,8.8579998,16.6579998,-0.00001029,0.00094034,-0.00023861,
-0.19685039,-0.5905512,9.05480003,16.85480003,-0.00004503,0.00093934,-0.00026496,
-0.19685039,-0.5905512,9.25160027,17.05160027,-0.00004211,0.00088268,-0.00026513,
-0.19685039,-0.5905512,9.44859982,17.24859982,-0.00003838,0.00084058,-0.0002142,
-0.19685039,-0.5905512,9.64540005,17.44540005,-0.00003185,0.00076002,-0.0002321,
-0.19685039,-0.5905512,9.8423996,17.6423996,-0.00000616,0.00073676,-0.00014793,
-0.19685039,-0.5905512,10.03899956,17.83899956,-0.00005653,0.0006718,-0.00019464,
-0.19685039,-0.5905512,10.23600006,18.03600006,0.00002345,0.00060376,-0.00018904,
-0.19685039,-0.5905512,10.43280029,18.23280029,0.00002024,0.00057288,-0.00014868,
-0.19685039,-0.5905512,10.62959957,18.42959957,0.00002253,0.00055115,-0.00020002,
-0.19685039,-0.5905512,10.8263998,18.6263998,-0.00003484,0.00051165,-0.00014819,
-0.19685039,-0.5905512,11.02340031,18.82340031,-0.00003515,0.0005762,-0.00014718,
-0.19685039,-0.39370078,0.0002,7.8002,-0.00256424,0.14418304,-0.0492898,
-0.19685039,-0.39370078,0.19660001,7.99660001,-0.00220443,0.12226396,-0.04143088,
-0.19685039,-0.39370078,0.39340001,8.19340001,-0.00181337,0.10351936,-0.03457258,
-0.19685039,-0.39370078,0.59039998,8.39039998,-0.00149981,0.08785772,-0.0288699,
-0.19685039,-0.39370078,0.78719997,8.58719997,-0.00125058,0.0747574,-0.02420597,
-0.19685039,-0.39370078,0.98400003,8.78400003,-0.00106954,0.06385006,-0.02035021,
-0.19685039,-0.39370078,1.18079996,8.98079996,-0.00095311,0.05469014,-0.01718103,
-0.19685039,-0.39370078,1.37759995,9.17759995,-0.00078692,0.04703634,-0.01441954,
-0.19685039,-0.39370078,1.57459998,9.37459998,-0.00061712,0.04063161,-0.0122125,
-0.19685039,-0.39370078,1.77139997,9.57139997,-0.00052727,0.03518157,-0.010346,
-0.19685039,-0.39370078,1.96819997,9.76819997,-0.00046035,0.03050504,-0.00882515,
-0.19685039,-0.39370078,2.16499996,9.96499996,-0.00034425,0.02657611,-0.00748933,
-0.19685039,-0.39370078,2.36199999,10.16199999,-0.00032643,0.02318921,-0.0065082,
-0.19685039,-0.39370078,2.55879998,10.35879998,-0.00029859,0.02035184,-0.0055977,
-0.19685039,-0.39370078,2.75559998,10.55559998,-0.00025664,0.0179082,-0.00477362,
-0.19685039,-0.39370078,2.95239997,10.75239997,-0.00022967,0.01580575,-0.00411257,
-0.19685039,-0.39370078,3.1494,10.9494,-0.00022855,0.0139434,-0.0036109,
-0.19685039,-0.39370078,3.34619999,11.14619999,-0.0001803,0.01238438,-0.00316728,
-0.19685039,-0.39370078,3.54320002,11.34320002,-0.00016854,0.01093599,-0.00271015,
-0.19685039,-0.39370078,3.73979998,11.53979998,-0.00007894,0.00986148,-0.00237705,
-0.19685039,-0.39370078,3.9368,11.7368,-0.0000991,0.00874689,-0.002077,
-0.19685039,-0.39370078,4.13360023,11.93360023,-0.0000731,0.00788001,-0.00184984,
-0.19685039,-0.39370078,4.33039999,12.13039999,-0.00010415,0.00707932,-0.00167767,
-0.19685039,-0.39370078,4.52720022,12.32720022,-0.00005698,0.00638755,-0.00142239,
-0.19685039,-0.39370078,4.72440004,12.52440004,-0.00005812,0.0057587,-0.00130365,
-0.19685039,-0.39370078,4.921,12.721,-0.00005497,0.00517914,-0.00116143,
-0.19685039,-0.39370078,5.11780024,12.91780024,-0.00005238,0.00471279,-0.00111122,
-0.19685039,-0.39370078,5.31459999,13.11459999,0.00001334,0.004248,-0.00091335,
-0.19685039,-0.39370078,5.51160002,13.31160002,-0.00001492,0.00385068,-0.00079348,
-0.19685039,-0.39370078,5.70839977,13.50839977,-0.00007819,0.00350735,-0.00080775,
-0.19685039,-0.39370078,5.9053998,13.7053998,-0.00007456,0.00322318,-0.00070356,
-0.19685039,-0.39370078,6.10200024,13.90200024,-0.00012716,0.0029476,-0.00062308,
-0.19685039,-0.39370078,6.29920006,14.09920006,-0.00007477,0.00265328,-0.0005872,
-0.19685039,-0.39370078,6.49580002,14.29580002,-0.00005382,0.00249102,-0.00053069,
-0.19685039,-0.39370078,6.69259977,14.49259977,-0.00002495,0.00229803,-0.00047323,
-0.19685039,-0.39370078,6.8895998,14.6895998,-0.00003786,0.00208932,-0.00048162,
-0.19685039,-0.39370078,7.08640003,14.88640003,-0.00000223,0.00192037,-0.00046066,
-0.19685039,-0.39370078,7.28340006,15.08340006,-0.00005151,0.00179776,-0.00035998,
-0.19685039,-0.39370078,7.48000002,15.28000002,-0.00000586,0.00167529,-0.00032991,
-0.19685039,-0.39370078,7.67679977,15.47679977,-0.0000582,0.0015313,-0.00029701,
-0.19685039,-0.39370078,7.8737998,15.6737998,-0.0000228,0.001417,-0.00026107,
-0.19685039,-0.39370078,8.07059956,15.87059956,0.00005799,0.00133821,-0.00023164,
-0.19685039,-0.39370078,8.26739979,16.06739979,-0.0000055,0.00120049,-0.00024149,
-0.19685039,-0.39370078,8.46440029,16.26440029,0.00004402,0.00114678,-0.00022335,
-0.19685039,-0.39370078,8.66139984,16.46139984,-0.00000022,0.00106177,-0.00020113,
-0.19685039,-0.39370078,8.8579998,16.6579998,0.0000201,0.00101102,-0.00022219,
-0.19685039,-0.39370078,9.05480003,16.85480003,-0.00003899,0.00098377,-0.00018647,
-0.19685039,-0.39370078,9.25160027,17.05160027,0.00000265,0.0008976,-0.00017329,
-0.19685039,-0.39370078,9.44859982,17.24859982,-0.00003151,0.00087906,-0.00016193,
-0.19685039,-0.39370078,9.64540005,17.44540005,-0.0000031,0.00076791,-0.00013331,
-0.19685039,-0.39370078,9.8423996,17.6423996,-0.00003725,0.00073071,-0.00017375,
-0.19685039,-0.39370078,10.03899956,17.83899956,-0.00004981,0.00070595,-0.0001453,
-0.19685039,-0.39370078,10.23600006,18.03600006,-0.0000182,0.00058789,-0.00013469,
-0.19685039,-0.39370078,10.43280029,18.23280029,0.00004337,0.00052778,-0.00012639,
-0.19685039,-0.39370078,10.62959957,18.42959957,-0.0000466,0.00053025,-0.00011838,
-0.19685039,-0.39370078,10.8263998,18.6263998,-0.00000847,0.0005936,-0.0001092,
-0.19685039,-0.39370078,11.02340031,18.82340031,-0.00003466,0.00050564,-0.00009971,
-0.19685039,-0.19685039,0.0002,7.8002,-0.00190784,0.14913694,-0.02419249,
-0.19685039,-0.19685039,0.19660001,7.99660001,-0.00170627,0.12653069,-0.02034572,
-0.19685039,-0.19685039,0.39340001,8.19340001,-0.00138766,0.10702259,-0.01717976,
-0.19685039,-0.19685039,0.59039998,8.39039998,-0.00117935,0.09081834,-0.0143392,
-0.19685039,-0.19685039,0.78719997,8.58719997,-0.00094796,0.07714194,-0.01207353,
-0.19685039,-0.19685039,0.98400003,8.78400003,-0.00085181,0.06587897,-0.01012755,
-0.19685039,-0.19685039,1.18079996,8.98079996,-0.00080062,0.05639292,-0.00858687,
-0.19685039,-0.19685039,1.37759995,9.17759995,-0.00057491,0.04848444,-0.00724176,
-0.19685039,-0.19685039,1.57459998,9.37459998,-0.00050955,0.0418292,-0.00614092,
-0.19685039,-0.19685039,1.77139997,9.57139997,-0.00042448,0.03608755,-0.00527199,
-0.19685039,-0.19685039,1.96819997,9.76819997,-0.00035562,0.03135501,-0.00451163,
-0.19685039,-0.19685039,2.16499996,9.96499996,-0.00028339,0.02726526,-0.00386929,
-0.19685039,-0.19685039,2.36199999,10.16199999,-0.00025147,0.02374881,-0.00331882,
-0.19685039,-0.19685039,2.55879998,10.35879998,-0.00025492,0.0208355,-0.00286784,
-0.19685039,-0.19685039,2.75559998,10.55559998,-0.00019771,0.0182594,-0.00246993,
-0.19685039,-0.19685039,2.95239997,10.75239997,-0.00019785,0.01611605,-0.00215798,
-0.19685039,-0.19685039,3.1494,10.9494,-0.00013563,0.01423721,-0.00188584,
-0.19685039,-0.19685039,3.34619999,11.14619999,-0.00012066,0.01259459,-0.00164758,
-0.19685039,-0.19685039,3.54320002,11.34320002,-0.00011547,0.01119733,-0.00143173,
-0.19685039,-0.19685039,3.73979998,11.53979998,-0.00009766,0.00993816,-0.00128137,
-0.19685039,-0.19685039,3.9368,11.7368,-0.00008048,0.0088527,-0.00111144,
-0.19685039,-0.19685039,4.13360023,11.93360023,-0.00010305,0.00801746,-0.00099858,
-0.19685039,-0.19685039,4.33039999,12.13039999,-0.0000432,0.00715283,-0.00084932,
-0.19685039,-0.19685039,4.52720022,12.32720022,-0.00003462,0.00646127,-0.00076679,
-0.19685039,-0.19685039,4.72440004,12.52440004,-0.00006432,0.00578865,-0.00075527,
-0.19685039,-0.19685039,4.921,12.721,-0.00009783,0.00526059,-0.00067254,
-0.19685039,-0.19685039,5.11780024,12.91780024,-0.00003489,0.00474554,-0.00057118,
-0.19685039,-0.19685039,5.31459999,13.11459999,-0.0000205,0.00431449,-0.00054633,
-0.19685039,-0.19685039,5.51160002,13.31160002,-0.00005997,0.00393938,-0.00047276,
-0.19685039,-0.19685039,5.70839977,13.50839977,-0.00002928,0.00357462,-0.0004723,
-0.19685039,-0.19685039,5.9053998,13.7053998,-0.00004409,0.00325312,-0.00042294,
-0.19685039,-0.19685039,6.10200024,13.90200024,-0.00009162,0.00298743,-0.00035355,
-0.19685039,-0.19685039,6.29920006,14.09920006,-0.00006305,0.00270587,-0.00030732,
-0.19685039,-0.19685039,6.49580002,14.29580002,-0.00001607,0.00245786,-0.00035164,
-0.19685039,-0.19685039,6.69259977,14.49259977,-0.00006944,0.0023041,-0.00025687,
-0.19685039,-0.19685039,6.8895998,14.6895998,-0.00005335,0.00211697,-0.00018158,
-0.19685039,-0.19685039,7.08640003,14.88640003,-0.0000475,0.00195815,-0.00026692,
-0.19685039,-0.19685039,7.28340006,15.08340006,-0.00006596,0.00182931,-0.00022108,
-0.19685039,-0.19685039,7.48000002,15.28000002,-0.00006632,0.00167219,-0.00021505,
-0.19685039,-0.19685039,7.67679977,15.47679977,0.0000135,0.00153157,-0.00019835,
-0.19685039,-0.19685039,7.8737998,15.6737998,-0.0000041,0.00148981,-0.00023924,
-0.19685039,-0.19685039,8.07059956,15.87059956,-0.00000286,0.00129643,-0.00018524,
-0.19685039,-0.19685039,8.26739979,16.06739979,-0.00000198,0.00122426,-0.00018656,
-0.19685039,-0.19685039,8.46440029,16.26440029,-0.00000541,0.00112993,-0.00011934,
-0.19685039,-0.19685039,8.66139984,16.46139984,-0.0000157,0.00105804,-0.00018416,
-0.19685039,-0.19685039,8.8579998,16.6579998,-0.00000862,0.00107787,-0.00010972,
-0.19685039,-0.19685039,9.05480003,16.85480003,-0.00003246,0.00097213,-0.00012118,
-0.19685039,-0.19685039,9.25160027,17.05160027,0.00002146,0.00087603,-0.00009801,
-0.19685039,-0.19685039,9.44859982,17.24859982,0.00003793,0.00090228,-0.00015092,
-0.19685039,-0.19685039,9.64540005,17.44540005,0.00005901,0.0008106,-0.00006799,
-0.19685039,-0.19685039,9.8423996,17.6423996,0.000004,0.00074396,-0.00010305,
-0.19685039,-0.19685039,10.03899956,17.83899956,-0.00004513,0.0007172,-0.00016069,
-0.19685039,-0.19685039,10.23600006,18.03600006,-0.00006871,0.00062874,-0.00011773,
-0.19685039,-0.19685039,10.43280029,18.23280029,0.00000634,0.00065231,-0.00004639,
-0.19685039,-0.19685039,10.62959957,18.42959957,-0.00002266,0.00059072,-0.00009481,
-0.19685039,-0.19685039,10.8263998,18.6263998,-0.00001755,0.00058545,-0.00008842,
-0.19685039,-0.19685039,11.02340031,18.82340031,-0.00002328,0.00052664,-0.00008944,
-0.19685039,0,0.0002,7.8002,-0.00108874,0.15077751,0.00130198,
-0.19685039,0,0.19660001,7.99660001,-0.00100482,0.12787167,0.00112347,
-0.19685039,0,0.39340001,8.19340001,-0.00076645,0.1082253,0.00083538,
-0.19685039,0,0.59039998,8.39039998,-0.00066754,0.09172014,0.000668,
-0.19685039,0,0.78719997,8.58719997,-0.00060589,0.07791583,0.00040996,
-0.19685039,0,0.98400003,8.78400003,-0.00050696,0.06657151,0.00031387,
-0.19685039,0,1.18079996,8.98079996,-0.00053973,0.05694554,0.00020137,
-0.19685039,0,1.37759995,9.17759995,-0.00038993,0.0488948,0.00005195,
-0.19685039,0,1.57459998,9.37459998,-0.00035886,0.04219,0.00005695,
-0.19685039,0,1.77139997,9.57139997,-0.00031524,0.03646178,0.0000408,
-0.19685039,0,1.96819997,9.76819997,-0.00024913,0.03159692,-0.00005869,
-0.19685039,0,2.16499996,9.96499996,-0.0002002,0.02749446,-0.00005339,
-0.19685039,0,2.36199999,10.16199999,-0.00018611,0.02397274,-0.00007999,
-0.19685039,0,2.55879998,10.35879998,-0.00018546,0.02099195,-0.00009908,
-0.19685039,0,2.75559998,10.55559998,-0.00015517,0.01840589,-0.0001624,
-0.19685039,0,2.95239997,10.75239997,-0.00011201,0.01621747,-0.00014731,
-0.19685039,0,3.1494,10.9494,-0.00008916,0.01434737,-0.00011059,
-0.19685039,0,3.34619999,11.14619999,-0.00015179,0.01264931,-0.00012381,
-0.19685039,0,3.54320002,11.34320002,-0.00007847,0.01125905,-0.00009622,
-0.19685039,0,3.73979998,11.53979998,-0.00006369,0.01003754,-0.00013111,
-0.19685039,0,3.9368,11.7368,-0.00009073,0.00894072,-0.00012034,
-0.19685039,0,4.13360023,11.93360023,-0.00002103,0.00804586,-0.00014702,
-0.19685039,0,4.33039999,12.13039999,-0.00006136,0.00718561,-0.00011877,
-0.19685039,0,4.52720022,12.32720022,-0.00005135,0.0065103,-0.00011085,
-0.19685039,0,4.72440004,12.52440004,-0.00006921,0.00584964,-0.00010205,
-0.19685039,0,4.921,12.721,0.0000348,0.00536044,-0.00011476,
-0.19685039,0,5.11780024,12.91780024,0.00002051,0.00484178,-0.00012247,
-0.19685039,0,5.31459999,13.11459999,-0.00004975,0.0043854,-0.00016441,
-0.19685039,0,5.51160002,13.31160002,-0.00001395,0.00391107,-0.00009067,
-0.19685039,0,5.70839977,13.50839977,-0.00009304,0.00357685,-0.00016415,
-0.19685039,0,5.9053998,13.7053998,0.0000109,0.00326302,-0.00014807,
-0.19685039,0,6.10200024,13.90200024,-0.00005061,0.00298965,-0.00009034,
-0.19685039,0,6.29920006,14.09920006,-0.00004774,0.00274788,-0.00010241,
-0.19685039,0,6.49580002,14.29580002,-0.00000726,0.00246994,-0.00007653,
-0.19685039,0,6.69259977,14.49259977,-0.00003009,0.00229408,-0.00004512,
-0.19685039,0,6.8895998,14.6895998,-0.00005457,0.00213613,-0.00004874,
-0.19685039,0,7.08640003,14.88640003,-0.00004243,0.0019742,-0.00003537,
-0.19685039,0,7.28340006,15.08340006,-0.00007752,0.00183097,-0.00007931,
-0.19685039,0,7.48000002,15.28000002,-0.00005984,0.00173504,-0.00010432,
-0.19685039,0,7.67679977,15.47679977,0.00001016,0.00159835,-0.00008772,
-0.19685039,0,7.8737998,15.6737998,-0.00005318,0.00144333,-0.00007047,
-0.19685039,0,8.07059956,15.87059956,-0.00001627,0.00133534,-0.00012607,
-0.19685039,0,8.26739979,16.06739979,-0.00001392,0.00122719,-0.00004711,
-0.19685039,0,8.46440029,16.26440029,-0.00003318,0.00113607,-0.00006179,
-0.19685039,0,8.66139984,16.46139984,0.00005227,0.00111859,-0.00004059,
-0.19685039,0,8.8579998,16.6579998,-0.00001699,0.00103784,-0.00007706,
-0.19685039,0,9.05480003,16.85480003,-0.00001624,0.00094525,-0.00008281,
-0.19685039,0,9.25160027,17.05160027,0.00001873,0.00085756,-0.00006894,
-0.19685039,0,9.44859982,17.24859982,0.00005124,0.00081647,-0.00009278,
-0.19685039,0,9.64540005,17.44540005,-0.00006367,0.00080172,-0.00005482,
-0.19685039,0,9.8423996,17.6423996,0.00000396,0.00071176,-0.0001012,
-0.19685039,0,10.03899956,17.83899956,0.00001495,0.00067168,-0.00004811,
-0.19685039,0,10.23600006,18.03600006,-0.00000309,0.00058676,-0.00003984,
-0.19685039,0,10.43280029,18.23280029,0.00002733,0.00063095,-0.00003483,
-0.19685039,0,10.62959957,18.42959957,-0.00000668,0.00058574,-0.00006554,
-0.19685039,0,10.8263998,18.6263998,-0.00001315,0.00052807,-0.0000429,
-0.19685039,0,11.02340031,18.82340031,-0.00006083,0.00053427,-0.00001943,
-0.19685039,0.19685039,0.0002,7.8002,-0.00016806,0.14896692,0.02693741,
-0.19685039,0.19685039,0.19660001,7.99660001,-0.00014657,0.12636098,0.02252143,
-0.19685039,0.19685039,0.39340001,8.19340001,-0.00013409,0.10691238,0.01871714,
-0.19685039,0.19685039,0.59039998,8.39039998,-0.00012017,0.09069869,0.01552976,
-0.19685039,0.19685039,0.78719997,8.58719997,-0.00010319,0.07713181,0.01291863,
-0.19685039,0.19685039,0.98400003,8.78400003,-0.0001185,0.06595064,0.01076766,
-0.19685039,0.19685039,1.18079996,8.98079996,-0.00019814,0.05644589,0.0089829,
-0.19685039,0.19685039,1.37759995,9.17759995,-0.00017938,0.04844309,0.00739986,
-0.19685039,0.19685039,1.57459998,9.37459998,-0.0001383,0.04178502,0.00621156,
-0.19685039,0.19685039,1.77139997,9.57139997,-0.0001232,0.03610712,0.00524376,
-0.19685039,0.19685039,1.96819997,9.76819997,-0.00015917,0.03137584,0.00437955,
-0.19685039,0.19685039,2.16499996,9.96499996,-0.00004264,0.02730995,0.00371089,
-0.19685039,0.19685039,2.36199999,10.16199999,-0.00008785,0.02387046,0.00310308,
-0.19685039,0.19685039,2.55879998,10.35879998,-0.00012295,0.0208461,0.00263182,
-0.19685039,0.19685039,2.75559998,10.55559998,-0.00014202,0.01827209,0.0021488,
-0.19685039,0.19685039,2.95239997,10.75239997,-0.00009302,0.01613983,0.00191405,
-0.19685039,0.19685039,3.1494,10.9494,-0.00003347,0.01436131,0.00159849,
-0.19685039,0.19685039,3.34619999,11.14619999,-0.00003619,0.01258307,0.0013924,
-0.19685039,0.19685039,3.54320002,11.34320002,-0.00006661,0.01127997,0.00120649,
-0.19685039,0.19685039,3.73979998,11.53979998,-0.00006089,0.00997514,0.00101634,
-0.19685039,0.19685039,3.9368,11.7368,-0.00004462,0.00887396,0.00089105,
-0.19685039,0.19685039,4.13360023,11.93360023,-0.00006223,0.00797434,0.00074585,
-0.19685039,0.19685039,4.33039999,12.13039999,-0.00003503,0.00715779,0.00064436,
-0.19685039,0.19685039,4.52720022,12.32720022,-0.00001708,0.00645238,0.00056037,
-0.19685039,0.19685039,4.72440004,12.52440004,-0.00004356,0.00590103,0.00048798,
-0.19685039,0.19685039,4.921,12.721,-0.00001801,0.00527435,0.00042043,
