% Model:              Data taken by AP-STD
% Version:            2 mm spaced file for 2nd magnet
% Date:               Oct 26 2023           08:55
% Dimension:          3
% Nodes:              2700
% Expressions:        3
% Description:        Magnetic flux density, x component, Magnetic flux density, y component, Magnetic flux density, z component
% Length unit:        mm
% X                       Y                        Z                        mfnc.Bz (T)              mfnc.By (T)              mfnc.Bx (T)
-3          -13          95.1          0.04112          -1.25722          0.04546
-3          -13          100.1          0.05227          -1.24761          0.04355
-3          -13          105.1          0.06864          -1.23103          0.04093
-3          -13          110.1          0.08836          -1.20319          0.03759
-3          -13          115.1          0.10656          -1.16461          0.03397
-3          -13          120.1          0.11699          -1.11663          0.03062
-1          -13          120.1          0.11771          -1.11745          0.02432
-1          -13          115.1          0.10747          -1.16561          0.02637
-1          -13          110.1          0.08937          -1.2052          0.0285
-1          -13          105.1          0.06958          -1.23232          0.03032
-1          -13          100.1          0.05294          -1.24965          0.03163
-1          -13          95.1          0.04169          -1.25937          0.03254
-1          -13          90.1          0.03664          -1.26497          0.03319
-1          -13          85.1          0.03977          -1.26919          0.03418
-1          -13          80.1          0.0542          -1.27741          0.03621
-1          -13          75.1          0.08137          -1.30194          0.04042
-1          -13          70.1          0.10541          -1.35879          0.04738
-1          -13          65.1          0.09164          -1.42975          0.05623
-1          -13          60.1          0.04924          -1.47178          0.0628
1          -13          60.1          0.05032          -1.47584          0.02474
1          -13          65.1          0.09381          -1.43356          0.02372
1          -13          70.1          0.10737          -1.36048          0.0205
1          -13          75.1          0.0824          -1.30289          0.01865
1          -13          80.1          0.05468          -1.27814          0.0185
1          -13          85.1          0.04002          -1.26945          0.01902
1          -13          90.1          0.03675          -1.26559          0.01941
1          -13          95.1          0.04181          -1.25987          0.01988
1          -13          100.1          0.05313          -1.25041          0.02013
1          -13          105.1          0.06986          -1.23323          0.02016
1          -13          110.1          0.08971          -1.2055          0.01974
1          -13          115.1          0.10789          -1.16618          0.01906
1          -13          120.1          0.1182          -1.11814          0.01816
3          -13          120.1          0.11788          -1.118          0.01186
3          -13          115.1          0.10781          -1.16622          0.01151
3          -13          110.1          0.08948          -1.20563          0.01089
3          -13          105.1          0.06958          -1.23318          0.00974
3          -13          100.1          0.05278          -1.25006          0.00836
3          -13          95.1          0.04145          -1.25985          0.00699
3          -13          90.1          0.03644          -1.26481          0.00546
3          -13          85.1          0.03942          -1.26899          0.00346
3          -13          80.1          0.05385          -1.27701          0.00057
3          -13          75.1          0.08158          -1.30143          -0.00356
3          -13          70.1          0.10696          -1.359          -0.00727
3          -13          65.1          0.09334          -1.43339          -0.01012
3          -13          60.1          0.04958          -1.47613          -0.01454
5          -13          60.1          0.04681          -1.47192          -0.05792
5          -13          65.1          0.09033          -1.43009          -0.04655
5          -13          70.1          0.10426          -1.35467          -0.03642
5          -13          75.1          0.07852          -1.29713          -0.02643
5          -13          80.1          0.05165          -1.27392          -0.01789
5          -13          85.1          0.03804          -1.26646          -0.01247
5          -13          90.1          0.03556          -1.26298          -0.00911
5          -13          95.1          0.04071          -1.25812          -0.00653
5          -13          100.1          0.05203          -1.24876          -0.00405
5          -13          105.1          0.06868          -1.23236          -0.00137
5          -13          110.1          0.08874          -1.20523          0.0014
5          -13          115.1          0.107          -1.16559          0.00357
5          -13          120.1          0.11732          -1.11731          0.00524
7          -13          120.1          0.11613          -1.11641          -0.00199
7          -13          115.1          0.10569          -1.16488          -0.00518
7          -13          110.1          0.08724          -1.20429          -0.00913
7          -13          105.1          0.06721          -1.23073          -0.01353
7          -13          100.1          0.05076          -1.24656          -0.01761
7          -13          95.1          0.03956          -1.25511          -0.0212
7          -13          90.1          0.03424          -1.25961          -0.02469
7          -13          85.1          0.03605          -1.26249          -0.02932
7          -13          80.1          0.04805          -1.26869          -0.03697
7          -13          75.1          0.07308          -1.28991          -0.05006
7          -13          70.1          0.09852          -1.34633          -0.06765
7          -13          65.1          0.0838          -1.42223          -0.08722
7          -13          60.1          0.04163          -1.46135          -0.10668
-9          -11          60.1          0.02347          -1.34298          0.19672
-9          -11          65.1          0.03989          -1.32688          0.1708
-9          -11          70.1          0.05264          -1.29263          0.13749
-9          -11          75.1          0.04703          -1.25917          0.113
-9          -11          80.1          0.03642          -1.24213          0.09783
-9          -11          85.1          0.03051          -1.23487          0.08978
-9          -11          90.1          0.03025          -1.22978          0.08519
-9          -11          95.1          0.03447          -1.224          0.08166
-9          -11          100.1          0.04273          -1.21472          0.07762
-9          -11          105.1          0.05458          -1.19954          0.07213
-9          -11          110.1          0.0691          -1.17601          0.06485
-9          -11          115.1          0.0831          -1.14199          0.05648
-9          -11          120.1          0.09216          -1.1005          0.04832
-7          -11          120.1          0.09473          -1.10433          0.04128
-7          -11          115.1          0.08588          -1.1464          0.04749
-7          -11          110.1          0.07183          -1.18117          0.05389
-7          -11          105.1          0.05691          -1.20596          0.05956
-7          -11          100.1          0.04455          -1.22184          0.06411
-7          -11          95.1          0.03598          -1.23224          0.06745
-7          -11          90.1          0.0318          -1.23852          0.07051
-7          -11          85.1          0.03291          -1.24391          0.07444
-7          -11          80.1          0.04064          -1.25238          0.08151
-7          -11          75.1          0.05429          -1.27187          0.09413
-7          -11          70.1          0.06332          -1.30935          0.11388
-7          -11          65.1          0.05182          -1.35198          0.13885
-7          -11          60.1          0.0299          -1.37421          0.159
-5          -11          60.1          0.03498          -1.39677          0.12289
-5          -11          65.1          0.06052          -1.36974          0.10841
-5          -11          70.1          0.07119          -1.32237          0.09025
-5          -11          75.1          0.05991          -1.2815          0.0755
-5          -11          80.1          0.04406          -1.26013          0.06559
-5          -11          85.1          0.03487          -1.25044          0.06002
-5          -11          90.1          0.03307          -1.24467          0.05682
-5          -11          95.1          0.03711          -1.23776          0.05444
-5          -11          100.1          0.04595          -1.22767          0.05194
-5          -11          105.1          0.05876          -1.21081          0.04853
-5          -11          110.1          0.07394          -1.1851          0.04423
-5          -11          115.1          0.08805          -1.15024          0.03951
-5          -11          120.1          0.09657          -1.10691          0.03499
-3          -11          120.1          0.09802          -1.10887          0.02907
-3          -11          115.1          0.08943          -1.15226          0.03222
-3          -11          110.1          0.07544          -1.18807          0.0355
-3          -11          105.1          0.06006          -1.21415          0.03837
-3          -11          100.1          0.04693          -1.23144          0.0407
-3          -11          95.1          0.03794          -1.24201          0.0424
-3          -11          90.1          0.03395          -1.24897          0.04398
-3          -11          85.1          0.03627          -1.25524          0.04621
-3          -11          80.1          0.04656          -1.26532          0.04994
-3          -11          75.1          0.06401          -1.28854          0.05678
-3          -11          70.1          0.07681          -1.3314          0.06689
-3          -11          65.1          0.06649          -1.38129          0.07922
-3          -11          60.1          0.03866          -1.41242          0.08899
-1          -11          60.1          0.0409          -1.42109          0.05581
-1          -11          65.1          0.07027          -1.389          0.05053
-1          -11          70.1          0.08046          -1.33682          0.04359
-1          -11          75.1          0.0666          -1.29205          0.03795
-1          -11          80.1          0.04807          -1.26843          0.03445
-1          -11          85.1          0.0371          -1.25768          0.03259
-1          -11          90.1          0.03447          -1.25156          0.03159
-1          -11          95.1          0.03845          -1.24448          0.03092
-1          -11          100.1          0.04756          -1.23373          0.03003
-1          -11          105.1          0.06078          -1.21609          0.02888
-1          -11          110.1          0.07632          -1.18973          0.02722
-1          -11          115.1          0.0903          -1.1533          0.02531
-1          -11          120.1          0.09879          -1.10991          0.0234
1          -11          120.1          0.09897          -1.11021          0.01784
1          -11          115.1          0.09061          -1.15386          0.01864
1          -11          110.1          0.07663          -1.1904          0.01917
1          -11          105.1          0.06104          -1.21697          0.01958
1          -11          100.1          0.04773          -1.23456          0.01969
1          -11          95.1          0.03859          -1.24501          0.01959
1          -11          90.1          0.03465          -1.25214          0.01937
1          -11          85.1          0.03734          -1.25866          0.01902
1          -11          80.1          0.04852          -1.26901          0.01886
1          -11          75.1          0.06741          -1.2931          0.01903
1          -11          70.1          0.08176          -1.33833          0.02016
1          -11          65.1          0.07164          -1.39125          0.022
1          -11          60.1          0.04172          -1.42514          0.02267
3          -11          60.1          0.04103          -1.4231          -0.01199
3          -11          65.1          0.07108          -1.39002          -0.00793
3          -11          70.1          0.08136          -1.33659          -0.0042
3          -11          75.1          0.06664          -1.29077          -0.00039
3          -11          80.1          0.04788          -1.26746          0.00294
3          -11          85.1          0.03683          -1.25713          0.00525
3          -11          90.1          0.03432          -1.25106          0.0069
3          -11          95.1          0.03834          -1.2445          0.00803
3          -11          100.1          0.0475          -1.23424          0.00909
3          -11          105.1          0.06089          -1.21679          0.01013
3          -11          110.1          0.07644          -1.1903          0.01109
3          -11          115.1          0.09046          -1.15388          0.01172
3          -11          120.1          0.09897          -1.11022          0.01218
5          -11          120.1          0.09816          -1.10924          0.00625
5          -11          115.1          0.08986          -1.15299          0.00446
5          -11          110.1          0.0757          -1.18905          0.00242
5          -11          105.1          0.0601          -1.21522          0.00015
5          -11          100.1          0.04681          -1.23198          -0.00198
5          -11          95.1          0.03774          -1.24229          -0.00399
5          -11          90.1          0.03358          -1.24885          -0.00609
5          -11          85.1          0.03578          -1.254          -0.00886
5          -11          80.1          0.04606          -1.26346          -0.01326
5          -11          75.1          0.06404          -1.28554          -0.02042
5          -11          70.1          0.07841          -1.32996          -0.02946
5          -11          65.1          0.06812          -1.38344          -0.03949
5          -11          60.1          0.03862          -1.41541          -0.04931
7          -11          60.1          0.03434          -1.40045          -0.08988
7          -11          65.1          0.06223          -1.37128          -0.07403
7          -11          70.1          0.07276          -1.31964          -0.05619
7          -11          75.1          0.05961          -1.27742          -0.04082
7          -11          80.1          0.04308          -1.25693          -0.03009
7          -11          85.1          0.03408          -1.24849          -0.02367
7          -11          90.1          0.03248          -1.24374          -0.01985
7          -11          95.1          0.03674          -1.23778          -0.01691
7          -11          100.1          0.04574          -1.22834          -0.01409
7          -11          105.1          0.05883          -1.21193          -0.01071
7          -11          110.1          0.07443          -1.18688          -0.00713
7          -11          115.1          0.08855          -1.15076          -0.00347
7          -11          120.1          0.09701          -1.10763          -0.00025
9          -11          120.1          0.09503          -1.10456          -0.0073
9          -11          115.1          0.08668          -1.14783          -0.01232
9          -11          110.1          0.07243          -1.18282          -0.01769
9          -11          105.1          0.0571          -1.2077          -0.02285
9          -11          100.1          0.04422          -1.22299          -0.02733
9          -11          95.1          0.03535          -1.23204          -0.03114
9          -11          90.1          0.031          -1.23709          -0.03455
9          -11          85.1          0.03179          -1.24103          -0.03936
9          -11          80.1          0.03921          -1.24789          -0.04743
9          -11          75.1          0.05302          -1.26579          -0.06162
9          -11          70.1          0.06376          -1.30476          -0.0841
9          -11          65.1          0.05282          -1.35157          -0.11166
9          -11          60.1          0.0281          -1.37612          -0.13545
-11          -9          60.1          0.01456          -1.2663          0.18915
-11          -9          65.1          0.02002          -1.26081          0.16716
-11          -9          70.1          0.02869          -1.24641          0.13634
-11          -9          75.1          0.03094          -1.2276          0.1124
-11          -9          80.1          0.028          -1.21573          0.09899
-11          -9          85.1          0.02581          -1.20816          0.09171
-11          -9          90.1          0.0263          -1.20261          0.08756
-11          -9          95.1          0.02976          -1.19646          0.08417
-11          -9          100.1          0.03595          -1.1867          0.08012
-11          -9          105.1          0.04462          -1.1726          0.07492
-11          -9          110.1          0.05501          -1.15151          0.06779
-11          -9          115.1          0.06524          -1.12231          0.05902
-11          -9          120.1          0.0723          -1.08631          0.04985
-9          -9          120.1          0.0754          -1.09194          0.04348
-9          -9          115.1          0.06838          -1.12919          0.05059
-9          -9          110.1          0.05795          -1.16          0.05749
-9          -9          105.1          0.04698          -1.18276          0.06348
-9          -9          100.1          0.03777          -1.19817          0.06796
-9          -9          95.1          0.03127          -1.20825          0.0713
-9          -9          90.1          0.02791          -1.21507          0.07444
-9          -9          85.1          0.02801          -1.22131          0.07842
-9          -9          80.1          0.03194          -1.22986          0.08517
-9          -9          75.1          0.03788          -1.24507          0.09744
-9          -9          70.1          0.03936          -1.26928          0.11709
-9          -9          65.1          0.0311          -1.29268          0.14197
-9          -9          60.1          0.02028          -1.3045          0.16073
-7          -9          60.1          0.02519          -1.33442          0.13179
-7          -9          65.1          0.03989          -1.31709          0.11703
-7          -9          70.1          0.04778          -1.28728          0.09765
-7          -9          75.1          0.04375          -1.25933          0.08197
-7          -9          80.1          0.03541          -1.24136          0.07169
-7          -9          85.1          0.03002          -1.23174          0.06584
-7          -9          90.1          0.02924          -1.22507          0.06237
-7          -9          95.1          0.03249          -1.21724          0.05973
-7          -9          100.1          0.03926          -1.20639          0.05688
-7          -9          105.1          0.04893          -1.19022          0.05311
-7          -9          110.1          0.06028          -1.16683          0.04844
-7          -9          115.1          0.0708          -1.13459          0.04305
-7          -9          120.1          0.07782          -1.09595          0.03765
-5          -9          120.1          0.07944          -1.09932          0.03223
-5          -9          115.1          0.07257          -1.13846          0.0363
-5          -9          110.1          0.06194          -1.17163          0.04025
-5          -9          105.1          0.05043          -1.19615          0.04383
-5          -9          100.1          0.04044          -1.21285          0.04676
-5          -9          95.1          0.03355          -1.22411          0.04897
-5          -9          90.1          0.03036          -1.23193          0.05108
-5          -9          85.1          0.03171          -1.23907          0.0538
-5          -9          80.1          0.03826          -1.24986          0.05855
-5          -9          75.1          0.04838          -1.26957          0.06663
-5          -9          70.1          0.05421          -1.30126          0.07848
-5          -9          65.1          0.04652          -1.33544          0.0926
-5          -9          60.1          0.02917          -1.35627          0.10388
-3          -9          60.1          0.03203          -1.37174          0.07658
-3          -9          65.1          0.05111          -1.34737          0.06883
-3          -9          70.1          0.05873          -1.31047          0.05923
-3          -9          75.1          0.05171          -1.27681          0.05099
-3          -9          80.1          0.04033          -1.25588          0.0455
-3          -9          85.1          0.03289          -1.24459          0.04216
-3          -9          90.1          0.03113          -1.23674          0.04022
-3          -9          95.1          0.03428          -1.22888          0.03885
-3          -9          100.1          0.04131          -1.21742          0.03729
-3          -9          105.1          0.05144          -1.19981          0.03528
-3          -9          110.1          0.06322          -1.17488          0.03284
-3          -9          115.1          0.07384          -1.14142          0.03
-3          -9          120.1          0.0805          -1.10145          0.02718
-1          -9          120.1          0.08127          -1.10291          0.02237
-1          -9          115.1          0.07452          -1.14292          0.02404
-1          -9          110.1          0.06388          -1.17645          0.02573
-1          -9          105.1          0.05213          -1.20195          0.02708
-1          -9          100.1          0.04184          -1.21963          0.02828
-1          -9          95.1          0.03473          -1.23126          0.02905
-1          -9          90.1          0.03169          -1.23945          0.02975
-1          -9          85.1          0.03369          -1.24736          0.03073
-1          -9          80.1          0.04161          -1.25927          0.03239
-1          -9          75.1          0.05377          -1.28097          0.03536
-1          -9          70.1          0.06157          -1.31599          0.03996
-1          -9          65.1          0.05401          -1.35473          0.0453
-1          -9          60.1          0.03378          -1.38023          0.04907
1          -9          60.1          0.03437          -1.38313          0.02166
1          -9          65.1          0.05517          -1.35732          0.02141
1          -9          70.1          0.06262          -1.31725          0.02036
1          -9          75.1          0.05453          -1.28204          0.01945
1          -9          80.1          0.04203          -1.25978          0.01934
1          -9          85.1          0.03389          -1.24796          0.01926
1          -9          90.1          0.03183          -1.24019          0.0194
1          -9          95.1          0.03486          -1.23211          0.01946
1          -9          100.1          0.04205          -1.22073          0.01938
1          -9          105.1          0.05239          -1.20307          0.01923
1          -9          110.1          0.06426          -1.17754          0.01882
1          -9          115.1          0.0749          -1.14372          0.01826
1          -9          120.1          0.08138          -1.10338          0.0176
3          -9          120.1          0.0813          -1.10314          0.01268
3          -9          115.1          0.07479          -1.1432          0.01228
3          -9          110.1          0.06408          -1.17716          0.0117
3          -9          105.1          0.05224          -1.20258          0.01112
3          -9          100.1          0.04184          -1.2199          0.01035
3          -9          95.1          0.0347          -1.2311          0.00963
3          -9          90.1          0.03158          -1.23894          0.0088
3          -9          85.1          0.03357          -1.24657          0.00765
3          -9          80.1          0.04154          -1.25768          0.00599
3          -9          75.1          0.05385          -1.27931          0.00334
3          -9          70.1          0.06201          -1.31442          0.00007
3          -9          65.1          0.05445          -1.35428          -0.00331
3          -9          60.1          0.0338          -1.37946          -0.00681
5          -9          60.1          0.03189          -1.36985          -0.03738
5          -9          65.1          0.05187          -1.3462          -0.02939
5          -9          70.1          0.05946          -1.30746          -0.02076
5          -9          75.1          0.05176          -1.2733          -0.01316
5          -9          80.1          0.04005          -1.25298          -0.00768
5          -9          85.1          0.03266          -1.24271          -0.00422
5          -9          90.1          0.03102          -1.2356          -0.00205
5          -9          95.1          0.0342          -1.22819          -0.00052
5          -9          100.1          0.04137          -1.21731          0.00097
5          -9          105.1          0.05163          -1.20032          0.00261
5          -9          110.1          0.06348          -1.17522          0.00437
5          -9          115.1          0.0741          -1.14155          0.00602
5          -9          120.1          0.08074          -1.10164          0.00765
7          -9          120.1          0.07954          -1.09927          0.00215
7          -9          115.1          0.07296          -1.13886          -0.00071
7          -9          110.1          0.06239          -1.17206          -0.00372
7          -9          105.1          0.05058          -1.19629          -0.00659
7          -9          100.1          0.04047          -1.2129          -0.00916
7          -9          95.1          0.0334          -1.22323          -0.01145
7          -9          90.1          0.03011          -1.23009          -0.01371
7          -9          85.1          0.03134          -1.23604          -0.01675
7          -9          80.1          0.03776          -1.24568          -0.02179
7          -9          75.1          0.04811          -1.26393          -0.03016
7          -9          70.1          0.05473          -1.29542          -0.04245
7          -9          65.1          0.04708          -1.33105          -0.05737
7          -9          60.1          0.02851          -1.35232          -0.0699
9          -9          60.1          0.02363          -1.32638          -0.10521
9          -9          65.1          0.03972          -1.31002          -0.08726
9          -9          70.1          0.0475          -1.27866          -0.06524
9          -9          75.1          0.04291          -1.25108          -0.04745
9          -9          80.1          0.03458          -1.23536          -0.03622
9          -9          85.1          0.02951          -1.22733          -0.0297
9          -9          90.1          0.0289          -1.22232          -0.02599
9          -9          95.1          0.03235          -1.21582          -0.02323
9          -9          100.1          0.03926          -1.20624          -0.0203
9          -9          105.1          0.04916          -1.19075          -0.01682
9          -9          110.1          0.06071          -1.167          -0.01275
9          -9          115.1          0.07133          -1.13506          -0.0083
9          -9          120.1          0.07789          -1.09625          -0.00391
11          -9          120.1          0.07553          -1.09159          -0.01055
11          -9          115.1          0.06886          -1.1294          -0.01682
11          -9          110.1          0.05853          -1.16054          -0.02295
11          -9          105.1          0.0473          -1.1827          -0.02845
11          -9          100.1          0.03775          -1.19732          -0.03275
11          -9          95.1          0.03101          -1.20614          -0.03632
11          -9          90.1          0.02752          -1.2112          -0.03949
11          -9          85.1          0.02731          -1.21558          -0.04386
11          -9          80.1          0.0308          -1.22162          -0.051
11          -9          75.1          0.03613          -1.23436          -0.06477
11          -9          70.1          0.03732          -1.25705          -0.0884
11          -9          65.1          0.02929          -1.28031          -0.11893
11          -9          60.1          0.01719          -1.29068          -0.14235
-13          -7          60.1          0.00857          -1.19745          0.16618
-13          -7          65.1          0.00768          -1.19928          0.14862
-13          -7          70.1          0.01288          -1.19914          0.12303
-13          -7          75.1          0.01925          -1.19239          0.10303
-13          -7          80.1          0.02108          -1.18491          0.09234
-13          -7          85.1          0.02128          -1.17882          0.08685
-13          -7          90.1          0.02236          -1.17318          0.08329
-13          -7          95.1          0.02508          -1.16641          0.08014
-13          -7          100.1          0.02951          -1.15765          0.07676
-13          -7          105.1          0.03543          -1.14439          0.07241
-13          -7          110.1          0.04239          -1.12572          0.0657
-13          -7          115.1          0.04928          -1.10069          0.05757
-13          -7          120.1          0.05463          -1.07067          0.04842
-11          -7          120.1          0.05774          -1.07861          0.04302
-11          -7          115.1          0.05253          -1.11133          0.05031
-11          -7          110.1          0.0452          -1.13829          0.05701
-11          -7          105.1          0.0376          -1.15821          0.06249
-11          -7          100.1          0.03118          -1.17282          0.0668
-11          -7          95.1          0.02647          -1.18269          0.06969
-11          -7          90.1          0.02377          -1.19023          0.07262
-11          -7          85.1          0.02323          -1.19626          0.07603
-11          -7          80.1          0.02431          -1.20388          0.08168
-11          -7          75.1          0.02517          -1.21439          0.09239
-11          -7          70.1          0.02234          -1.2275          0.10994
-11          -7          65.1          0.01694          -1.23682          0.13141
-11          -7          60.1          0.0133          -1.24088          0.14755
-9          -7          60.1          0.01764          -1.27653          0.12713
-9          -7          65.1          0.02478          -1.26736          0.11325
-9          -7          70.1          0.03024          -1.25082          0.09557
-9          -7          75.1          0.0305          -1.23275          0.08095
-9          -7          80.1          0.02739          -1.21939          0.0714
-9          -7          85.1          0.02501          -1.21038          0.06606
-9          -7          90.1          0.02506          -1.20306          0.06284
-9          -7          95.1          0.02767          -1.19541          0.06011
-9          -7          100.1          0.03256          -1.18498          0.05749
-9          -7          105.1          0.03942          -1.16912          0.05375
-9          -7          110.1          0.04745          -1.14769          0.04911
-9          -7          115.1          0.05501          -1.11941          0.04379
-9          -7          120.1          0.06018          -1.08481          0.03808
-7          -7          120.1          0.06199          -1.08964          0.0334
-7          -7          115.1          0.05687          -1.12533          0.0378
-7          -7          110.1          0.04921          -1.15505          0.04219
-7          -7          105.1          0.04095          -1.17797          0.04587
-7          -7          100.1          0.03383          -1.19435          0.0488
-7          -7          95.1          0.02872          -1.20584          0.05122
-7          -7          90.1          0.02624          -1.21405          0.05339
-7          -7          85.1          0.02664          -1.22174          0.05618
-7          -7          80.1          0.03013          -1.23174          0.06096
-7          -7          75.1          0.03497          -1.2478          0.06905
-7          -7          70.1          0.03656          -1.26965          0.0809
-7          -7          65.1          0.03111          -1.29166          0.0953
-7          -7          60.1          0.0214          -1.30474          0.10615
-5          -7          60.1          0.0244          -1.32626          0.08513
-5          -7          65.1          0.03603          -1.30972          0.07687
-5          -7          70.1          0.04149          -1.28399          0.06621
-5          -7          75.1          0.03857          -1.25873          0.05697
-5          -7          80.1          0.0324          -1.24134          0.05061
-5          -7          85.1          0.02803          -1.22999          0.04689
-5          -7          90.1          0.02715          -1.22139          0.04452
-5          -7          95.1          0.02954          -1.21291          0.04282
-5          -7          100.1          0.03477          -1.20082          0.04083
-5          -7          105.1          0.04216          -1.18438          0.03854
-5          -7          110.1          0.05058          -1.16073          0.03562
-5          -7          115.1          0.05836          -1.12999          0.03249
-5          -7          120.1          0.06344          -1.09304          0.02917
-3          -7          120.1          0.06432          -1.0957          0.0252
-3          -7          115.1          0.05932          -1.13279          0.02748
-3          -7          110.1          0.05164          -1.16412          0.02983
-3          -7          105.1          0.04303          -1.18871          0.03181
-3          -7          100.1          0.0355          -1.20602          0.03343
-3          -7          95.1          0.03022          -1.21819          0.0348
-3          -7          90.1          0.02786          -1.22728          0.03607
-3          -7          85.1          0.0291          -1.2359          0.03777
-3          -7          80.1          0.03412          -1.24763          0.04052
-3          -7          75.1          0.04131          -1.26659          0.04497
-3          -7          70.1          0.04496          -1.29347          0.05141
-3          -7          65.1          0.03954          -1.32193          0.05875
-3          -7          60.1          0.02656          -1.34068          0.06442
-1          -7          60.1          0.02794          -1.34841          0.04329
-1          -7          65.1          0.04166          -1.32872          0.04036
-1          -7          70.1          0.04715          -1.29901          0.03634
-1          -7          75.1          0.04294          -1.27061          0.03274
-1          -7          80.1          0.03519          -1.25103          0.03024
-1          -7          85.1          0.02978          -1.23866          0.02885
-1          -7          90.1          0.02829          -1.23009          0.02783
-1          -7          95.1          0.03063          -1.22094          0.0271
-1          -7          100.1          0.0359          -1.20877          0.02634
-1          -7          105.1          0.04354          -1.19099          0.02533
-1          -7          110.1          0.05216          -1.16667          0.02417
-1          -7          115.1          0.05995          -1.13489          0.02272
-1          -7          120.1          0.06485          -1.09722          0.02127
1          -7          120.1          0.06516          -1.09777          0.01745
1          -7          115.1          0.06016          -1.13543          0.01806
1          -7          110.1          0.05249          -1.1676          0.01859
1          -7          105.1          0.04379          -1.19203          0.01903
1          -7          100.1          0.03618          -1.20992          0.0193
1          -7          95.1          0.03084          -1.22193          0.01948
1          -7          90.1          0.02854          -1.2308          0.01961
1          -7          85.1          0.03005          -1.23956          0.01973
1          -7          80.1          0.0356          -1.2518          0.01994
1          -7          75.1          0.0436          -1.27162          0.02039
1          -7          70.1          0.04808          -1.30037          0.02105
1          -7          65.1          0.04255          -1.33057          0.02179
1          -7          60.1          0.0285          -1.35051          0.02212
3          -7          60.1          0.02803          -1.34602          -0.00007
3          -7          65.1          0.04204          -1.32682          0.00246
3          -7          70.1          0.04756          -1.2971          0.00513
3          -7          75.1          0.04315          -1.26887          0.00756
3          -7          80.1          0.03531          -1.24945          0.00943
3          -7          85.1          0.02986          -1.23783          0.01059
3          -7          90.1          0.02844          -1.22945          0.01123
3          -7          95.1          0.03074          -1.22055          0.01172
3          -7          100.1          0.03604          -1.20854          0.0121
