% Model:              Data taken by AP-STD
% Version:            2 mm spaced file for 2nd magnet
% Date:               Oct 25 2023           11:22
% Dimension:          3
% Nodes:              2700
% Expressions:        3
% Description:        Magnetic flux density, x component, Magnetic flux density, y component, Magnetic flux density, z component
% Length unit:        mm
% X                       Y                        Z                        mfnc.Bz (T)              mfnc.By (T)              mfnc.Bx (T)
11          -7          65          0.02342          -1.24896          -0.084
11          -7          70          0.02887          -1.23557          -0.06207
13          -7          70          0.01919          -1.20683          -0.07907
13          -7          65          0.01365          -1.2113          -0.1069
13          -7          60          0.01004          -1.21006          -0.12783
13          -7          55          0.00631          -1.20463          -0.13563
13          -7          50          0.0013          -1.19538          -0.13446
13          -7          45          -0.007          -1.18326          -0.12601
13          -7          40          -0.02151          -1.16407          -0.11238
13          -7          35          -0.04324          -1.13175          -0.09492
13          -7          30          -0.07192          -1.08156          -0.06976
13          -7          25          -0.11343          -1.0052          -0.03754
13          -7          20          -0.16407          -0.88766          -0.01571
13          -7          15          -0.18425          -0.73702          -0.01651
13          -7          10          -0.1661          -0.59478          -0.01878
13          -7          5          -0.13755          -0.47872          -0.01654
13          -7          0          -0.11041          -0.387          -0.01314
-13          -5          0          -0.07446          -0.39517          0.02119
-13          -5          5          -0.09232          -0.48866          0.02653
-13          -5          10          -0.11152          -0.60512          0.03118
-13          -5          15          -0.12293          -0.74389          0.03249
-13          -5          20          -0.11111          -0.88833          0.03342
-13          -5          25          -0.07649          -1.00565          0.04666
-13          -5          30          -0.04323          -1.08295          0.06976
-13          -5          35          -0.02087          -1.12937          0.09055
-13          -5          40          -0.00687          -1.15679          0.10595
-13          -5          45          0.00198          -1.17124          0.11592
-13          -5          50          0.00701          -1.17804          0.12223
-13          -5          55          0.00922          -1.18098          0.12406
-13          -5          60          0.00907          -1.18239          0.12033
-13          -5          65          0.00854          -1.1846          0.10855
-13          -5          70          0.01174          -1.18561          0.09206
-11          -5          70          0.01815          -1.21359          0.08321
-11          -5          65          0.01471          -1.22005          0.09775
-11          -5          60          0.01251          -1.22265          0.10806
-11          -5          55          0.0101          -1.22217          0.11178
-11          -5          50          0.00579          -1.2182          0.11049
-11          -5          45          -0.00077          -1.20785          0.1038
-11          -5          40          -0.01127          -1.18836          0.09398
-11          -5          35          -0.02737          -1.15463          0.07954
-11          -5          30          -0.0512          -1.09929          0.06131
-11          -5          25          -0.08277          -1.01364          0.04309
-11          -5          20          -0.11237          -0.89273          0.03229
-11          -5          15          -0.12219          -0.74958          0.02993
-11          -5          10          -0.11204          -0.61196          0.02799
-11          -5          5          -0.09351          -0.4951          0.02392
-11          -5          0          -0.0756          -0.40028          0.01929
-9          -5          0          -0.07688          -0.40443          0.01728
-9          -5          5          -0.09491          -0.50015          0.02153
-9          -5          10          -0.11264          -0.61765          0.02516
-9          -5          15          -0.1219          -0.75464          0.02747
-9          -5          20          -0.11379          -0.89678          0.03063
-9          -5          25          -0.08745          -1.0203          0.03948
-9          -5          30          -0.05759          -1.11237          0.05417
-9          -5          35          -0.03298          -1.17459          0.06944
-9          -5          40          -0.01535          -1.21427          0.08195
-9          -5          45          -0.0036          -1.23858          0.09143
-9          -5          50          0.00479          -1.25162          0.09674
-9          -5          55          0.01085          -1.25732          0.09851
-9          -5          60          0.01567          -1.25632          0.09502
-9          -5          65          0.02006          -1.24934          0.08567
-9          -5          70          0.02352          -1.2371          0.07368
-7          -5          70          0.02801          -1.25635          0.06389
-7          -5          65          0.0245          -1.27272          0.07355
-7          -5          60          0.01843          -1.28344          0.08135
-7          -5          55          0.01154          -1.2856          0.08431
-7          -5          50          0.00375          -1.27927          0.08298
-7          -5          45          -0.00576          -1.26288          0.07806
-7          -5          40          -0.01884          -1.235          0.06995
-7          -5          35          -0.03744          -1.19028          0.0595
-7          -5          30          -0.06269          -1.12305          0.04735
-7          -5          25          -0.09143          -1.02627          0.03596
-7          -5          20          -0.11487          -0.9003          0.02849
-7          -5          15          -0.12238          -0.75874          0.02516
-7          -5          10          -0.11298          -0.62206          0.02246
-7          -5          5          -0.09561          -0.5042          0.01896
-7          -5          0          -0.07767          -0.40783          0.0153
-5          -5          0          -0.07882          -0.41022          0.01326
-5          -5          5          -0.09622          -0.50723          0.0165
-5          -5          10          -0.11341          -0.62534          0.01978
-5          -5          15          -0.12273          -0.7617          0.02272
-5          -5          20          -0.11618          -0.90337          0.02623
-5          -5          25          -0.09379          -1.03034          0.0323
-5          -5          30          -0.06621          -1.13023          0.04101
-5          -5          35          -0.04101          -1.20188          0.0502
-5          -5          40          -0.02181          -1.24982          0.05854
-5          -5          45          -0.00774          -1.2815          0.0646
-5          -5          50          0.00292          -1.29968          0.06866
-5          -5          55          0.01215          -1.3066          0.06974
-5          -5          60          0.02063          -1.30354          0.06731
-5          -5          65          0.0279          -1.29071          0.06139
-5          -5          70          0.03152          -1.27038          0.05382
-3          -5          70          0.03405          -1.28048          0.04338
-3          -5          65          0.03043          -1.30273          0.04872
-3          -5          60          0.02228          -1.31753          0.05301
-3          -5          55          0.01254          -1.32133          0.05485
-3          -5          50          0.0024          -1.31306          0.05409
-3          -5          45          -0.00917          -1.2936          0.05121
-3          -5          40          -0.02366          -1.26015          0.04671
-3          -5          35          -0.04359          -1.20935          0.04101
-3          -5          30          -0.06847          -1.13487          0.03458
-3          -5          25          -0.09605          -1.03322          0.02844
-3          -5          20          -0.11696          -0.9052          0.0236
-3          -5          15          -0.12264          -0.76361          0.02011
-3          -5          10          -0.11403          -0.62739          0.01705
-3          -5          5          -0.09715          -0.50907          0.01395
-3          -5          0          -0.07931          -0.4118          0.01116
-1          -5          0          -0.07989          -0.41248          0.00901
-1          -5          5          -0.09748          -0.50992          0.01141
-1          -5          10          -0.11451          -0.6283          0.01421
-1          -5          15          -0.12261          -0.76453          0.01734
-1          -5          20          -0.11705          -0.90587          0.0207
-1          -5          25          -0.09713          -1.03448          0.02422
-1          -5          30          -0.07009          -1.13739          0.02792
-1          -5          35          -0.04527          -1.21319          0.03162
-1          -5          40          -0.02506          -1.26561          0.03487
-1          -5          45          -0.01006          -1.29981          0.03738
-1          -5          50          0.00199          -1.32081          0.03895
-1          -5          55          0.01285          -1.32877          0.03943
-1          -5          60          0.02332          -1.32522          0.03841
-1          -5          65          0.03205          -1.30926          0.03603
-1          -5          70          0.03566          -1.28582          0.03299
1          -5          70          0.03639          -1.28657          0.02226
1          -5          65          0.03273          -1.31043          0.02298
1          -5          60          0.02373          -1.32641          0.02358
1          -5          55          0.013          -1.32999          0.02367
1          -5          50          0.00196          -1.3212          0.02339
1          -5          45          -0.0103          -1.30031          0.02295
1          -5          40          -0.02543          -1.26535          0.02243
1          -5          35          -0.04537          -1.21261          0.02173
1          -5          30          -0.0705          -1.13674          0.02088
1          -5          25          -0.0975          -1.03404          0.01957
1          -5          20          -0.11738          -0.90551          0.01743
1          -5          15          -0.12377          -0.76407          0.01444
1          -5          10          -0.11471          -0.62797          0.01136
1          -5          5          -0.09795          -0.5096          0.00879
1          -5          0          -0.08011          -0.41228          0.00679
3          -5          0          -0.08008          -0.41119          0.00454
3          -5          5          -0.09821          -0.5083          0.00606
3          -5          10          -0.11532          -0.62634          0.00831
3          -5          15          -0.1244          -0.76241          0.0112
3          -5          20          -0.11798          -0.90375          0.01375
3          -5          25          -0.09642          -1.0314          0.0144
3          -5          30          -0.06982          -1.13327          0.01299
3          -5          35          -0.04497          -1.20821          0.011
3          -5          40          -0.02501          -1.25991          0.0091
3          -5          45          -0.00978          -1.29446          0.0078
3          -5          50          0.00206          -1.31554          0.00712
3          -5          55          0.01282          -1.32459          0.00701
3          -5          60          0.02353          -1.32185          0.00797
3          -5          65          0.03248          -1.30644          0.00948
3          -5          70          0.03613          -1.2833          0.01115
5          -5          70          0.03478          -1.27453          -0.00029
5          -5          65          0.03116          -1.29594          -0.00468
5          -5          60          0.02263          -1.30954          -0.00835
5          -5          55          0.01254          -1.31196          -0.01024
5          -5          50          0.00245          -1.3026          -0.01003
5          -5          45          -0.00907          -1.28236          -0.00811
5          -5          40          -0.02383          -1.24932          -0.00505
5          -5          35          -0.04297          -1.19899          -0.00063
5          -5          30          -0.06779          -1.12645          0.00433
5          -5          25          -0.09513          -1.02693          0.00843
5          -5          20          -0.11714          -0.90049          0.00976
5          -5          15          -0.12405          -0.75953          0.00783
5          -5          10          -0.11571          -0.62355          0.0051
5          -5          5          -0.09836          -0.50579          0.00328
5          -5          0          -0.08035          -0.40923          0.00229
7          -5          0          -0.07979          -0.40623          -0.00004
7          -5          5          -0.09821          -0.50207          0.00043
7          -5          10          -0.11595          -0.61935          0.00174
7          -5          15          -0.12495          -0.75515          0.0042
7          -5          20          -0.1164          -0.89547          0.00548
7          -5          25          -0.09274          -1.01967          0.00203
7          -5          30          -0.06467          -1.1159          -0.00539
7          -5          35          -0.0404          -1.18494          -0.01327
7          -5          40          -0.02155          -1.23212          -0.02006
7          -5          45          -0.00756          -1.26289          -0.02515
7          -5          50          0.00287          -1.28236          -0.02813
7          -5          55          0.01198          -1.29181          -0.02811
7          -5          60          0.02095          -1.29079          -0.02531
7          -5          65          0.02868          -1.27989          -0.01914
7          -5          70          0.03236          -1.26129          -0.01216
9          -5          70          0.02867          -1.24322          -0.02415
9          -5          65          0.02499          -1.25731          -0.03486
9          -5          60          0.01843          -1.26475          -0.04325
9          -5          55          0.01116          -1.26363          -0.04714
9          -5          50          0.00351          -1.25414          -0.04664
9          -5          45          -0.0059          -1.2362          -0.043
9          -5          40          -0.01895          -1.20806          -0.03633
9          -5          35          -0.03684          -1.16473          -0.0274
9          -5          30          -0.06033          -1.10059          -0.0162
9          -5          25          -0.08953          -1.00971          -0.00512
9          -5          20          -0.11525          -0.88877          0.00112
9          -5          15          -0.12472          -0.7494          0.00055
9          -5          10          -0.11545          -0.61387          -0.00173
9          -5          5          -0.09794          -0.49732          -0.0026
9          -5          0          -0.07912          -0.40256          -0.00232
11          -5          0          -0.07856          -0.39788          -0.00473
11          -5          5          -0.09689          -0.49157          -0.00551
11          -5          10          -0.11596          -0.60699          -0.00544
11          -5          15          -0.12543          -0.74206          -0.00322
11          -5          20          -0.11291          -0.88054          -0.00289
11          -5          25          -0.08365          -0.99631          -0.01231
11          -5          30          -0.05492          -1.08066          -0.02793
11          -5          35          -0.03231          -1.13853          -0.04189
11          -5          40          -0.01544          -1.17697          -0.05254
11          -5          45          -0.00376          -1.20215          -0.06094
11          -5          50          0.00414          -1.21758          -0.06593
11          -5          55          0.01019          -1.22685          -0.06596
11          -5          60          0.01527          -1.23049          -0.06131
11          -5          65          0.02001          -1.22754          -0.05053
11          -5          70          0.02369          -1.2199          -0.03612
13          -5          70          0.01726          -1.19142          -0.04794
13          -5          65          0.01369          -1.19108          -0.06547
13          -5          60          0.01146          -1.18765          -0.07907
13          -5          55          0.00886          -1.18128          -0.08421
13          -5          50          0.00506          -1.17213          -0.08377
13          -5          45          -0.00126          -1.15907          -0.07821
13          -5          40          -0.01156          -1.13843          -0.06883
13          -5          35          -0.02695          -1.10513          -0.05666
13          -5          30          -0.04784          -1.05475          -0.04035
13          -5          25          -0.0769          -0.98008          -0.01945
13          -5          20          -0.11036          -0.87096          -0.00581
13          -5          15          -0.12541          -0.73343          -0.00662
13          -5          10          -0.11559          -0.59862          -0.0092
13          -5          5          -0.0965          -0.48454          -0.00875
13          -5          0          -0.07741          -0.39251          -0.00699
-13          -3          0          -0.04086          -0.39847          0.01585
-13          -3          5          -0.05016          -0.49235          0.01996
-13          -3          10          -0.0609          -0.60731          0.0239
-13          -3          15          -0.06621          -0.74146          0.02624
-13          -3          20          -0.058          -0.87846          0.02862
-13          -3          25          -0.03749          -0.9906          0.03736
-13          -3          30          -0.01901          -1.06739          0.05105
-13          -3          35          -0.00611          -1.11491          0.06327
-13          -3          40          0.00167          -1.14364          0.07191
-13          -3          45          0.0064          -1.16          0.07707
-13          -3          50          0.00908          -1.16802          0.08024
-13          -3          55          0.01007          -1.17152          0.08094
-13          -3          60          0.00983          -1.1737          0.07819
-13          -3          65          0.00963          -1.17598          0.07097
-13          -3          70          0.01147          -1.17726          0.06201
-11          -3          70          0.0152          -1.20521          0.05726
-11          -3          65          0.01328          -1.21005          0.06541
-11          -3          60          0.01215          -1.21191          0.07176
-11          -3          55          0.01092          -1.21121          0.07457
-11          -3          50          0.00885          -1.20639          0.07351
-11          -3          45          0.00515          -1.19537          0.07079
-11          -3          40          -0.00063          -1.17453          0.06538
-11          -3          35          -0.00961          -1.1397          0.05688
-11          -3          30          -0.02328          -1.08389          0.04616
-11          -3          25          -0.04172          -0.99994          0.03512
-11          -3          20          -0.05917          -0.88376          0.0276
-11          -3          15          -0.06538          -0.74757          0.02459
-11          -3          10          -0.06114          -0.61409          0.02204
-11          -3          5          -0.05128          -0.49827          0.01841
-11          -3          0          -0.04199          -0.4035          0.01482
-9          -3          0          -0.0426          -0.40765          0.0137
-9          -3          5          -0.05244          -0.50325          0.01705
-9          -3          10          -0.06111          -0.61947          0.02044
-9          -3          15          -0.06591          -0.7525          0.02321
-9          -3          20          -0.05975          -0.88871          0.02643
-9          -3          25          -0.04444          -1.00764          0.03279
-9          -3          30          -0.02682          -1.09752          0.04207
-9          -3          35          -0.01275          -1.15981          0.05149
-9          -3          40          -0.00263          -1.19998          0.05859
-9          -3          45          0.00393          -1.22506          0.06383
-9          -3          50          0.00845          -1.23895          0.06674
-9          -3          55          0.01172          -1.24463          0.06745
-9          -3          60          0.01424          -1.24421          0.0651
-9          -3          65          0.01647          -1.23852          0.05961
-9          -3          70          0.01844          -1.22868          0.05227
-7          -3          70          0.02118          -1.24798          0.04687
-7          -3          65          0.01925          -1.26169          0.05301
-7          -3          60          0.01603          -1.27057          0.05774
-7          -3          55          0.01239          -1.27212          0.05967
-7          -3          50          0.00813          -1.26541          0.05952
-7          -3          45          0.00284          -1.24881          0.0568
-7          -3          40          -0.00465          -1.22062          0.05228
-7          -3          35          -0.01531          -1.17544          0.04581
-7          -3          30          -0.02971          -1.10816          0.03823
-7          -3          25          -0.0467          -1.01368          0.03076
-7          -3          20          -0.06061          -0.89256          0.02518
-7          -3          15          -0.06597          -0.75652          0.02176
-7          -3          10          -0.06171          -0.62372          0.01885
-7          -3          5          -0.05263          -0.50738          0.01566
-7          -3          0          -0.04326          -0.411          0.01259
-5          -3          0          -0.04391          -0.41359          0.01135
-5          -3          5          -0.05378          -0.51055          0.01429
-5          -3          10          -0.06234          -0.62712          0.0173
-5          -3          15          -0.06592          -0.75966          0.02035
-5          -3          20          -0.06159          -0.89589          0.02388
-5          -3          25          -0.04869          -1.01854          0.02865
-5          -3          30          -0.03193          -1.11609          0.03465
-5          -3          35          -0.01757          -1.18747          0.04074
-5          -3          40          -0.00606          -1.23561          0.04569
-5          -3          45          0.00202          -1.26677          0.0493
-5          -3          50          0.00796          -1.28499          0.05146
-5          -3          55          0.01287          -1.29241          0.05193
-5          -3          60          0.01755          -1.29015          0.05009
-5          -3          65          0.02143          -1.27912          0.04632
-5          -3          70          0.02343          -1.26246          0.04132
-3          -3          70          0.02514          -1.27233          0.0356
-3          -3          65          0.02308          -1.29135          0.03927
-3          -3          60          0.01869          -1.30374          0.04227
-3          -3          55          0.01339          -1.30656          0.04376
-3          -3          50          0.00778          -1.29847          0.04352
-3          -3          45          0.00121          -1.27887          0.04202
-3          -3          40          -0.00741          -1.24563          0.03922
-3          -3          35          -0.01895          -1.19508          0.03545
-3          -3          30          -0.03384          -1.12123          0.031
-3          -3          25          -0.04952          -1.02133          0.02636
-3          -3          20          -0.06202          -0.89789          0.02237
-3          -3          15          -0.06673          -0.76152          0.01893
-3          -3          10          -0.06263          -0.62901          0.01579
-3          -3          5          -0.05382          -0.51221          0.01285
-3          -3          0          -0.04441          -0.41513          0.01015
-1          -3          0          -0.04481          -0.41583          0.0089
-1          -3          5          -0.05473          -0.51307          0.01131
-1          -3          10          -0.06303          -0.62985          0.01421
-1          -3          15          -0.06708          -0.76212          0.01735
-1          -3          20          -0.06331          -0.89842          0.02067
-1          -3          25          -0.05009          -1.02269          0.02397
-1          -3          30          -0.03445          -1.12319          0.0272
-1          -3          35          -0.01978          -1.19811          0.03006
-1          -3          40          -0.00784          -1.25026          0.03245
-1          -3          45          0.00084          -1.28466          0.03414
-1          -3          50          0.00763          -1.30499          0.03505
-1          -3          55          0.01373          -1.31388          0.03506
-1          -3          60          0.01955          -1.31098          0.03414
-1          -3          65          0.02425          -1.29738          0.03218
-1          -3          70          0.02629          -1.27736          0.02974
1          -3          70          0.02689          -1.27813          0.02367
1          -3          65          0.02483          -1.29834          0.02475
1          -3          60          0.01997          -1.31159          0.02552
1          -3          55          0.01396          -1.31433          0.02594
1          -3          50          0.00765          -1.30564          0.02599
1          -3          45          0.00055          -1.28462          0.02575
1          -3          40          -0.00838          -1.24979          0.02523
1          -3          35          -0.0201          -1.19729          0.0244
1          -3          30          -0.03485          -1.12247          0.02305
1          -3          25          -0.05087          -1.02188          0.02128
1          -3          20          -0.06304          -0.8978          0.0188
1          -3          15          -0.0676          -0.76184          0.01567
1          -3          10          -0.06382          -0.62948          0.01252
1          -3          5          -0.05514          -0.51285          0.00979
1          -3          0          -0.04527          -0.41563          0.00763
3          -3          0          -0.04525          -0.4147          0.00634
3          -3          5          -0.05504          -0.51152          0.0082
3          -3          10          -0.06383          -0.62784          0.01077
3          -3          15          -0.06822          -0.75989          0.01378
3          -3          20          -0.06397          -0.89552          0.01658
3          -3          25          -0.051          -1.01865          0.0182
3          -3          30          -0.035          -1.11833          0.01842
3          -3          35          -0.01977          -1.19181          0.01816
3          -3          40          -0.00795          -1.24383          0.01758
3          -3          45          0.00096          -1.27822          0.01704
3          -3          50          0.00797          -1.2992          0.01665
3          -3          55          0.01408          -1.30839          0.01654
3          -3          60          0.02003          -1.30622          0.01663
3          -3          65          0.02484          -1.29346          0.01686
3          -3          70          0.02697          -1.27389          0.01719
5          -3          70          0.02637          -1.26516          0.01062
5          -3          65          0.02421          -1.28284          0.00876
5          -3          60          0.01958          -1.29357          0.00716
5          -3          55          0.01394          -1.29489          0.00643
5          -3          50          0.00806          -1.28556          0.00668
5          -3          45          0.00133          -1.26556          0.00757
5          -3          40          -0.00738          -1.23212          0.0094
5          -3          35          -0.01914          -1.1823          0.01123
5          -3          30          -0.03412          -1.11077          0.01329
5          -3          25          -0.05018          -1.01343          0.01469
5          -3          20          -0.06369          -0.89187          0.01425
5          -3          15          -0.06845          -0.75684          0.01178
5          -3          10          -0.06457          -0.62495          0.00883
5          -3          5          -0.0553          -0.50895          0.00646
5          -3          0          -0.04527          -0.41263          0.00489
7          -3          0          -0.04535          -0.40975          0.00343
7          -3          5          -0.05592          -0.50536          0.00472
7          -3          10          -0.0647          -0.62089          0.00677
7          -3          15          -0.06889          -0.75204          0.00955
7          -3          20          -0.06374          -0.88642          0.01159
7          -3          25          -0.04908          -1.00533          0.01081
7          -3          30          -0.03231          -1.09933          0.00769
7          -3          35          -0.01762          -1.16736          0.00389
7          -3          40          -0.00634          -1.21453          0.0003
7          -3          45          0.00202          -1.2458          -0.00216
7          -3          50          0.00832          -1.26523          -0.00373
7          -3          55          0.01357          -1.27471          -0.00422
7          -3          60          0.01867          -1.27478          -0.0027
7          -3          65          0.02293          -1.26627          0.00008
7          -3          70          0.02503          -1.25211          0.00368
9          -3          70          0.02306          -1.23328          -0.00332
9          -3          65          0.02093          -1.24386          -0.00876
9          -3          60          0.01732          -1.24863          -0.01287
9          -3          55          0.01306          -1.24659          -0.01513
9          -3          50          0.00856          -1.23729          -0.01454
9          -3          45          0.003          -1.21919          -0.01246
9          -3          40          -0.00493          -1.19047          -0.00901
9          -3          35          -0.01592          -1.14709          -0.00432
9          -3          30          -0.0304          -1.08375          0.00125
9          -3          25          -0.04756          -0.99483          0.00669
9          -3          20          -0.06275          -0.87875          0.00896
9          -3          15          -0.06949          -0.74611          0.00727
9          -3          10          -0.06547          -0.6152          0.00456
9          -3          5          -0.05565          -0.50066          0.00281
9          -3          0          -0.04523          -0.4059          0.00201
11          -3          0          -0.04504          -0.40125          0.00052
11          -3          5          -0.05555          -0.49493          0.00094
11          -3          10          -0.06582          -0.60838          0.00229
11          -3          15          -0.07033          -0.73883          0.00495
11          -3          20          -0.06208          -0.8699          0.00655
11          -3          25          -0.04482          -0.98114          0.0023
11          -3          30          -0.02719          -1.06329          -0.00507
11          -3          35          -0.01345          -1.12092          -0.01238
11          -3          40          -0.00319          -1.15994          -0.01815
11          -3          45          0.0041          -1.18557          -0.02257
11          -3          50          0.00892          -1.20139          -0.02514
11          -3          55          0.01248          -1.21072          -0.02572
11          -3          60          0.01548          -1.21519          -0.0232
11          -3          65          0.01822          -1.21462          -0.01762
11          -3          70          0.02032          -1.20987          -0.01055
13          -3          70          0.01687          -1.18148          -0.01706
13          -3          65          0.01468          -1.17949          -0.02656
13          -3          60          0.01332          -1.17472          -0.03335
13          -3          55          0.01169          -1.16755          -0.03595
13          -3          50          0.00921          -1.15851          -0.03501
13          -3          45          0.00522          -1.14436          -0.03206
13          -3          40          -0.00115          -1.12258          -0.02758
13          -3          35          -0.01069          -1.08843          -0.02094
13          -3          30          -0.02361          -1.03798          -0.01188
13          -3          25          -0.04109          -0.96431          -0.0014
13          -3          20          -0.06131          -0.85975          0.00432
13          -3          15          -0.07048          -0.73007          0.00267
13          -3          10          -0.06606          -0.60021          -0.00015
13          -3          5          -0.0553          -0.48785          -0.00109
13          -3          0          -0.04476          -0.39574          -0.00095
-15          -1          0          -0.00675          -0.39382          0.0107
-15          -1          5          -0.00807          -0.48604          0.01374
-15          -1          10          -0.00977          -0.59967          0.01729
-15          -1          15          -0.01001          -0.73272          0.02055
-15          -1          20          -0.00594          -0.8673          0.02353
-15          -1          25          0.00093          -0.97219          0.0285
-15          -1          30          0.00675          -1.03895          0.03376
-15          -1          35          0.00954          -1.0792          0.0376
-15          -1          40          0.01067          -1.10235          0.03951
-15          -1          45          0.01095          -1.11526          0.04025
-15          -1          50          0.01074          -1.12112          0.03982
-15          -1          55          0.01028          -1.12421          0.03903
-15          -1          60          0.00957          -1.12791          0.03762
-15          -1          65          0.00914          -1.13483          0.03558
-15          -1          70          0.00986          -1.14312          0.03272
-13          -1          70          0.01139          -1.17462          0.0322
-13          -1          65          0.01077          -1.17297          0.03476
-13          -1          60          0.01078          -1.17061          0.03735
-13          -1          55          0.0112          -1.16825          0.03838
-13          -1          50          0.01147          -1.16416          0.03906
-13          -1          45          0.01135          -1.15534          0.03897
-13          -1          40          0.01057          -1.13822          0.03836
-13          -1          35          0.00906          -1.10838          0.0358
-13          -1          30          0.00535          -1.0598          0.03222
-13          -1          25          -0.00059          -0.98352          0.02728
-13          -1          20          -0.00666          -0.87318          0.02292
-13          -1          15          -0.01065          -0.73969          0.01982
-13          -1          10          -0.01056          -0.60772          0.01666
-13          -1          5          -0.00902          -0.4933          0.01335
-13          -1          0          -0.0075          -0.39962          0.0105
-11          -1          0          -0.0078          -0.40481          0.01027
-11          -1          5          -0.00968          -0.49944          0.01307
-11          -1          10          -0.01081          -0.61432          0.01603
-11          -1          15          -0.01058          -0.74571          0.01918
-11          -1          20          -0.00772          -0.87911          0.02239
-11          -1          25          -0.00145          -0.99313          0.02639
-11          -1          30          0.00447          -1.07668          0.03079
-11          -1          35          0.0084          -1.13304          0.03429
-11          -1          40          0.01036          -1.16874          0.03698
-11          -1          45          0.01164          -1.19002          0.03804
-11          -1          50          0.01202          -1.20204          0.03808
-11          -1          55          0.01206          -1.20704          0.03774
-11          -1          60          0.01195          -1.20794          0.03668
-11          -1          65          0.0121          -1.20616          0.03429
-11          -1          70          0.01282          -1.20204          0.0317
-9          -1          70          0.01413          -1.22523          0.0307
-9          -1          65          0.01346          -1.23436          0.03358
-9          -1          60          0.01306          -1.23945          0.03555
-9          -1          55          0.01277          -1.2398          0.0371
-9          -1          50          0.01243          -1.2339          0.03765
-9          -1          45          0.01162          -1.21981          0.0371
-9          -1          40          0.01024          -1.19424          0.03548
-9          -1          35          0.00745          -1.1533          0.03322
-9          -1          30          0.00306          -1.09073          0.02972
-9          -1          25          -0.00207          -1.00115          0.02561
-9          -1          20          -0.00756          -0.88418          0.02188
-9          -1          15          -0.01126          -0.75098          0.01872
-9          -1          10          -0.01096          -0.61985          0.01563
-9          -1          5          -0.01013          -0.50455          0.01265
-9          -1          0          -0.00789          -0.40898          0.00998
-7          -1          0          -0.00845          -0.41233          0.00972
-7          -1          5          -0.01053          -0.50852          0.01232
-7          -1          10          -0.01183          -0.62427          0.01532
-7          -1          15          -0.01173          -0.75503          0.0184
-7          -1          20          -0.0086          -0.88866          0.02159
-7          -1          25          -0.00287          -1.0078          0.02515
-7          -1          30          0.00232          -1.10176          0.02887
-7          -1          35          0.0067          -1.16897          0.03221
-7          -1          40          0.00989          -1.21427          0.03442
-7          -1          45          0.01161          -1.2432          0.03601
-7          -1          50          0.01281          -1.25964          0.03642
-7          -1          55          0.01342          -1.26644          0.03585
-7          -1          60          0.01399          -1.26523          0.03472
-7          -1          65          0.01468          -1.25695          0.03263
-7          -1          70          0.01535          -1.24408          0.02998
-5          -1          70          0.01639          -1.25857          0.02895
-5          -1          65          0.01579          -1.2742          0.03139
-5          -1          60          0.01492          -1.28459          0.03333
-5          -1          55          0.01408          -1.28642          0.03472
-5          -1          50          0.01308          -1.27865          0.03506
-5          -1          45          0.01175          -1.26088          0.03462
-5          -1          40          0.00946          -1.2291          0.03331
-5          -1          35          0.00617          -1.18057          0.03119
-5          -1          30          0.00139          -1.10972          0.02827
-5          -1          25          -0.00392          -1.01279          0.02483
-5          -1          20          -0.00927          -0.89185          0.02133
-5          -1          15          -0.01146          -0.75824          0.01806
-5          -1          10          -0.01178          -0.62741          0.01488
-5          -1          5          -0.01077          -0.51145          0.01189
-5          -1          0          -0.00909          -0.41474          0.00939
-3          -1          0          -0.00936          -0.4164          0.00909
-3          -1          5          -0.01086          -0.51335          0.01161
-3          -1          10          -0.01247          -0.62933          0.01451
-3          -1          15          -0.01211          -0.7599          0.01774
-3          -1          20          -0.00994          -0.89382          0.02112
-3          -1          25          -0.00441          -1.0158          0.02442
-3          -1          30          0.00087          -1.11476          0.02756
-3          -1          35          0.00591          -1.18768          0.03007
-3          -1          40          0.00915          -1.23908          0.03198
-3          -1          45          0.01172          -1.27213          0.03307
-3          -1          50          0.01323          -1.29157          0.03337
-3          -1          55          0.01453          -1.30015          0.03294
-3          -1          60          0.01565          -1.29754          0.03197
-3          -1          65          0.01671          -1.28614          0.03006
-3          -1          70          0.01728          -1.26839          0.02793
-1          -1          70          0.01803          -1.2737          0.02663
-1          -1          65          0.01749          -1.29232          0.02851
-1          -1          60          0.01628          -1.30453          0.03009
-1          -1          55          0.01483          -1.3068          0.03113
-1          -1          50          0.01348          -1.29804          0.03148
-1          -1          45          0.01157          -1.2778          0.0313
-1          -1          40          0.009          -1.2432          0.03039
-1          -1          35          0.00525          -1.19097          0.0289
-1          -1          30          0.00033          -1.11652          0.02678
-1          -1          25          -0.00504          -1.01647          0.024
-1          -1          20          -0.01028          -0.8943          0.02082
-1          -1          15          -0.01262          -0.76042          0.01747
-1          -1          10          -0.01327          -0.63008          0.01414
-1          -1          5          -0.01185          -0.51418          0.01119
-1          -1          0          -0.00993          -0.41712          0.00876
1          -1          0          -0.01006          -0.41691          0.00837
1          -1          5          -0.01234          -0.51379          0.01074
1          -1          10          -0.01339          -0.62963          0.01368
1          -1          15          -0.01374          -0.76015          0.01705
