% X,Y,Z(stage),Zmagnet,Field X (T),Field Y (T),Field Z (T),t_hall_begin,2.362
0,-0.19685039,0.39340001,-1.96859999,-0.00071032,0.10729782,0.01813726,323.2861,
0,-0.19685039,0.59039998,-1.77160002,-0.00079973,0.12792703,0.02215137,444.9861,
0,-0.19685039,0.78740001,-1.57459999,-0.00088941,0.15321544,0.02728655,567.0562,
0,-0.19685039,0.98400003,-1.37799997,-0.00100234,0.18448793,0.03357623,688.9261,
0,-0.19685039,1.18079996,-1.18120004,-0.00114119,0.22305557,0.04164339,811.1861,
0,-0.19685039,1.37759995,-0.98440005,-0.00129315,0.27115246,0.05201533,932.9262,
0,-0.19685039,1.57459998,-0.78740002,-0.00143355,0.33159987,0.0652262,"1,055.02",
0,-0.19685039,1.77139997,-0.59060003,-0.00159952,0.40743465,0.08196969,"1,177.45",
0,-0.19685039,1.96819997,-0.39380003,-0.00182059,0.50318326,0.10129372,"1,299.52",
0,-0.19685039,2.1652,-0.1968,-0.00232328,0.62029666,0.12336007,"1,421.72",
0,-0.19685039,2.36199999,-1E-08,-0.00319017,0.76217241,0.14136537,"1,543.74",
0,-0.19685039,2.55879998,0.19679998,-0.0044364,0.91748947,0.14925218,"1,665.57",
0,-0.19685039,2.75559998,0.39359998,-0.00568981,1.0733827,0.14143036,"1,787.48",
0,-0.19685039,2.95239997,0.59039997,-0.00631787,1.21035532,0.11989607,"1,909.56",
0,-0.19685039,3.1494,0.7874,-0.00603037,1.31873621,0.09463724,"2,031.53",
0,-0.19685039,3.34640002,0.98440002,-0.00525971,1.39698652,0.07208348,"2,153.19",
0,-0.19685039,3.54299998,1.18099998,-0.00429112,1.45289759,0.05496332,"2,275.18",
0,-0.19685039,3.73979998,1.37779998,-0.00344746,1.49071831,0.04112904,"2,397.05",
0,-0.19685039,3.9368,1.5748,-0.00277948,1.51307825,0.02743056,"2,519.06",
0,-0.19685039,4.13360023,1.77160023,-0.00249109,1.51864485,0.01312507,"2,641.03",
0,-0.19685039,4.33039999,1.96839999,-0.00244918,1.50667681,0.00020602,"2,763.06",
0,-0.19685039,4.52740002,2.16540002,-0.00297383,1.48113636,-0.00763227,"2,885.27",
0,-0.19685039,4.72440004,2.36240004,-0.00408664,1.44971956,-0.00819546,"3,007.42",
0,-0.19685039,4.921,2.559,-0.00544975,1.42184366,-0.00410183,"3,129.36",
0,-0.19685039,5.11780024,2.75580024,-0.00669928,1.40119576,0.00016313,"3,251.62",
0,-0.19685039,5.31459999,2.95259999,-0.00776157,1.38461384,0.00190238,"3,373.63",
0,-0.19685039,5.51179981,3.14979981,-0.00858559,1.37037501,0.00086714,"3,495.74",
0,-0.19685039,5.70839977,3.34639977,-0.00924965,1.3531526,-0.00287407,"3,617.99",
0,-0.19685039,5.9053998,3.5433998,-0.00962427,1.33235811,-0.00912455,"3,740.20",
0,-0.19685039,6.10200024,3.74000024,-0.00988216,1.30357889,-0.01686213,"3,862.71",
0,-0.19685039,6.29899979,3.93699979,-0.00987291,1.26594948,-0.02489218,"3,984.48",
0,-0.19685039,6.49580002,4.13380002,-0.00961259,1.22098793,-0.03120511,"4,106.34",
0,-0.19685039,6.69259977,4.33059977,-0.00921671,1.17070898,-0.0345599,"4,228.66",
0,-0.19685039,6.88940001,4.52740001,-0.00874349,1.11889509,-0.03572119,"4,350.55",
0,-0.19685039,7.08640003,4.72440003,-0.00823225,1.06655821,-0.03603452,"4,472.78",
0,-0.19685039,7.28340006,4.92140006,-0.00778568,1.01459498,-0.03685831,"4,594.60",
0,-0.19685039,7.48019981,5.11819981,-0.00731895,0.96169762,-0.03931163,"4,716.50",
0,-0.19685039,7.67679977,5.31479977,-0.00676496,0.90538181,-0.04300152,"4,838.45",
0,-0.19685039,7.8737998,5.5117998,-0.00613602,0.8442613,-0.048055,"4,960.33",
0,-0.19685039,8.07059956,5.70859956,-0.005559,0.77775668,-0.05320856,"5,082.26",
0,-0.19685039,8.26739979,5.90539979,-0.00493864,0.70628008,-0.05803076,"5,203.90",
0,-0.19685039,8.46440029,6.10240029,-0.00419934,0.63176679,-0.06061645,"5,325.48",
0,-0.19685039,8.66119957,6.29919957,-0.0034981,0.5562808,-0.06063006,"5,447.29",
0,-0.19685039,8.85820007,6.49620007,-0.00282561,0.48292317,-0.05873585,"5,568.86",
0,-0.19685039,9.05480003,6.69280003,-0.00230242,0.41474175,-0.05450781,"5,690.40",
0,-0.19685039,9.25160027,6.88960027,-0.00176287,0.35287482,-0.04890118,"5,812.11",
0,-0.19685039,9.44859982,7.08659982,-0.00144123,0.29872619,-0.04301602,"5,933.69",
0,-0.19685039,9.64540005,7.28340005,-0.00116649,0.25185024,-0.03725727,"6,055.27",
0,-0.19685039,9.84220028,7.48020028,-0.00094624,0.21202666,-0.03163236,"6,176.75",
0,-0.19685039,10.03899956,7.67699956,-0.00073613,0.17867126,-0.02678757,"6,298.48",
0,-0.19685039,10.23620033,7.87420033,-0.00065765,0.1505217,-0.0225638,"6,420.02",
0,-0.19685039,10.43280029,8.07080029,-0.00053509,0.12711264,-0.01897083,"6,542.13",
0,-0.19685039,10.62959957,8.26759957,-0.00045744,0.10741353,-0.01587825,"6,663.63",
0,-0.19685039,10.8263998,8.4643998,-0.00040215,0.09116856,-0.01342295,"6,785.24",
0,-0.19685039,11.02340031,8.66140031,-0.00029689,0.07752293,-0.01132816,"6,906.85",
0,0,0.0002,-2.3618,-0.00066991,0.07809574,-0.00041326,60.7861,
0,0,0.19660001,-2.16539999,-0.00074961,0.09144359,-0.0006285,182.8761,
0,0,0.39340001,-1.96859999,-0.00086302,0.1085145,-0.00075323,304.8561,
0,0,0.59039998,-1.77160002,-0.00095915,0.12945199,-0.00095465,426.7061,
0,0,0.78740001,-1.57459999,-0.00114062,0.15513988,-0.00131105,548.5062,
0,0,0.98400003,-1.37799997,-0.0013435,0.18700457,-0.00183672,670.4761,
0,0,1.18079996,-1.18120004,-0.00149221,0.22612406,-0.00222446,792.6761,
0,0,1.37759995,-0.98440005,-0.0017742,0.27564899,-0.0033111,914.4861,
0,0,1.57459998,-0.78740002,-0.00200241,0.33624682,-0.00398078,"1,036.56",
0,0,1.77139997,-0.59060003,-0.00229624,0.41351666,-0.00549896,"1,158.92",
0,0,1.96819997,-0.39380003,-0.00267731,0.51022138,-0.00692475,"1,280.95",
0,0,2.1652,-0.1968,-0.0031592,0.6274857,-0.00812905,"1,403.11",
0,0,2.36199999,-1E-08,-0.00380631,0.76662969,-0.00876745,"1,525.29",
0,0,2.55879998,0.19679998,-0.0044833,0.91695055,-0.00752815,"1,647.04",
0,0,2.75559998,0.39359998,-0.00534134,1.06718792,-0.00565221,"1,769.15",
0,0,2.95239997,0.59039997,-0.00613375,1.20028938,-0.00296842,"1,891.13",
0,0,3.1494,0.7874,-0.00666782,1.30686497,0.00205253,"2,013.08",
0,0,3.34640002,0.98440002,-0.0068978,1.38529123,0.00543778,"2,134.77",
0,0,3.54299998,1.18099998,-0.00704631,1.4412085,0.00831447,"2,256.71",
0,0,3.73979998,1.37779998,-0.00708899,1.47893051,0.01082544,"2,378.66",
0,0,3.9368,1.5748,-0.00715358,1.50045914,0.01325825,"2,500.71",
0,0,4.13360023,1.77160023,-0.00718883,1.50600733,0.0157121,"2,622.63",
0,0,4.33039999,1.96839999,-0.00734154,1.49626955,0.01819362,"2,744.64",
0,0,4.52740002,2.16540002,-0.00761252,1.47418389,0.01979923,"2,866.62",
0,0,4.72440004,2.36240004,-0.00801902,1.4458157,0.0203423,"2,989.03",
0,0,4.921,2.559,-0.00849965,1.42072844,0.01957089,"3,111.06",
0,0,5.11780024,2.75580024,-0.00897735,1.39970993,0.01845809,"3,233.11",
0,0,5.31459999,2.95259999,-0.00948575,1.38261885,0.01734978,"3,355.16",
0,0,5.51179981,3.14979981,-0.00988438,1.36715798,0.01654676,"3,477.21",
0,0,5.70839977,3.34639977,-0.01020496,1.35009102,0.01617155,"3,599.45",
0,0,5.9053998,3.5433998,-0.01041617,1.32816481,0.01603422,"3,721.68",
0,0,6.10200024,3.74000024,-0.01047088,1.29944967,0.01621534,"3,844.18",
0,0,6.29899979,3.93699979,-0.01031718,1.26270565,0.01647546,"3,966.05",
0,0,6.49580002,4.13380002,-0.00999172,1.21865477,0.01666008,"4,087.89",
0,0,6.69259977,4.33059977,-0.00960066,1.16966004,0.01661608,"4,210.19",
0,0,6.88940001,4.52740001,-0.00904098,1.11861042,0.01650843,"4,332.12",
0,0,7.08640003,4.72440003,-0.00835948,1.06638245,0.01606974,"4,454.34",
0,0,7.28340006,4.92140006,-0.00785295,1.01425327,0.01587558,"4,576.25",
0,0,7.48019981,5.11819981,-0.00719464,0.96059393,0.01579631,"4,698.06",
0,0,7.67679977,5.31479977,-0.0065789,0.90381207,0.01568721,"4,820.11",
0,0,7.8737998,5.5117998,-0.00600302,0.84249357,0.01596812,"4,941.87",
0,0,8.07059956,5.70859956,-0.00542031,0.77618622,0.01585958,"5,063.82",
0,0,8.26739979,5.90539979,-0.00486484,0.70500487,0.01510436,"5,185.49",
0,0,8.46440029,6.10240029,-0.00432691,0.63139214,0.01466067,"5,307.04",
0,0,8.66119957,6.29919957,-0.00384636,0.5566492,0.01356135,"5,428.97",
0,0,8.85820007,6.49620007,-0.00333515,0.48423208,0.0120812,"5,550.58",
0,0,9.05480003,6.69280003,-0.00291567,0.41650228,0.01084785,"5,672.13",
0,0,9.25160027,6.88960027,-0.00249346,0.35495109,0.00914413,"5,793.64",
0,0,9.44859982,7.08659982,-0.00211299,0.3008712,0.00741028,"5,915.24",
0,0,9.64540005,7.28340005,-0.00181296,0.2538274,0.006263,"6,036.96",
0,0,9.84220028,7.48020028,-0.00157325,0.21382536,0.00510345,"6,158.36",
0,0,10.03899956,7.67699956,-0.00123168,0.18024663,0.00414503,"6,280.04",
0,0,10.23620033,7.87420033,-0.0010562,0.15188389,0.00325552,"6,401.60",
0,0,10.43280029,8.07080029,-0.00089186,0.12827521,0.00262495,"6,523.40",
0,0,10.62959957,8.26759957,-0.0007785,0.10846769,0.00199122,"6,645.29",
0,0,10.8263998,8.4643998,-0.00063729,0.09205675,0.00156755,"6,766.86",
0,0,11.02340031,8.66140031,-0.00044303,0.07823832,0.00124234,"6,888.46",
0,0.19685039,0.0002,-2.3618,-0.00065384,0.07699113,-0.01332652,42.2461,
0,0.19685039,0.19660001,-2.16539999,-0.00074674,0.09012325,-0.01622558,164.5361,
0,0.19685039,0.39340001,-1.96859999,-0.00091108,0.10692904,-0.01973746,286.4261,
0,0.19685039,0.59039998,-1.77160002,-0.00105247,0.12740758,-0.02433732,408.2861,
0,0.19685039,0.78740001,-1.57459999,-0.00121082,0.15249106,-0.02991143,530.1161,
0,0.19685039,0.98400003,-1.37799997,-0.00137824,0.18356938,-0.03719146,652.1461,
0,0.19685039,1.18079996,-1.18120004,-0.00168038,0.2219093,-0.04637538,774.2361,
0,0.19685039,1.37759995,-0.98440005,-0.00187291,0.26971475,-0.05821373,896.1261,
0,0.19685039,1.57459998,-0.78740002,-0.00218706,0.32908675,-0.07314888,"1,018.14",
0,0.19685039,1.77139997,-0.59060003,-0.00251831,0.40516152,-0.0919734,"1,140.38",
0,0.19685039,1.96819997,-0.39380003,-0.00283574,0.50064911,-0.11513364,"1,262.48",
0,0.19685039,2.1652,-0.1968,-0.00326317,0.61820625,-0.13952928,"1,384.77",
0,0.19685039,2.36199999,-1E-08,-0.00347165,0.76091546,-0.16079255,"1,506.92",
0,0.19685039,2.55879998,0.19679998,-0.00387805,0.92057585,-0.16704331,"1,628.70",
0,0.19685039,2.75559998,0.39359998,-0.00444572,1.080376,-0.1547816,"1,750.77",
0,0.19685039,2.95239997,0.59039997,-0.00547363,1.21934895,-0.12641873,"1,872.78",
0,0.19685039,3.1494,0.7874,-0.00652978,1.32917446,-0.09124698,"1,994.55",
0,0.19685039,3.34640002,0.98440002,-0.00736926,1.4070928,-0.06114943,"2,116.34",
0,0.19685039,3.54299998,1.18099998,-0.00809998,1.46283697,-0.03829359,"2,238.30",
0,0.19685039,3.73979998,1.37779998,-0.00873861,1.50165562,-0.01981805,"2,360.20",
0,0.19685039,3.9368,1.5748,-0.0093491,1.52559466,-0.00115419,"2,482.31",
0,0.19685039,4.13360023,1.77160023,-0.00964376,1.53110861,0.01875268,"2,604.09",
0,0.19685039,4.33039999,1.96839999,-0.01010695,1.51852984,0.03727529,"2,726.20",
0,0.19685039,4.52740002,2.16540002,-0.0102815,1.4900329,0.04915912,"2,848.09",
0,0.19685039,4.72440004,2.36240004,-0.01045973,1.45526747,0.05070305,"2,970.48",
0,0.19685039,4.921,2.559,-0.01054447,1.4247909,0.04442211,"3,092.67",
0,0.19685039,5.11780024,2.75580024,-0.01060103,1.40260328,0.03725481,"3,214.67",
0,0.19685039,5.31459999,2.95259999,-0.01073416,1.38647656,0.0328908,"3,336.72",
0,0.19685039,5.51179981,3.14979981,-0.01094733,1.37201914,0.03219544,"3,458.76",
0,0.19685039,5.70839977,3.34639977,-0.0112573,1.35582575,0.03512039,"3,581.03",
0,0.19685039,5.9053998,3.5433998,-0.01132765,1.33495516,0.04111347,"3,703.20",
0,0.19685039,6.10200024,3.74000024,-0.01127984,1.30638518,0.04949057,"3,825.71",
0,0.19685039,6.29899979,3.93699979,-0.01110197,1.26882843,0.05796034,"3,947.61",
0,0.19685039,6.49580002,4.13380002,-0.01068767,1.22308745,0.06459356,"4,069.51",
0,0.19685039,6.69259977,4.33059977,-0.0101318,1.17251715,0.06818974,"4,191.58",
0,0.19685039,6.88940001,4.52740001,-0.00947668,1.11968292,0.06870559,"4,313.78",
0,0.19685039,7.08640003,4.72440003,-0.00878473,1.06741385,0.06828069,"4,435.65",
0,0.19685039,7.28340006,4.92140006,-0.00799319,1.01568922,0.06894554,"4,557.79",
0,0.19685039,7.48019981,5.11819981,-0.00730772,0.96243166,0.07104315,"4,679.69",
0,0.19685039,7.67679977,5.31479977,-0.00663988,0.9058721,0.07482347,"4,801.66",
0,0.19685039,7.8737998,5.5117998,-0.00602742,0.84463486,0.07996962,"4,923.46",
0,0.19685039,8.07059956,5.70859956,-0.00544434,0.77831206,0.08497168,"5,045.33",
0,0.19685039,8.26739979,5.90539979,-0.00488576,0.70652827,0.08871332,"5,167.14",
0,0.19685039,8.46440029,6.10240029,-0.00451416,0.63142037,0.09030468,"5,288.65",
0,0.19685039,8.66119957,6.29919957,-0.00411758,0.55555658,0.08826273,"5,410.53",
0,0.19685039,8.85820007,6.49620007,-0.00368935,0.48201212,0.08314296,"5,532.10",
0,0.19685039,9.05480003,6.69280003,-0.00337042,0.41361798,0.07580946,"5,653.71",
0,0.19685039,9.25160027,6.88960027,-0.00291882,0.35169079,0.06743163,"5,775.27",
0,0.19685039,9.44859982,7.08659982,-0.00258602,0.29760417,0.05838334,"5,896.81",
0,0.19685039,9.64540005,7.28340005,-0.00222713,0.25079018,0.04952982,"6,018.58",
0,0.19685039,9.84220028,7.48020028,-0.00184974,0.21113121,0.041717,"6,140.01",
0,0.19685039,10.03899956,7.67699956,-0.00160801,0.17783169,0.03493541,"6,261.70",
0,0.19685039,10.23620033,7.87420033,-0.00128929,0.14979432,0.02922585,"6,383.17",
0,0.19685039,10.43280029,8.07080029,-0.00118972,0.12665083,0.02418319,"6,505.02",
0,0.19685039,10.62959957,8.26759957,-0.00097007,0.1070283,0.01995867,"6,626.96",
0,0.19685039,10.8263998,8.4643998,-0.00080489,0.09089708,0.01655975,"6,748.43",
0,0.19685039,11.02340031,8.66140031,-0.00070336,0.07727771,0.01374041,"6,870.12",
0,0.39370078,0.0002,-2.3618,-0.00067116,0.07412535,-0.02599718,24.0361,
0,0.39370078,0.19660001,-2.16539999,-0.00073,0.0865292,-0.03121693,146.4561,
0,0.39370078,0.39340001,-1.96859999,-0.00085415,0.10246939,-0.03804849,268.2862,
0,0.39370078,0.59039998,-1.77160002,-0.0009327,0.12179033,-0.04667877,390.1361,
0,0.39370078,0.78740001,-1.57459999,-0.00108733,0.14549932,-0.05737338,511.8661,
0,0.39370078,0.98400003,-1.37799997,-0.00133328,0.17467847,-0.07115187,634.0361,
0,0.39370078,1.18079996,-1.18120004,-0.00148774,0.21049327,-0.08840625,756.1061,
0,0.39370078,1.37759995,-0.98440005,-0.00168126,0.25517859,-0.11068976,877.9661,
0,0.39370078,1.57459998,-0.78740002,-0.00195586,0.31089913,-0.1392852,999.9661,
0,0.39370078,1.77139997,-0.59060003,-0.00220595,0.38199736,-0.17606742,"1,122.25",
0,0.39370078,1.96819997,-0.39380003,-0.00235395,0.47276878,-0.22225993,"1,244.37",
0,0.39370078,2.1652,-0.1968,-0.00265645,0.59006638,-0.2746394,"1,366.46",
0,0.39370078,2.36199999,-1E-08,-0.00246011,0.74189147,-0.32460678,"1,488.68",
0,0.39370078,2.55879998,0.19679998,-0.00248387,0.92678389,-0.34777566,"1,610.58",
0,0.39370078,2.75559998,0.39359998,-0.00307682,1.11544203,-0.32002552,"1,732.65",
0,0.39370078,2.95239997,0.59039997,-0.00421696,1.27168163,-0.25640517,"1,854.46",
0,0.39370078,3.1494,0.7874,-0.00539739,1.38430075,-0.18555853,"1,976.37",
0,0.39370078,3.34640002,0.98440002,-0.00655001,1.45941481,-0.12581356,"2,098.27",
0,0.39370078,3.54299998,1.18099998,-0.00750936,1.51216778,-0.08511694,"2,220.16",
0,0.39370078,3.73979998,1.37779998,-0.0083755,1.55443319,-0.05442387,"2,342.10",
0,0.39370078,3.9368,1.5748,-0.00889396,1.58516392,-0.01868226,"2,464.14",
0,0.39370078,4.13360023,1.77160023,-0.01009189,1.5937755,0.02328401,"2,585.83",
0,0.39370078,4.33039999,1.96839999,-0.01055173,1.57496466,0.06542926,"2,708.10",
0,0.39370078,4.52740002,2.16540002,-0.01095341,1.52756113,0.09403662,"2,829.94",
0,0.39370078,4.72440004,2.36240004,-0.01134067,1.47080111,0.09296228,"2,952.34",
0,0.39370078,4.921,2.559,-0.01148242,1.43087401,0.0729709,"3,074.47",
0,0.39370078,5.11780024,2.75580024,-0.01150326,1.40809063,0.05534057,"3,196.49",
0,0.39370078,5.31459999,2.95259999,-0.01142595,1.39450001,0.04654367,"3,318.61",
0,0.39370078,5.51179981,3.14979981,-0.01178772,1.38304924,0.04574911,"3,440.68",
0,0.39370078,5.70839977,3.34639977,-0.01216098,1.37061733,0.05186046,"3,562.89",
0,0.39370078,5.9053998,3.5433998,-0.01233245,1.35216774,0.06495042,"3,685.06",
0,0.39370078,6.10200024,3.74000024,-0.01237113,1.32440104,0.08316211,"3,807.55",
0,0.39370078,6.29899979,3.93699979,-0.01215794,1.28451189,0.1021706,"3,929.54",
0,0.39370078,6.49580002,4.13380002,-0.01165453,1.23389782,0.11664225,"4,051.32",
0,0.39370078,6.69259977,4.33059977,-0.01094915,1.17763962,0.12283807,"4,173.41",
0,0.39370078,6.88940001,4.52740001,-0.01015524,1.12161106,0.12260639,"4,295.64",
0,0.39370078,7.08640003,4.72440003,-0.00924845,1.06893267,0.12058708,"4,417.43",
0,0.39370078,7.28340006,4.92140006,-0.00848304,1.01795687,0.12073244,"4,539.70",
0,0.39370078,7.48019981,5.11819981,-0.0076911,0.96678242,0.12491464,"4,661.58",
0,0.39370078,7.67679977,5.31479977,-0.00695468,0.91206459,0.13331055,"4,783.35",
0,0.39370078,7.8737998,5.5117998,-0.00625398,0.85185827,0.1439629,"4,905.28",
0,0.39370078,8.07059956,5.70859956,-0.00568573,0.78480443,0.15530652,"5,027.17",
0,0.39370078,8.26739979,5.90539979,-0.00514571,0.711136,0.16412392,"5,149.06",
0,0.39370078,8.46440029,6.10240029,-0.00472649,0.63261861,0.16835534,"5,270.57",
0,0.39370078,8.66119957,6.29919957,-0.00437353,0.5529643,0.16538771,"5,392.34",
0,0.39370078,8.85820007,6.49620007,-0.00397526,0.47602591,0.1564341,"5,514.06",
0,0.39370078,9.05480003,6.69280003,-0.00364611,0.40546102,0.14222643,"5,635.63",
0,0.39370078,9.25160027,6.88960027,-0.00320844,0.34259111,0.12576037,"5,757.16",
0,0.39370078,9.44859982,7.08659982,-0.00280899,0.28848206,0.10856845,"5,878.77",
0,0.39370078,9.64540005,7.28340005,-0.00250112,0.24242114,0.09227371,"6,000.48",
0,0.39370078,9.84220028,7.48020028,-0.00215195,0.20368036,0.07780726,"6,121.95",
0,0.39370078,10.03899956,7.67699956,-0.00183598,0.17136001,0.06509635,"6,243.66",
0,0.39370078,10.23620033,7.87420033,-0.00158658,0.1444233,0.05418788,"6,365.05",
0,0.39370078,10.43280029,8.07080029,-0.00132919,0.12202691,0.04506715,"6,486.73",
0,0.39370078,10.62959957,8.26759957,-0.0011417,0.10329097,0.03742087,"6,608.80",
0,0.39370078,10.8263998,8.4643998,-0.00093557,0.08776111,0.03112793,"6,730.38",
0,0.39370078,11.02340031,8.66140031,-0.0007765,0.07468812,0.02587777,"6,852.08",
0,0.5905512,0.0002,-2.3618,-0.00055603,0.06947448,-0.03774344,8.8761,
0,0.5905512,0.19660001,-2.16539999,-0.00060936,0.0808949,-0.0453114,131.3261,
0,0.5905512,0.39340001,-1.96859999,-0.00070032,0.0954679,-0.05506228,253.0161,
0,0.5905512,0.59039998,-1.77160002,-0.00079981,0.1129654,-0.06729762,374.8961,
0,0.5905512,0.78740001,-1.57459999,-0.00090161,0.13442285,-0.08268742,496.5661,
0,0.5905512,0.98400003,-1.37799997,-0.00103392,0.16065298,-0.10223053,618.8461,
0,0.5905512,1.18079996,-1.18120004,-0.00109132,0.1926623,-0.12692483,740.8564,
0,0.5905512,1.37759995,-0.98440005,-0.00123339,0.23212666,-0.15852277,862.6661,
0,0.5905512,1.57459998,-0.78740002,-0.00118984,0.28153924,-0.19979213,984.7161,
0,0.5905512,1.77139997,-0.59060003,-0.00150297,0.34347717,-0.25289856,"1,107.01",
0,0.5905512,1.96819997,-0.39380003,-0.0012279,0.4240765,-0.32220145,"1,229.19",
0,0.5905512,2.1652,-0.1968,-0.0013407,0.53282198,-0.40959698,"1,351.30",
0,0.5905512,2.36199999,-1E-08,-0.0008747,0.6925754,-0.51100841,"1,473.44",
0,0.5905512,2.55879998,0.19679998,-0.00114619,0.93034023,-0.577769,"1,595.42",
0,0.5905512,2.75559998,0.39359998,-0.00227127,1.18743014,-0.52142282,"1,717.42",
0,0.5905512,2.95239997,0.59039997,-0.00377218,1.36364159,-0.39458845,"1,839.27",
0,0.5905512,3.1494,0.7874,-0.00522902,1.47328533,-0.27559172,"1,961.16",
0,0.5905512,3.34640002,0.98440002,-0.00621074,1.53724369,-0.1797612,"2,083.12",
0,0.5905512,3.54299998,1.18099998,-0.00685755,1.56822361,-0.12754545,"2,204.98",
0,0.5905512,3.73979998,1.37779998,-0.0075696,1.62325072,-0.10313861,"2,326.91",
0,0.5905512,3.9368,1.5748,-0.00839554,1.67143702,-0.04422062,"2,448.97",
0,0.5905512,4.13360023,1.77160023,-0.009468,1.68787245,0.02585711,"2,570.60",
0,0.5905512,4.33039999,1.96839999,-0.01023044,1.66743082,0.10874569,"2,692.87",
0,0.5905512,4.52740002,2.16540002,-0.01098511,1.58164829,0.17731938,"2,814.74",
0,0.5905512,4.72440004,2.36240004,-0.01131295,1.47317042,0.15918945,"2,937.07",
0,0.5905512,4.921,2.559,-0.01153536,1.4239428,0.10232052,"3,059.24",
0,0.5905512,5.11780024,2.75580024,-0.01186332,1.41042008,0.06823044,"3,181.25",
0,0.5905512,5.31459999,2.95259999,-0.01188537,1.4040481,0.05583158,"3,303.33",
0,0.5905512,5.51179981,3.14979981,-0.01245154,1.39778618,0.05498865,"3,425.42",
0,0.5905512,5.70839977,3.34639977,-0.01317056,1.39113621,0.06401406,"3,547.57",
0,0.5905512,5.9053998,3.5433998,-0.01369959,1.37870096,0.08541071,"3,669.80",
0,0.5905512,6.10200024,3.74000024,-0.01396986,1.35367359,0.11730669,"3,792.34",
0,0.5905512,6.29899979,3.93699979,-0.01383252,1.31120276,0.15183207,"3,914.23",
0,0.5905512,6.49580002,4.13380002,-0.0131513,1.25073504,0.17726846,"4,036.09",
0,0.5905512,6.69259977,4.33059977,-0.01204282,1.18279165,0.18470675,"4,158.00",
0,0.5905512,6.88940001,4.52740001,-0.01097177,1.12111305,0.17885888,"4,280.39",
0,0.5905512,7.08640003,4.72440003,-0.00992178,1.06867136,0.17120207,"4,402.25",
0,0.5905512,7.28340006,4.92140006,-0.00905649,1.02134136,0.16971742,"4,524.50",
0,0.5905512,7.48019981,5.11819981,-0.0082264,0.97429003,0.17587219,"4,646.39",
0,0.5905512,7.67679977,5.31479977,-0.00746886,0.92305283,0.18916042,"4,768.15",
0,0.5905512,7.8737998,5.5117998,-0.00670832,0.86488823,0.20781447,"4,890.08",
0,0.5905512,8.07059956,5.70859956,-0.00604836,0.79755797,0.22756902,"5,012.00",
0,0.5905512,8.26739979,5.90539979,-0.00537087,0.71959161,0.24384584,"5,133.85",
0,0.5905512,8.46440029,6.10240029,-0.00492154,0.6351323,0.25187005,"5,255.45",
0,0.5905512,8.66119957,6.29919957,-0.00448282,0.54835991,0.2478532,"5,377.14",
0,0.5905512,8.85820007,6.49620007,-0.00412632,0.46529702,0.23320274,"5,498.93",
0,0.5905512,9.05480003,6.69280003,-0.0037108,0.39115202,0.21072828,"5,620.49",
0,0.5905512,9.25160027,6.88960027,-0.00330487,0.32705168,0.18471145,"5,742.00",
0,0.5905512,9.44859982,7.08659982,-0.00284421,0.2732624,0.15875037,"5,863.55",
0,0.5905512,9.64540005,7.28340005,-0.00258155,0.22850913,0.13411168,"5,985.23",
0,0.5905512,9.84220028,7.48020028,-0.00222863,0.1914157,0.11253727,"6,106.81",
0,0.5905512,10.03899956,7.67699956,-0.00188524,0.16089203,0.09393759,"6,228.31",
0,0.5905512,10.23620033,7.87420033,-0.00156847,0.1355843,0.07820449,"6,349.86",
0,0.5905512,10.43280029,8.07080029,-0.00138089,0.11468569,0.06504874,"6,471.48",
0,0.5905512,10.62959957,8.26759957,-0.00113121,0.0972475,0.05399754,"6,593.64",
0,0.5905512,10.8263998,8.4643998,-0.00099107,0.08272502,0.04491752,"6,715.22",
0,0.5905512,11.02340031,8.66140031,-0.00081335,0.07055429,0.03748518,"6,836.93",
0.196063,-0.5905512,0.0002,-2.3618,0.00155462,0.07015052,0.03612802,116.5961,
0.196063,-0.5905512,0.19660001,-2.16539999,0.0019688,0.0817926,0.04313653,238.2061,
0.196063,-0.5905512,0.39340001,-1.96859999,0.00253562,0.09653618,0.05248462,360.2161,
0.196063,-0.5905512,0.59039998,-1.77160002,0.0031922,0.1144992,0.06386869,481.9261,
0.196063,-0.5905512,0.78740001,-1.57459999,0.00410588,0.13620235,0.07841778,604.1361,
0.196063,-0.5905512,0.98400003,-1.37799997,0.00540626,0.16290592,0.09656988,726.1361,
0.196063,-0.5905512,1.18079996,-1.18120004,0.00699371,0.195528,0.11978095,848.0061,
0.196063,-0.5905512,1.37759995,-0.98440005,0.00915995,0.23587429,0.149504,969.9861,
0.196063,-0.5905512,1.57459998,-0.78740002,0.01213917,0.28559848,0.18722078,"1,092.00",
0.196063,-0.5905512,1.77139997,-0.59060003,0.01581559,0.34955093,0.23666345,"1,214.47",
0.196063,-0.5905512,1.96819997,-0.39380003,0.02051607,0.43156218,0.30091731,"1,336.55",
0.196063,-0.5905512,2.1652,-0.1968,0.02398844,0.54035625,0.3812597,"1,458.72",
0.196063,-0.5905512,2.36199999,-1E-08,0.02140412,0.69663209,0.47455053,"1,580.70",
0.196063,-0.5905512,2.55879998,0.19679998,0.0029428,0.91702437,0.53599662,"1,702.55",
0.196063,-0.5905512,2.75559998,0.39359998,-0.02067114,1.15848011,0.4881195,"1,824.41",
0.196063,-0.5905512,2.95239997,0.59039997,-0.02323646,1.33203262,0.37532841,"1,946.47",
