% X,Y,Z(stage),Zmagnet,Field X (T),Field Y (T),Field Z (T),t_hall_begin,2.362
-0.39370078,0.19685039,0.39340001,-1.96859999,0.00101884,0.10533611,-0.01759784,281.9461,
-0.39370078,0.19685039,0.59039998,-1.77160002,0.00138385,0.12542577,-0.02144709,403.7961,
-0.39370078,0.19685039,0.78740001,-1.57459999,0.00189715,0.15009262,-0.02644916,525.6762,
-0.39370078,0.19685039,0.98400003,-1.37799997,0.00247743,0.1806037,-0.03284028,647.6761,
-0.39370078,0.19685039,1.18079996,-1.18120004,0.00342363,0.2179753,-0.04075946,769.6861,
-0.39370078,0.19685039,1.37759995,-0.98440005,0.0045623,0.26452743,-0.05090374,891.6161,
-0.39370078,0.19685039,1.57459998,-0.78740002,0.00616162,0.32307088,-0.0642474,"1,013.62",
-0.39370078,0.19685039,1.77139997,-0.59060003,0.00808186,0.39688813,-0.08082516,"1,135.92",
-0.39370078,0.19685039,1.96819997,-0.39380003,0.01013611,0.49011916,-0.10173578,"1,258.00",
-0.39370078,0.19685039,2.1652,-0.1968,0.01115647,0.60630283,-0.12617989,"1,380.24",
-0.39370078,0.19685039,2.36199999,-1E-08,0.00891179,0.74974064,-0.14807255,"1,502.45",
-0.39370078,0.19685039,2.55879998,0.19679998,0.00193435,0.91392569,-0.15746711,"1,624.21",
-0.39370078,0.19685039,2.75559998,0.39359998,-0.00470054,1.07777275,-0.1416971,"1,746.32",
-0.39370078,0.19685039,2.95239997,0.59039997,-0.00160654,1.21470188,-0.10660973,"1,868.27",
-0.39370078,0.19685039,3.1494,0.7874,0.01010242,1.31547007,-0.07114127,"1,990.12",
-0.39370078,0.19685039,3.34640002,0.98440002,0.02283241,1.38316235,-0.04384997,"2,111.92",
-0.39370078,0.19685039,3.54299998,1.18099998,0.03321383,1.42981857,-0.02498124,"2,233.80",
-0.39370078,0.19685039,3.73979998,1.37779998,0.04107583,1.46224789,-0.01105299,"2,355.81",
-0.39370078,0.19685039,3.9368,1.5748,0.04547861,1.48162207,0.00229568,"2,477.82",
-0.39370078,0.19685039,4.13360023,1.77160023,0.04551609,1.48794922,0.01619465,"2,599.60",
-0.39370078,0.19685039,4.33039999,1.96839999,0.04143042,1.47899346,0.0294708,"2,721.81",
-0.39370078,0.19685039,4.52740002,2.16540002,0.0333762,1.45629315,0.03843405,"2,843.66",
-0.39370078,0.19685039,4.72440004,2.36240004,0.02469555,1.42854351,0.03961535,"2,966.06",
-0.39370078,0.19685039,4.921,2.559,0.01718635,1.40458588,0.03507109,"3,088.19",
-0.39370078,0.19685039,5.11780024,2.75580024,0.01149857,1.38758549,0.03028002,"3,210.18",
-0.39370078,0.19685039,5.31459999,2.95259999,0.00760886,1.37439217,0.02753338,"3,332.21",
-0.39370078,0.19685039,5.51179981,3.14979981,0.00466184,1.36197876,0.02757165,"3,454.27",
-0.39370078,0.19685039,5.70839977,3.34639977,0.0020593,1.34839796,0.03038154,"3,576.53",
-0.39370078,0.19685039,5.9053998,3.5433998,-0.00054998,1.32930674,0.03599513,"3,698.71",
-0.39370078,0.19685039,6.10200024,3.74000024,-0.00287882,1.30247578,0.04416138,"3,821.24",
-0.39370078,0.19685039,6.29899979,3.93699979,-0.004436,1.26608309,0.05271571,"3,943.13",
-0.39370078,0.19685039,6.49580002,4.13380002,-0.00529922,1.22071547,0.0594266,"4,064.98",
-0.39370078,0.19685039,6.69259977,4.33059977,-0.00558106,1.17024473,0.06285441,"4,187.05",
-0.39370078,0.19685039,6.88940001,4.52740001,-0.00581274,1.11790375,0.06334683,"4,309.25",
-0.39370078,0.19685039,7.08640003,4.72440003,-0.00655453,1.06630987,0.06269781,"4,431.14",
-0.39370078,0.19685039,7.28340006,4.92140006,-0.0074495,1.01538729,0.06310799,"4,553.35",
-0.39370078,0.19685039,7.48019981,5.11819981,-0.00820368,0.96307615,0.06495506,"4,675.19",
-0.39370078,0.19685039,7.67679977,5.31479977,-0.00859602,0.90737223,0.06898367,"4,797.07",
-0.39370078,0.19685039,7.8737998,5.5117998,-0.00852284,0.84677567,0.07380558,"4,918.98",
-0.39370078,0.19685039,8.07059956,5.70859956,-0.00778408,0.78027953,0.07909725,"5,040.81",
-0.39370078,0.19685039,8.26739979,5.90539979,-0.00633163,0.70778612,0.08287719,"5,162.65",
-0.39370078,0.19685039,8.46440029,6.10240029,-0.00452843,0.6318715,0.08396568,"5,284.22",
-0.39370078,0.19685039,8.66119957,6.29919957,-0.00253756,0.55477838,0.08208011,"5,406.03",
-0.39370078,0.19685039,8.85820007,6.49620007,-0.00078286,0.48033537,0.07735715,"5,527.65",
-0.39370078,0.19685039,9.05480003,6.69280003,0.00039453,0.41155342,0.06992091,"5,649.22",
-0.39370078,0.19685039,9.25160027,6.88960027,0.00111717,0.3493127,0.06189689,"5,770.83",
-0.39370078,0.19685039,9.44859982,7.08659982,0.00140985,0.29513868,0.05325626,"5,892.33",
-0.39370078,0.19685039,9.64540005,7.28340005,0.00138857,0.2486154,0.04494742,"6,014.13",
-0.39370078,0.19685039,9.84220028,7.48020028,0.00135914,0.20924141,0.0378332,"6,135.54",
-0.39370078,0.19685039,10.03899956,7.67699956,0.00112918,0.1762155,0.03166455,"6,257.22",
-0.39370078,0.19685039,10.23620033,7.87420033,0.0009384,0.14850939,0.02627711,"6,378.69",
-0.39370078,0.19685039,10.43280029,8.07080029,0.0007675,0.12549593,0.02182346,"6,500.43",
-0.39370078,0.19685039,10.62959957,8.26759957,0.00057213,0.10612034,0.01806315,"6,622.46",
-0.39370078,0.19685039,10.8263998,8.4643998,0.00052297,0.09011829,0.01494941,"6,743.98",
-0.39370078,0.19685039,11.02340031,8.66140031,0.00038835,0.07665447,0.01242016,"6,865.70",
-0.39370078,0.39370078,0.0002,-2.3618,0.00174071,0.07325203,-0.02432694,19.8461,
-0.39370078,0.39370078,0.19660001,-2.16539999,0.00231003,0.08558647,-0.02915913,142.1761,
-0.39370078,0.39370078,0.39340001,-1.96859999,0.00292974,0.10114649,-0.03558788,263.9061,
-0.39370078,0.39370078,0.59039998,-1.77160002,0.00372134,0.12024463,-0.04345662,385.8361,
-0.39370078,0.39370078,0.78740001,-1.57459999,0.0048919,0.1434775,-0.05343004,507.4762,
-0.39370078,0.39370078,0.98400003,-1.37799997,0.00629899,0.17226032,-0.06598252,629.7361,
-0.39370078,0.39370078,1.18079996,-1.18120004,0.00827107,0.20732812,-0.08197429,751.7961,
-0.39370078,0.39370078,1.37759995,-0.98440005,0.01083787,0.25103754,-0.10224433,873.6861,
-0.39370078,0.39370078,1.57459998,-0.78740002,0.01428431,0.30583755,-0.12886295,995.6861,
-0.39370078,0.39370078,1.77139997,-0.59060003,0.01862336,0.37452232,-0.16296974,"1,117.94",
-0.39370078,0.39370078,1.96819997,-0.39380003,0.02360639,0.46314205,-0.20585311,"1,240.12",
-0.39370078,0.39370078,2.1652,-0.1968,0.02740388,0.57639369,-0.25916987,"1,362.18",
-0.39370078,0.39370078,2.36199999,-1E-08,0.02497281,0.72613815,-0.31456149,"1,484.39",
-0.39370078,0.39370078,2.55879998,0.19679998,0.00850915,0.91676096,-0.34669383,"1,606.31",
-0.39370078,0.39370078,2.75559998,0.39359998,-0.01087715,1.11615833,-0.31135443,"1,728.37",
-0.39370078,0.39370078,2.95239997,0.59039997,-0.00686959,1.27322678,-0.23181954,"1,850.17",
-0.39370078,0.39370078,3.1494,0.7874,0.01559628,1.38202566,-0.15507558,"1,972.08",
-0.39370078,0.39370078,3.34640002,0.98440002,0.04088306,1.45020508,-0.09774368,"2,094.01",
-0.39370078,0.39370078,3.54299998,1.18099998,0.06345503,1.49312119,-0.06245343,"2,215.88",
-0.39370078,0.39370078,3.73979998,1.37779998,0.07890894,1.53070273,-0.0396354,"2,337.84",
-0.39370078,0.39370078,3.9368,1.5748,0.0886167,1.55759138,-0.01185638,"2,459.85",
-0.39370078,0.39370078,4.13360023,1.77160023,0.08917584,1.56576676,0.01872445,"2,581.55",
-0.39370078,0.39370078,4.33039999,1.96839999,0.08056008,1.55177416,0.05226277,"2,703.82",
-0.39370078,0.39370078,4.52740002,2.16540002,0.06655359,1.50650343,0.07856602,"2,825.66",
-0.39370078,0.39370078,4.72440004,2.36240004,0.05278399,1.45111136,0.07611744,"2,948.01",
-0.39370078,0.39370078,4.921,2.559,0.03818452,1.41582102,0.05754913,"3,070.14",
-0.39370078,0.39370078,5.11780024,2.75580024,0.02687503,1.39810566,0.04426226,"3,192.15",
-0.39370078,0.39370078,5.31459999,2.95259999,0.01946897,1.38769564,0.0388766,"3,314.30",
-0.39370078,0.39370078,5.51179981,3.14979981,0.01412558,1.37797302,0.03916063,"3,436.40",
-0.39370078,0.39370078,5.70839977,3.34639977,0.00922265,1.36708807,0.04519905,"3,558.53",
-0.39370078,0.39370078,5.9053998,3.5433998,0.00422545,1.35107493,0.05774786,"3,680.71",
-0.39370078,0.39370078,6.10200024,3.74000024,-0.00041031,1.32512259,0.07625791,"3,803.28",
-0.39370078,0.39370078,6.29899979,3.93699979,-0.00321387,1.28578924,0.09657759,"3,925.24",
-0.39370078,0.39370078,6.49580002,4.13380002,-0.00375703,1.23450493,0.11210474,"4,046.99",
-0.39370078,0.39370078,6.69259977,4.33059977,-0.00315253,1.17675728,0.11853828,"4,169.01",
-0.39370078,0.39370078,6.88940001,4.52740001,-0.00348733,1.12033962,0.11648332,"4,291.33",
-0.39370078,0.39370078,7.08640003,4.72440003,-0.00512039,1.06800837,0.11399049,"4,413.14",
-0.39370078,0.39370078,7.28340006,4.92140006,-0.00739555,1.01796936,0.11410959,"4,535.41",
-0.39370078,0.39370078,7.48019981,5.11819981,-0.00949845,0.96760916,0.11796594,"4,657.30",
-0.39370078,0.39370078,7.67679977,5.31479977,-0.01097938,0.91383213,0.12637546,"4,779.06",
-0.39370078,0.39370078,7.8737998,5.5117998,-0.01145934,0.85402683,0.13800041,"4,901.01",
-0.39370078,0.39370078,8.07059956,5.70859956,-0.01064115,0.78695444,0.15010225,"5,022.88",
-0.39370078,0.39370078,8.26739979,5.90539979,-0.00831204,0.71221003,0.15903272,"5,144.79",
-0.39370078,0.39370078,8.46440029,6.10240029,-0.00493275,0.63284129,0.16330431,"5,266.31",
-0.39370078,0.39370078,8.66119957,6.29919957,-0.00128986,0.55212082,0.16061006,"5,388.07",
-0.39370078,0.39370078,8.85820007,6.49620007,0.0019091,0.47418088,0.15136811,"5,509.75",
-0.39370078,0.39370078,9.05480003,6.69280003,0.00389756,0.40340404,0.13658852,"5,631.37",
-0.39370078,0.39370078,9.25160027,6.88960027,0.0049439,0.34039277,0.12025444,"5,752.87",
-0.39370078,0.39370078,9.44859982,7.08659982,0.00516645,0.28638171,0.10355025,"5,874.48",
-0.39370078,0.39370078,9.64540005,7.28340005,0.00484855,0.24048638,0.08789957,"5,996.14",
-0.39370078,0.39370078,9.84220028,7.48020028,0.00431317,0.20204634,0.07346639,"6,117.60",
-0.39370078,0.39370078,10.03899956,7.67699956,0.00370655,0.1700489,0.06157998,"6,239.26",
-0.39370078,0.39370078,10.23620033,7.87420033,0.0030944,0.14333469,0.05124044,"6,360.76",
-0.39370078,0.39370078,10.43280029,8.07080029,0.00255511,0.12108782,0.04259554,"6,482.44",
-0.39370078,0.39370078,10.62959957,8.26759957,0.00211125,0.10256502,0.03534287,"6,604.50",
-0.39370078,0.39370078,10.8263998,8.4643998,0.00172712,0.08720062,0.02934752,"6,726.10",
-0.39370078,0.39370078,11.02340031,8.66140031,0.00142922,0.07424615,0.02451517,"6,847.84",
-0.39370078,0.5905512,0.0002,-2.3618,0.00306138,0.068836,-0.03585183,4.3761,
-0.39370078,0.5905512,0.19660001,-2.16539999,0.00378504,0.08017242,-0.0430164,126.9261,
-0.39370078,0.5905512,0.39340001,-1.96859999,0.0047873,0.09450799,-0.05219016,248.6361,
-0.39370078,0.5905512,0.59039998,-1.77160002,0.00613054,0.11181212,-0.06375054,370.5261,
-0.39370078,0.5905512,0.78740001,-1.57459999,0.00786262,0.13285234,-0.07816467,492.2261,
-0.39370078,0.5905512,0.98400003,-1.37799997,0.01007937,0.15878129,-0.09642985,614.4961,
-0.39370078,0.5905512,1.18079996,-1.18120004,0.01301124,0.1901747,-0.11955233,736.4961,
-0.39370078,0.5905512,1.37759995,-0.98440005,0.01691607,0.22902147,-0.14896991,858.3461,
-0.39370078,0.5905512,1.57459998,-0.78740002,0.02229303,0.27739047,-0.18659299,980.3661,
-0.39370078,0.5905512,1.77139997,-0.59060003,0.02912048,0.33749463,-0.23691154,"1,102.42",
-0.39370078,0.5905512,1.96819997,-0.39380003,0.03794905,0.41529202,-0.30245772,"1,224.83",
-0.39370078,0.5905512,2.1652,-0.1968,0.04778546,0.51776952,-0.38750885,"1,346.97",
-0.39370078,0.5905512,2.36199999,-1E-08,0.05181111,0.66658897,-0.49788528,"1,469.09",
-0.39370078,0.5905512,2.55879998,0.19679998,0.02455443,0.9079019,-0.59452372,"1,591.07",
-0.39370078,0.5905512,2.75559998,0.39359998,-0.02714717,1.19406895,-0.52252231,"1,713.01",
-0.39370078,0.5905512,2.95239997,0.59039997,-0.0262174,1.36833252,-0.36544095,"1,834.88",
-0.39370078,0.5905512,3.1494,0.7874,-0.00219423,1.48180107,-0.23771942,"1,956.83",
-0.39370078,0.5905512,3.34640002,0.98440002,0.02647146,1.54838585,-0.14232293,"2,078.76",
-0.39370078,0.5905512,3.54299998,1.18099998,0.06773741,1.56813873,-0.09517055,"2,200.65",
-0.39370078,0.5905512,3.73979998,1.37779998,0.08092074,1.63695463,-0.08796702,"2,322.57",
-0.39370078,0.5905512,3.9368,1.5748,0.09435241,1.68179773,-0.03148786,"2,444.60",
-0.39370078,0.5905512,4.13360023,1.77160023,0.09835761,1.69858317,0.01885607,"2,566.26",
-0.39370078,0.5905512,4.33039999,1.96839999,0.07906576,1.68545489,0.08908273,"2,688.52",
-0.39370078,0.5905512,4.52740002,2.16540002,0.07039654,1.59157967,0.17352599,"2,810.36",
-0.39370078,0.5905512,4.72440004,2.36240004,0.07253699,1.46159968,0.1399713,"2,932.71",
-0.39370078,0.5905512,4.921,2.559,0.05011709,1.42004627,0.0799181,"3,054.89",
-0.39370078,0.5905512,5.11780024,2.75580024,0.03309331,1.41183962,0.05358669,"3,176.89",
-0.39370078,0.5905512,5.31459999,2.95259999,0.02308594,1.40724367,0.04675073,"3,299.00",
-0.39370078,0.5905512,5.51179981,3.14979981,0.01659409,1.40096058,0.04705004,"3,421.08",
-0.39370078,0.5905512,5.70839977,3.34639977,0.00916469,1.39629902,0.05471039,"3,543.14",
-0.39370078,0.5905512,5.9053998,3.5433998,0.00076599,1.38738417,0.07588047,"3,665.46",
-0.39370078,0.5905512,6.10200024,3.74000024,-0.00629858,1.3639418,0.10908101,"3,787.66",
-0.39370078,0.5905512,6.29899979,3.93699979,-0.00937401,1.3212151,0.14698937,"3,909.94",
-0.39370078,0.5905512,6.49580002,4.13380002,-0.00665051,1.25626826,0.17588339,"4,031.74",
-0.39370078,0.5905512,6.69259977,4.33059977,-0.00172019,1.18321728,0.182416,"4,153.63",
-0.39370078,0.5905512,6.88940001,4.52740001,-0.0005712,1.11964258,0.17284729,"4,275.97",
-0.39370078,0.5905512,7.08640003,4.72440003,-0.0033578,1.0676784,0.16351583,"4,397.79",
-0.39370078,0.5905512,7.28340006,4.92140006,-0.00735277,1.02143149,0.16173596,"4,520.16",
-0.39370078,0.5905512,7.48019981,5.11819981,-0.01104839,0.97523274,0.16834264,"4,642.05",
-0.39370078,0.5905512,7.67679977,5.31479977,-0.01378925,0.92464441,0.18217549,"4,763.81",
-0.39370078,0.5905512,7.8737998,5.5117998,-0.01510855,0.86696066,0.20119876,"4,885.77",
-0.39370078,0.5905512,8.07059956,5.70859956,-0.01420563,0.79937715,0.22207245,"5,007.61",
-0.39370078,0.5905512,8.26739979,5.90539979,-0.01081051,0.72098879,0.2397345,"5,129.52",
-0.39370078,0.5905512,8.46440029,6.10240029,-0.00542005,0.63499455,0.24822222,"5,251.12",
-0.39370078,0.5905512,8.66119957,6.29919957,0.00054774,0.5468923,0.24460446,"5,372.81",
-0.39370078,0.5905512,8.85820007,6.49620007,0.00535281,0.46310243,0.22884003,"5,494.55",
-0.39370078,0.5905512,9.05480003,6.69280003,0.00824446,0.3887366,0.20554458,"5,616.12",
-0.39370078,0.5905512,9.25160027,6.88960027,0.00944683,0.32478909,0.17894108,"5,737.64",
-0.39370078,0.5905512,9.44859982,7.08659982,0.0094252,0.27128953,0.15312643,"5,859.25",
-0.39370078,0.5905512,9.64540005,7.28340005,0.00860922,0.22679717,0.129003,"5,980.90",
-0.39370078,0.5905512,9.84220028,7.48020028,0.00752905,0.19007801,0.10809584,"6,102.44",
-0.39370078,0.5905512,10.03899956,7.67699956,0.00643328,0.15984565,0.09005208,"6,223.98",
-0.39370078,0.5905512,10.23620033,7.87420033,0.00533204,0.13463422,0.0748546,"6,345.52",
-0.39370078,0.5905512,10.43280029,8.07080029,0.0044304,0.11399889,0.0623418,"6,467.19",
-0.39370078,0.5905512,10.62959957,8.26759957,0.00367709,0.09663336,0.05170929,"6,589.28",
-0.39370078,0.5905512,10.8263998,8.4643998,0.00291571,0.0823075,0.04306541,"6,710.87",
-0.39370078,0.5905512,11.02340031,8.66140031,0.00238687,0.07020097,0.03586684,"6,832.65",
-0.19685039,-0.5905512,0.0002,-2.3618,-0.00195736,0.06988945,0.03746147,112.1761,
-0.19685039,-0.5905512,0.19660001,-2.16539999,-0.00231745,0.08140856,0.04479504,233.7761,
-0.19685039,-0.5905512,0.39340001,-1.96859999,-0.00287092,0.09620046,0.05429694,355.7461,
-0.19685039,-0.5905512,0.59039998,-1.77160002,-0.00353768,0.11388621,0.06626261,477.4764,
-0.19685039,-0.5905512,0.78740001,-1.57459999,-0.00434528,0.13566109,0.08134073,599.6361,
-0.19685039,-0.5905512,0.98400003,-1.37799997,-0.00543294,0.16221558,0.10040604,721.7061,
-0.19685039,-0.5905512,1.18079996,-1.18120004,-0.00676329,0.19468956,0.12415275,843.6261,
-0.19685039,-0.5905512,1.37759995,-0.98440005,-0.00851185,0.23532559,0.15569684,965.4661,
-0.19685039,-0.5905512,1.57459998,-0.78740002,-0.01060731,0.28418581,0.19474395,"1,087.57",
-0.19685039,-0.5905512,1.77139997,-0.59060003,-0.01332328,0.34804489,0.24669913,"1,210.05",
-0.19685039,-0.5905512,1.96819997,-0.39380003,-0.01591654,0.42987007,0.3135317,"1,332.11",
-0.19685039,-0.5905512,2.1652,-0.1968,-0.01857799,0.53947777,0.3968033,"1,454.34",
-0.19685039,-0.5905512,2.36199999,-1E-08,-0.0173273,0.69885248,0.49265937,"1,576.27",
-0.19685039,-0.5905512,2.55879998,0.19679998,-0.00713644,0.92355656,0.55160598,"1,698.05",
-0.19685039,-0.5905512,2.75559998,0.39359998,0.00473674,1.16466965,0.50291218,"1,819.96",
-0.19685039,-0.5905512,2.95239997,0.59039997,0.00586551,1.33690533,0.39219152,"1,942.03",
-0.19685039,-0.5905512,3.1494,0.7874,0.00010865,1.44871868,0.28259994,"2,064.01",
-0.19685039,-0.5905512,3.34640002,0.98440002,-0.00910666,1.51505894,0.19445532,"2,185.77",
-0.19685039,-0.5905512,3.54299998,1.18099998,-0.01979434,1.55165342,0.14724786,"2,307.74",
-0.19685039,-0.5905512,3.73979998,1.37779998,-0.02379642,1.60438494,0.12025974,"2,429.63",
-0.19685039,-0.5905512,3.9368,1.5748,-0.02482231,1.64672026,0.06844135,"2,551.46",
-0.19685039,-0.5905512,4.13360023,1.77160023,-0.0227987,1.66005625,0.00643059,"2,673.64",
-0.19685039,-0.5905512,4.33039999,1.96839999,-0.01848062,1.63828501,-0.06485046,"2,795.55",
-0.19685039,-0.5905512,4.52740002,2.16540002,-0.02003956,1.56108269,-0.12053866,"2,917.91",
-0.19685039,-0.5905512,4.72440004,2.36240004,-0.02482255,1.46854996,-0.10378646,"3,039.99",
-0.19685039,-0.5905512,4.921,2.559,-0.02359224,1.42436804,-0.05836256,"3,162.04",
-0.19685039,-0.5905512,5.11780024,2.75580024,-0.02036269,1.41023163,-0.03142417,"3,284.16",
-0.19685039,-0.5905512,5.31459999,2.95259999,-0.01827205,1.40228562,-0.02291704,"3,406.28",
-0.19685039,-0.5905512,5.51179981,3.14979981,-0.01673014,1.39409661,-0.02456868,"3,528.23",
-0.19685039,-0.5905512,5.70839977,3.34639977,-0.01497533,1.38494744,-0.0345249,"3,650.65",
-0.19685039,-0.5905512,5.9053998,3.5433998,-0.01291023,1.37109141,-0.05563431,"3,772.80",
-0.19685039,-0.5905512,6.10200024,3.74000024,-0.01141554,1.34574894,-0.08623501,"3,895.16",
-0.19685039,-0.5905512,6.29899979,3.93699979,-0.01101393,1.30286421,-0.11922873,"4,016.95",
-0.19685039,-0.5905512,6.49580002,4.13380002,-0.01188329,1.24357142,-0.14333494,"4,138.83",
-0.19685039,-0.5905512,6.69259977,4.33059977,-0.01290784,1.17766375,-0.15085593,"4,261.15",
-0.19685039,-0.5905512,6.88940001,4.52740001,-0.01265942,1.11773695,-0.14578148,"4,382.95",
-0.19685039,-0.5905512,7.08640003,4.72440003,-0.01117572,1.06619124,-0.13983947,"4,505.27",
-0.19685039,-0.5905512,7.28340006,4.92140006,-0.0092354,1.01939863,-0.13943231,"4,627.15",
-0.19685039,-0.5905512,7.48019981,5.11819981,-0.00727485,0.97214951,-0.14626889,"4,748.97",
-0.19685039,-0.5905512,7.67679977,5.31479977,-0.00555689,0.9209186,-0.15976359,"4,870.84",
-0.19685039,-0.5905512,7.8737998,5.5117998,-0.00427443,0.86266359,-0.17807272,"4,992.82",
-0.19685039,-0.5905512,8.07059956,5.70859956,-0.00363604,0.79541678,-0.1979639,"5,114.79",
-0.19685039,-0.5905512,8.26739979,5.90539979,-0.00366802,0.71854929,-0.21489812,"5,236.27",
-0.19685039,-0.5905512,8.46440029,6.10240029,-0.00423755,0.63523668,-0.22407695,"5,357.97",
-0.19685039,-0.5905512,8.66119957,6.29919957,-0.00504298,0.54961147,-0.2226189,"5,479.79",
-0.19685039,-0.5905512,8.85820007,6.49620007,-0.00570295,0.46769404,-0.21080471,"5,601.37",
-0.19685039,-0.5905512,9.05480003,6.69280003,-0.00591934,0.39434282,-0.1915102,"5,722.81",
-0.19685039,-0.5905512,9.25160027,6.88960027,-0.00574069,0.33003542,-0.16907478,"5,844.50",
-0.19685039,-0.5905512,9.44859982,7.08659982,-0.00528298,0.27627534,-0.14595979,"5,966.08",
-0.19685039,-0.5905512,9.64540005,7.28340005,-0.00469469,0.23107511,-0.12411574,"6,087.67",
-0.19685039,-0.5905512,9.84220028,7.48020028,-0.00399855,0.1935545,-0.10446479,"6,209.22",
-0.19685039,-0.5905512,10.03899956,7.67699956,-0.00340681,0.16257108,-0.08753154,"6,330.83",
-0.19685039,-0.5905512,10.23620033,7.87420033,-0.00288142,0.13688304,-0.07313262,"6,452.40",
-0.19685039,-0.5905512,10.43280029,8.07080029,-0.0023394,0.11557852,-0.06107516,"6,574.60",
-0.19685039,-0.5905512,10.62959957,8.26759957,-0.00199266,0.09792226,-0.05098502,"6,696.03",
-0.19685039,-0.5905512,10.8263998,8.4643998,-0.00165798,0.08326948,-0.04264399,"6,817.78",
-0.19685039,-0.5905512,11.02340031,8.66140031,-0.00133349,0.07097727,-0.03563208,"6,939.28",
-0.19685039,-0.39370078,0.0002,-2.3618,-0.00159831,0.07426941,0.02556242,95.4161,
-0.19685039,-0.39370078,0.19660001,-2.16539999,-0.0019182,0.08687337,0.03070465,217.4561,
-0.19685039,-0.39370078,0.39340001,-1.96859999,-0.00230324,0.10284931,0.03721673,339.4161,
-0.19685039,-0.39370078,0.59039998,-1.77160002,-0.00283496,0.12225303,0.04554736,461.1361,
-0.19685039,-0.39370078,0.78740001,-1.57459999,-0.00344315,0.14601871,0.05591233,583.3061,
-0.19685039,-0.39370078,0.98400003,-1.37799997,-0.00429765,0.17543965,0.06906458,705.1861,
-0.19685039,-0.39370078,1.18079996,-1.18120004,-0.00533108,0.21149208,0.0856873,827.2961,
-0.19685039,-0.39370078,1.37759995,-0.98440005,-0.00659949,0.25656261,0.10715174,949.0661,
-0.19685039,-0.39370078,1.57459998,-0.78740002,-0.00825674,0.31264166,0.13471417,"1,071.16",
-0.19685039,-0.39370078,1.77139997,-0.59060003,-0.01007762,0.38391122,0.16940203,"1,193.64",
-0.19685039,-0.39370078,1.96819997,-0.39380003,-0.01196361,0.47519449,0.21320373,"1,315.77",
-0.19685039,-0.39370078,2.1652,-0.1968,-0.01285795,0.59124564,0.26333286,"1,438.05",
-0.19685039,-0.39370078,2.36199999,-1E-08,-0.01191188,0.74285559,0.3110978,"1,559.92",
-0.19685039,-0.39370078,2.55879998,0.19679998,-0.00706603,0.92135538,0.33425292,"1,681.74",
-0.19685039,-0.39370078,2.75559998,0.39359998,-0.00231165,1.1048653,0.31133658,"1,803.63",
-0.19685039,-0.39370078,2.95239997,0.59039997,-0.00309784,1.25688366,0.25402562,"1,925.67",
-0.19685039,-0.39370078,3.1494,0.7874,-0.00888296,1.36889443,0.19136106,"2,047.73",
-0.19685039,-0.39370078,3.34640002,0.98440002,-0.016761,1.4440967,0.13832603,"2,169.43",
-0.19685039,-0.39370078,3.54299998,1.18099998,-0.0239609,1.49577421,0.10234424,"2,291.43",
-0.19685039,-0.39370078,3.73979998,1.37779998,-0.02853762,1.53655304,0.07533925,"2,413.33",
-0.19685039,-0.39370078,3.9368,1.5748,-0.03059354,1.56439509,0.04461698,"2,535.21",
-0.19685039,-0.39370078,4.13360023,1.77160023,-0.02986827,1.57218212,0.00970848,"2,657.31",
-0.19685039,-0.39370078,4.33039999,1.96839999,-0.02740427,1.55447249,-0.0253434,"2,779.31",
-0.19685039,-0.39370078,4.52740002,2.16540002,-0.02499375,1.51195683,-0.04826135,"2,901.55",
-0.19685039,-0.39370078,4.72440004,2.36240004,-0.02357101,1.46206927,-0.04708398,"3,023.67",
-0.19685039,-0.39370078,4.921,2.559,-0.02133687,1.42640175,-0.03156243,"3,145.79",
-0.19685039,-0.39370078,5.11780024,2.75580024,-0.01909269,1.4054645,-0.01834613,"3,267.89",
-0.19685039,-0.39370078,5.31459999,2.95259999,-0.01740108,1.39141802,-0.01281793,"3,389.98",
-0.19685039,-0.39370078,5.51179981,3.14979981,-0.01608306,1.37960371,-0.01399567,"3,511.89",
-0.19685039,-0.39370078,5.70839977,3.34639977,-0.01485495,1.36574358,-0.02117771,"3,634.22",
-0.19685039,-0.39370078,5.9053998,3.5433998,-0.01343655,1.34673962,-0.03436257,"3,756.36",
-0.19685039,-0.39370078,6.10200024,3.74000024,-0.01228458,1.31877016,-0.05208866,"3,878.74",
-0.19685039,-0.39370078,6.29899979,3.93699979,-0.01162684,1.27918781,-0.07055727,"4,000.58",
-0.19685039,-0.39370078,6.49580002,4.13380002,-0.01159313,1.22909493,-0.08461095,"4,122.50",
-0.19685039,-0.39370078,6.69259977,4.33059977,-0.01148776,1.17376389,-0.09064223,"4,244.76",
-0.19685039,-0.39370078,6.88940001,4.52740001,-0.01094543,1.11890148,-0.09123646,"4,366.70",
-0.19685039,-0.39370078,7.08640003,4.72440003,-0.00981514,1.06670279,-0.08972958,"4,488.97",
-0.19685039,-0.39370078,7.28340006,4.92140006,-0.00840295,1.01639504,-0.09047208,"4,610.65",
-0.19685039,-0.39370078,7.48019981,5.11819981,-0.00691687,0.96542706,-0.09524814,"4,732.64",
-0.19685039,-0.39370078,7.67679977,5.31479977,-0.00563822,0.91088013,-0.10373436,"4,854.60",
-0.19685039,-0.39370078,7.8737998,5.5117998,-0.00465076,0.85088534,-0.11480056,"4,976.48",
-0.19685039,-0.39370078,8.07059956,5.70859956,-0.00405538,0.78389219,-0.1263048,"5,098.46",
